group,subject,chinese_name,sub_concept,priority,search_query,desired_source_type,target_fields
politics_history,modern_chinese_history,近代史纲要,民族资产阶级,43,民族资产阶级 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,民族资产阶级,43,民族资产阶级 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,人生观,43,人生观 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,人生观,43,人生观 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,社会价值,43,社会价值 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,社会价值,43,社会价值 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,这说明,43,这说明 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,这说明,43,这说明 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,再生障碍性贫血,43,再生障碍性贫血 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,再生障碍性贫血,43,再生障碍性贫血 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,min,43,min 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,min,43,min 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,30m,43,30m 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,30m,43,30m 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,呕吐,43,呕吐 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,呕吐,43,呕吐 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,下列说法正确的是,42,下列说法正确的是 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,下列说法正确的是,42,下列说法正确的是 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,下列哪一选项是错误的,42,下列哪一选项是错误的 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,下列哪一选项是错误的,42,下列哪一选项是错误的 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,部分,41,部分 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,部分,41,部分 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,应用层,40,应用层 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,应用层,40,应用层 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,指出,40,指出 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,指出,40,指出 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,合作,40,合作 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,合作,40,合作 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,信号量,40,信号量 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,信号量,40,信号量 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,错误的是,40,错误的是 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,错误的是,40,错误的是 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,磁盘,40,磁盘 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,磁盘,40,磁盘 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,检定证书,40,检定证书 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,检定证书,40,检定证书 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,人民代表大会,40,人民代表大会 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,人民代表大会,40,人民代表大会 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,信仰,40,信仰 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,信仰,40,信仰 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,为人民服务,40,为人民服务 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,为人民服务,40,为人民服务 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,急性白血病,40,急性白血病 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,急性白血病,40,急性白血病 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,急性淋巴细胞性白血病,40,急性淋巴细胞性白血病 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,急性淋巴细胞性白血病,40,急性淋巴细胞性白血病 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,4m,40,4m 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,4m,40,4m 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,环境影响评价技术导则地表水环境,40,环境影响评价技术导则地表水环境 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,环境影响评价技术导则地表水环境,40,环境影响评价技术导则地表水环境 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,环境影响评价技术导则大气环境,40,环境影响评价技术导则大气环境 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,环境影响评价技术导则大气环境,40,环境影响评价技术导则大气环境 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,规划环境影响评价条例,40,规划环境影响评价条例 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,规划环境影响评价条例,40,规划环境影响评价条例 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,国务院环境保护行政主管部门,40,国务院环境保护行政主管部门 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,国务院环境保护行政主管部门,40,国务院环境保护行政主管部门 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,不符合,40,不符合 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,不符合,40,不符合 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,体检,40,体检 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,体检,40,体检 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,情感,39,情感 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,情感,39,情感 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,下列表述正确的是,39,下列表述正确的是 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,下列表述正确的是,39,下列表述正确的是 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,关于本案,39,关于本案 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,关于本案,39,关于本案 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,人民当家作主,37,人民当家作主 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,人民当家作主,37,人民当家作主 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,教育,37,教育 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,教育,37,教育 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,MPa,37,MPa 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,MPa,37,MPa 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,立即,37,立即 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,立即,37,立即 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,间接,37,间接 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,间接,37,间接 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,波长为,37,波长为 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,波长为,37,波长为 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,唯物主义的,37,唯物主义的 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,唯物主义的,37,唯物主义的 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,不可知论,37,不可知论 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,不可知论,37,不可知论 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,指出,37,指出 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,指出,37,指出 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,南京,37,南京 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,南京,37,南京 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,这表明,37,这表明 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_history,高中历史,这表明,37,这表明 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,鸦片战争,37,鸦片战争 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,鸦片战争,37,鸦片战争 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境保护管理条例,37,建设项目环境保护管理条例 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境保护管理条例,37,建设项目环境保护管理条例 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,30岁,37,30岁 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,30岁,37,30岁 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,腹痛,37,腹痛 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,腹痛,37,腹痛 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,3个月,37,3个月 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,3个月,37,3个月 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,盗窃罪,36,盗窃罪 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,盗窃罪,36,盗窃罪 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,路由器,34,路由器 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,路由器,34,路由器 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,PC,34,PC 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,PC,34,PC 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,在OSI参考模型中,34,在OSI参考模型中 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,在OSI参考模型中,34,在OSI参考模型中 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,公平正义,34,公平正义 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,公平正义,34,公平正义 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,PaO,34,PaO 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,PaO,34,PaO 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,PaCO,34,PaCO 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,PaCO,34,PaCO 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国海洋环境保护法,34,中华人民共和国海洋环境保护法 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国海洋环境保护法,34,中华人民共和国海洋环境保护法 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,拥塞控制,34,拥塞控制 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,拥塞控制,34,拥塞控制 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,管道,34,管道 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,管道,34,管道 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,就绪,34,就绪 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,就绪,34,就绪 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,主存储器,34,主存储器 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,主存储器,34,主存储器 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,有关,34,有关 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,有关,34,有关 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,protected,34,protected 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,protected,34,protected 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,m2,34,m2 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,m2,34,m2 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,错误的是,34,错误的是 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,错误的是,34,错误的是 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,国家计量检定规程,34,国家计量检定规程 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,国家计量检定规程,34,国家计量检定规程 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,客观唯心主义,34,客观唯心主义 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,客观唯心主义,34,客观唯心主义 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,辩证唯物主义,34,辩证唯物主义 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,marxism,马克思主义基本原理,辩证唯物主义,34,辩证唯物主义 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,各民族共同繁荣,34,各民族共同繁荣 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,各民族共同繁荣,34,各民族共同繁荣 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,民族平等,34,民族平等 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,民族平等,34,民族平等 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,发展生产力,34,发展生产力 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,发展生产力,34,发展生产力 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,与时俱进,34,与时俱进 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,与时俱进,34,与时俱进 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,国家主席,34,国家主席 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,国家主席,34,国家主席 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,严复,34,严复 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,严复,34,严复 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,康有为,34,康有为 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,modern_chinese_history,近代史纲要,康有为,34,康有为 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,集体主义,34,集体主义 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,集体主义,34,集体主义 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,南京,34,南京 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,南京,34,南京 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,pH,34,pH 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,pH,34,pH 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,呼吸困难,34,呼吸困难 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,呼吸困难,34,呼吸困难 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,正确的是,34,正确的是 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,正确的是,34,正确的是 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,肺结核,34,肺结核 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,肺结核,34,肺结核 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境风险评价技术导则,34,建设项目环境风险评价技术导则 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境风险评价技术导则,34,建设项目环境风险评价技术导则 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,HJ169,34,HJ169 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,HJ169,34,HJ169 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,错误的是,34,错误的是 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,错误的是,34,错误的是 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,纤维蛋白,32,纤维蛋白 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,basic_medicine,基础医学,纤维蛋白,32,纤维蛋白 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,if,32,if 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,if,32,if 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,侵占罪,32,侵占罪 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,侵占罪,32,侵占罪 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,刑法,32,刑法 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,law,法学,刑法,32,刑法 site:moj.gov.cn 法律职业资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
legal_exam,legal_professional,法律职业资格,的规定,32,的规定 site:flk.npc.gov.cn 法律,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
