route_id,route_type,source_subject,source_domain,name,discipline,module,upper_concept,sub_concept,node_type,first_order_relation_type,language_triggers,exception_flag,content
auto_neuron_FinEval_Accounting_neurons_management_accounting_2,neuron,FinEval_Accounting,management_accounting,制造企业在日常经营活动中发生的下列费用或损失，应当计入存货成本的是____。,会计学大类,财务会计,资产,确认、计量与减值,calculation_or_measurement,measurement_rule,制造企业在日常经营活动中发生的下列费用或损失，应当计入存货成本的是____。|制造企业在日常经营活动中|发生的下列费用或损失|应当计入存货成本的是,,制造企业在日常经营活动中发生的下列费用或损失，应当计入存货成本的是____。 答案:B. 解析:1. 选项A、C应计入管理费用，选项D应计入营业外支出。
auto_neuron_FinEval_Accounting_neurons_management_accounting_3,neuron,FinEval_Accounting,management_accounting,S公司为增值税一般纳税人，采用先进先出法计量发出A原材料的成本。2016年年初，S公司库存200件A原材料的账面余额为200万元，未计提跌价准备。6月1日购入A,会计学大类,财务会计,收入费用利润,确认与期间归属,calculation_or_measurement,measurement_rule,S公司为增值税一般纳税人，采用先进先出法计量发出A原材料的成本。2016年年初，S公司库存200件A原材料的账面余额为200万元，未计提跌价准备。6月1日购入A|S公司为增值税一般纳税人|采用先进先出法计量发出A|原材料的成本|年年初|S公司库存|件A原材料的账面余额为|万元|未计提跌价准备|日购入A,,S公司为增值税一般纳税人，采用先进先出法计量发出A原材料的成本。2016年年初，S公司库存200件A原材料的账面余额为200万元，未计提跌价准备。6月1日购入A原材料300件，成本2375万元（不含增值税）、运输费用80万元（运输费用发票上注明的增值税税额为8万元）、保险费用0.23万元。1月31日、6月6日、11月12日分别发出A原材料150件、230件和30件。S公司2016年12月31日库存 答案:C. 解析:1. S公司因采用先进先出法，6月1日购入A原材料的实际单位成本=[2375+80+0.23]÷300≈8.18（万元），2016年12月31日库存A原材料结存数量＝200+300-150-230-30＝90（件），因此库存A原材料的成本＝90×8.18＝736.2（万元）。
auto_neuron_FinEval_Accounting_neurons_management_accounting_4,neuron,FinEval_Accounting,management_accounting,会计处理方法，一般也称会计核算方法，包括会计确认方法，会计计量方法，会计记录方法，会计报告方法。下列各项关于存货跌价准备相关会计处理的表述中，正确的是____。,会计学大类,财务会计,资产,确认、计量与减值,calculation_or_measurement,measurement_rule|prerequisite,会计处理方法，一般也称会计核算方法，包括会计确认方法，会计计量方法，会计记录方法，会计报告方法。下列各项关于存货跌价准备相关会计处理的表述中，正确的是____。|会计处理方法|一般也称会计核算方法|包括会计确认方法|会计计量方法|会计记录方法|会计报告方法|下列各项关于存货跌价准备|相关会计处理的表述中|正确的是,,会计处理方法，一般也称会计核算方法，包括会计确认方法，会计计量方法，会计记录方法，会计报告方法。下列各项关于存货跌价准备相关会计处理的表述中，正确的是____。 答案:A. 解析:1. 已过期且无转让价值的存货，表明存货的可变现净值为零，应全额计提存货跌价准备，因此存货跌价准备等于存货账面价值。2. 已计提存货跌价准备的存货在对外销售时，应将存货跌价准备转入主营业务成本。3. 同一项存货中有一部分有合同价格约定、其他部分不存在合同价格的，应分开确认可变现净值。4. 生产产品用材料的跌价准备，应以材料生产出来的产品市场价格为基础，确认可变现净值。
auto_neuron_FinEval_Accounting_neurons_management_accounting_5,neuron,FinEval_Accounting,management_accounting,财务会计与管理会计有何不同____。,会计学大类,管理会计,预算控制与经营决策,内部管理决策,concept,same_domain,财务会计与管理会计有何不同____。|财务会计与管理会计有何不,,财务会计与管理会计有何不同____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_management_accounting_6,neuron,FinEval_Accounting,management_accounting,在____的情况下企业负债的计税基础不等于账面价值。,会计学大类,财务会计,负债,现时义务与摊余成本,calculation_or_measurement,measurement_rule|prerequisite,在____的情况下企业负债的计税基础不等于账面价值。|的情况下企业负债的计税基|础不等于账面价值,,在____的情况下企业负债的计税基础不等于账面价值。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_management_accounting_8,neuron,FinEval_Accounting,management_accounting,变动成本法的计算公式是什么____。,会计学大类,会计学,未细分会计模块,待人工归类,calculation_or_measurement,measurement_rule,变动成本法的计算公式是什么____。|变动成本法的计算公式是什,,变动成本法的计算公式是什么____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_management_accounting_10,neuron,FinEval_Accounting,management_accounting,中期财务报表的描述中，哪个是正确的？,会计学大类,财务会计,会计基础与报表列报,基本假设与信息质量,concept,same_domain,中期财务报表的描述中，哪个是正确的？|中期财务报表的描述中|哪个是正确的,,中期财务报表的描述中，哪个是正确的？ 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_management_accounting_11,neuron,FinEval_Accounting,management_accounting,对于融资租入的资产，当承租人选择以公允价值作为入账价值时，他们会采用__比例的分摊率来分摊未确认的融资费用,会计学大类,财务会计,收入费用利润,确认与期间归属,calculation_or_measurement,measurement_rule|prerequisite,对于融资租入的资产，当承租人选择以公允价值作为入账价值时，他们会采用__比例的分摊率来分摊未确认的融资费用|对于融资租入的资产|当承租人选择以公允价值作|为入账价值时|他们会采用|比例的分摊率来分摊未确认|的融资费用,,对于融资租入的资产，当承租人选择以公允价值作为入账价值时，他们会采用__比例的分摊率来分摊未确认的融资费用 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_management_accounting_12,neuron,FinEval_Accounting,management_accounting,同一控制下企业合并进行过程中发生的各项直接相关费用，一般应于发生时计入____。,会计学大类,高级财务会计,合并与特殊会计,合并报表与特殊事项,calculation_or_measurement,measurement_rule,同一控制下企业合并进行过程中发生的各项直接相关费用，一般应于发生时计入____。|同一控制下企业合并进行过|程中发生的各项直接相关费|一般应于发生时计入,,同一控制下企业合并进行过程中发生的各项直接相关费用，一般应于发生时计入____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_management_accounting_13,neuron,FinEval_Accounting,management_accounting,什么是成本管理的主要任务？,会计学大类,会计学,未细分会计模块,待人工归类,calculation_or_measurement,measurement_rule,什么是成本管理的主要任务？|什么是成本管理的主要任务,,什么是成本管理的主要任务？ 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_management_accounting_15,neuron,FinEval_Accounting,management_accounting,多次交换实现企业合并的交易的合并成本应该是____。,会计学大类,高级财务会计,合并与特殊会计,合并报表与特殊事项,calculation_or_measurement,measurement_rule,多次交换实现企业合并的交易的合并成本应该是____。|多次交换实现企业合并的交|易的合并成本应该是,,多次交换实现企业合并的交易的合并成本应该是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_management_accounting_16,neuron,FinEval_Accounting,management_accounting,合并会计报表关于抵销分录表述正确的是____。,会计学大类,高级财务会计,合并与特殊会计,合并报表与特殊事项,concept,same_domain,合并会计报表关于抵销分录表述正确的是____。|合并会计报表关于抵销分录|表述正确的是,,合并会计报表关于抵销分录表述正确的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_management_accounting_17,neuron,FinEval_Accounting,management_accounting,"在编制连续合并财务报表时，由于对上一年度的坏账准备进行抵销，需要调整""未分配利润——年初""项目的金额为____。",会计学大类,高级财务会计,合并与特殊会计,合并报表与特殊事项,calculation_or_measurement,measurement_rule,"在编制连续合并财务报表时，由于对上一年度的坏账准备进行抵销，需要调整""未分配利润——年初""项目的金额为____。|在编制连续合并财务报表时|由于对上一年度的坏账准备|进行抵销|需要调整|未分配利润|年初|项目的金额为",,"在编制连续合并财务报表时，由于对上一年度的坏账准备进行抵销，需要调整""未分配利润——年初""项目的金额为____。 答案:C. 解析:正确选项C"
auto_neuron_FinEval_Accounting_neurons_management_accounting_18,neuron,FinEval_Accounting,management_accounting,企业内部集团交易的固定资产，到期报废清理期间需要抵销的内容是____。,会计学大类,财务会计,资产,确认、计量与减值,concept,same_domain,企业内部集团交易的固定资产，到期报废清理期间需要抵销的内容是____。|企业内部集团交易的固定资|到期报废清理期间需要抵销|的内容是,,企业内部集团交易的固定资产，到期报废清理期间需要抵销的内容是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_management_accounting_19,neuron,FinEval_Accounting,management_accounting,母公司在编制合并现金流量表时，下列各项中，会引起筹资活动现金流量增减变动的是____。,会计学大类,高级财务会计,合并与特殊会计,合并报表与特殊事项,concept,same_domain,母公司在编制合并现金流量表时，下列各项中，会引起筹资活动现金流量增减变动的是____。|母公司在编制合并现金流量|表时|下列各项中|会引起筹资活动现金流量增|减变动的是,,母公司在编制合并现金流量表时，下列各项中，会引起筹资活动现金流量增减变动的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_management_accounting_20,neuron,FinEval_Accounting,management_accounting,下列关于企业的成本性态包含的类型，正确的是____。,会计学大类,会计学,未细分会计模块,待人工归类,calculation_or_measurement,measurement_rule,下列关于企业的成本性态包含的类型，正确的是____。|下列关于企业的成本性态包|含的类型|正确的是,,下列关于企业的成本性态包含的类型，正确的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_management_accounting_21,neuron,FinEval_Accounting,management_accounting,变动成本法又叫直接成本法，是一种产品成本仅包含变动制造成本，采用边际贡献格式损益表的成本核算方法。在下列选项中，变动成本法的核算对象包括____。,会计学大类,成本会计,成本计算与成本控制,产品成本与成本管理,calculation_or_measurement,measurement_rule,变动成本法又叫直接成本法，是一种产品成本仅包含变动制造成本，采用边际贡献格式损益表的成本核算方法。在下列选项中，变动成本法的核算对象包括____。|变动成本法又叫直接成本法|是一种产品成本仅包含变动|制造成本|采用边际贡献格式损益表的|成本核算方法|在下列选项中|变动成本法的核算对象包括,,变动成本法又叫直接成本法，是一种产品成本仅包含变动制造成本，采用边际贡献格式损益表的成本核算方法。在下列选项中，变动成本法的核算对象包括____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_management_accounting_22,neuron,FinEval_Accounting,management_accounting,投资活动现金流量，是指企业长期资产（通常指一年以上）的购建及其处置产生的现金流量，包括购建固定资产、长期投资现金流量和处置长期资产现金流量，并按其性质分项列示。,会计学大类,财务会计,资产,确认、计量与减值,definition,same_domain,投资活动现金流量，是指企业长期资产（通常指一年以上）的购建及其处置产生的现金流量，包括购建固定资产、长期投资现金流量和处置长期资产现金流量，并按其性质分项列示。|投资活动现金流量|是指企业长期资产|通常指一年以上|的购建及其处置产生的现金|流量|包括购建固定资产|长期投资现金流量和处置长|期资产现金流量|并按其性质分项列示,,投资活动现金流量，是指企业长期资产（通常指一年以上）的购建及其处置产生的现金流量，包括购建固定资产、长期投资现金流量和处置长期资产现金流量，并按其性质分项列示。在下列选项中，在现金流量表“投资活动产生的现金流量”中反映的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_management_accounting_23,neuron,FinEval_Accounting,management_accounting,下列选项中，属于变动成本法的局限性的是____。,会计学大类,会计学,未细分会计模块,待人工归类,calculation_or_measurement,measurement_rule,下列选项中，属于变动成本法的局限性的是____。|下列选项中|属于变动成本法的局限性的,,下列选项中，属于变动成本法的局限性的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_management_accounting_25,neuron,FinEval_Accounting,management_accounting,在非同一控制下，合并成本小于所获可辨认净资产公允价值的差额，应该记入的账户是____。,会计学大类,高级财务会计,合并与特殊会计,合并报表与特殊事项,calculation_or_measurement,measurement_rule,在非同一控制下，合并成本小于所获可辨认净资产公允价值的差额，应该记入的账户是____。|在非同一控制下|合并成本小于所获可辨认净|资产公允价值的差额|应该记入的账户是,,在非同一控制下，合并成本小于所获可辨认净资产公允价值的差额，应该记入的账户是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_management_accounting_26,neuron,FinEval_Accounting,management_accounting,按照我国会计准则的规定，下列资产负债表项目中应采用发生日即期汇率折算的是____。,会计学大类,财务会计,负债,现时义务与摊余成本,standard_or_principle,standard_peer,按照我国会计准则的规定，下列资产负债表项目中应采用发生日即期汇率折算的是____。|按照我国会计准则的规定|下列资产负债表项目中应采|用发生日即期汇率折算的是,,按照我国会计准则的规定，下列资产负债表项目中应采用发生日即期汇率折算的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_management_accounting_28,neuron,FinEval_Accounting,management_accounting,在经营租赁中，对承租人支付初始直接费用的会计处理，下列说法正确的是____。,会计学大类,财务会计,收入费用利润,确认与期间归属,calculation_or_measurement,measurement_rule,在经营租赁中，对承租人支付初始直接费用的会计处理，下列说法正确的是____。|在经营租赁中|对承租人支付初始直接费用|的会计处理|下列说法正确的是,,在经营租赁中，对承租人支付初始直接费用的会计处理，下列说法正确的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_management_accounting_29,neuron,FinEval_Accounting,management_accounting,交易性金融资产中的衍生金融工具采用的会计上的计量属性是____。,会计学大类,财务会计,资产,确认、计量与减值,concept,same_domain,交易性金融资产中的衍生金融工具采用的会计上的计量属性是____。|交易性金融资产中的衍生金|融工具采用的会计上的计量|属性是,,交易性金融资产中的衍生金融工具采用的会计上的计量属性是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_management_accounting_30,neuron,FinEval_Accounting,management_accounting,下列各项中，属于企业同控合并会计处理特点的是____。,会计学大类,高级财务会计,合并与特殊会计,合并报表与特殊事项,concept,same_domain,下列各项中，属于企业同控合并会计处理特点的是____。|下列各项中|属于企业同控合并会计处理|特点的是,,下列各项中，属于企业同控合并会计处理特点的是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_management_accounting_31,neuron,FinEval_Accounting,management_accounting,根据我国会计准则的相关规定，母公司与被投资单位之间的____是确定合并范围的主要指标。,会计学大类,高级财务会计,合并与特殊会计,合并报表与特殊事项,standard_or_principle,standard_peer,根据我国会计准则的相关规定，母公司与被投资单位之间的____是确定合并范围的主要指标。|根据我国会计准则的相关规|母公司与被投资单位之间的|是确定合并范围的主要指标,,根据我国会计准则的相关规定，母公司与被投资单位之间的____是确定合并范围的主要指标。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_management_accounting_32,neuron,FinEval_Accounting,management_accounting,下列清算财产作价的方法中，适用于清算企业的整体财产或某些特殊资产的是____。,会计学大类,会计学,未细分会计模块,待人工归类,concept,same_domain,下列清算财产作价的方法中，适用于清算企业的整体财产或某些特殊资产的是____。|下列清算财产作价的方法中|适用于清算企业的整体财产|或某些特殊资产的是,,下列清算财产作价的方法中，适用于清算企业的整体财产或某些特殊资产的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_management_accounting_33,neuron,FinEval_Accounting,management_accounting,企业破产清算时，下面哪一个选项不包括在编制的清算财务报表之中。,会计学大类,财务会计,会计基础与报表列报,基本假设与信息质量,concept,contrast,企业破产清算时，下面哪一个选项不包括在编制的清算财务报表之中。|企业破产清算时|下面哪一个选项不包括在编|制的清算财务报表之中,,企业破产清算时，下面哪一个选项不包括在编制的清算财务报表之中。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_auditing_0,neuron,FinEval_Accounting,auditing,下列有关有限保证与合理保证的说法中，不正确的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,contrast,下列有关有限保证与合理保证的说法中，不正确的是____。|下列有关有限保证与合理保|证的说法中|不正确的是,,下列有关有限保证与合理保证的说法中，不正确的是____。 答案:B. 解析:1. 重要性水平的判断依据是错报是否影响到信息使用者所做出的决策，而不是所提供的保证程度，审计业务和审阅业务重要性水平相同。
auto_neuron_FinEval_Accounting_neurons_auditing_1,neuron,FinEval_Accounting,auditing,为什么注册会计师函证期末应付账款的余额是不必要的：____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,calculation_or_measurement,measurement_rule,为什么注册会计师函证期末应付账款的余额是不必要的：____。|为什么注册会计师函证期末|应付账款的余额是不必要的,,为什么注册会计师函证期末应付账款的余额是不必要的：____。 答案:D. 解析:1. 函证与截止认定没有关系，所以汗蒸和截止测试是不重复的;函证主要用于证实存在认定，鉴于“资产防高估，负债防低估”，因此不进行应付账款函证主要是因为函证不能查出未入账的应付账款。
auto_neuron_FinEval_Accounting_neurons_auditing_2,neuron,FinEval_Accounting,auditing,通常在判断是否需要利用专家的工作时，一个注册会计师不需考虑的因素是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,procedure,question_peer,通常在判断是否需要利用专家的工作时，一个注册会计师不需考虑的因素是____。|通常在判断是否需要利用专|家的工作时|一个注册会计师不需考虑的|因素是,,通常在判断是否需要利用专家的工作时，一个注册会计师不需考虑的因素是____。 答案:C. 解析:1. 出具审计报告的时间要求，与是否利用专家没有关系。在确定是否利用专家的工作时，注册会计师可能考虑的因素：管理层在编制财务报表时是否利用了管理层的专家的工作。2. 事项的性质和重要性，包括复杂程度。3. 事项存在的重大错报风险。4. 应对识别出的风险的预期程序的性质，包括注册会计师对与这些事项相关的专家工作的了解和具有的经验，以及是否可以获得替代性的审计证据。
auto_neuron_FinEval_Accounting_neurons_auditing_3,neuron,FinEval_Accounting,auditing,下列关于注册会计师确定关健审计事项需要遵循的决策框架的说法中，不正确的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,contrast,下列关于注册会计师确定关健审计事项需要遵循的决策框架的说法中，不正确的是____。|下列关于注册会计师确定关|健审计事项需要遵循的决策|框架的说法中|不正确的是,,"下列关于注册会计师确定关健审计事项需要遵循的决策框架的说法中，不正确的是____。 答案:C. 解析:1. 以“与治理层沟通的事项”为起点选择关键审计事项。2. 从“与治理层沟通的事项”中选出“在执行审计工作时重点关注过的事项”。3. 从“在执行审计工作时重点关注过的事项”中选出“最为重要的事项”,从而构成关键审计事项。"
auto_neuron_FinEval_Accounting_neurons_auditing_4,neuron,FinEval_Accounting,auditing,按照中国注册会计师职业道德守则，职业道德基本原则包括诚信、独立性、客观和公正、专业胜任能力和应有的关注、保密、良好职业行为，下列关于职业道德基本原则的保密原则的,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,standard_or_principle,standard_peer|contrast,按照中国注册会计师职业道德守则，职业道德基本原则包括诚信、独立性、客观和公正、专业胜任能力和应有的关注、保密、良好职业行为，下列关于职业道德基本原则的保密原则的|按照中国注册会计师职业道|德守则|职业道德基本原则包括诚信|独立性|客观和公正|专业胜任能力和应有的关注|保密|良好职业行为|下列关于职业道德基本原则|的保密原则的,,按照中国注册会计师职业道德守则，职业道德基本原则包括诚信、独立性、客观和公正、专业胜任能力和应有的关注、保密、良好职业行为，下列关于职业道德基本原则的保密原则的说法中，不正确的是____。 答案:C. 解析:1. 会员在接受注册会计师协会或监管机构的执业质量检查时，可以披露涉密信息，答复其询问和调查。
auto_neuron_FinEval_Accounting_neurons_auditing_6,neuron,FinEval_Accounting,auditing,A会计师事务所在2018年10月1E开始承担了ABC有限责任公司2018年度财务报告的审计任务。经过完成审计工作，该事务所在2019年3月10日发布了审计报告。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,same_domain,A会计师事务所在2018年10月1E开始承担了ABC有限责任公司2018年度财务报告的审计任务。经过完成审计工作，该事务所在2019年3月10日发布了审计报告。|A会计师事务所在|E开始承担了ABC有限责|任公司|年度财务报告的审计任务|经过完成审计工作|该事务所在|日发布了审计报告,,A会计师事务所在2018年10月1E开始承担了ABC有限责任公司2018年度财务报告的审计任务。经过完成审计工作，该事务所在2019年3月10日发布了审计报告。请问，该审计业务的业务期间是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_auditing_7,neuron,FinEval_Accounting,auditing,注册会计师在尽职调查被审计单位时错误的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,contrast,注册会计师在尽职调查被审计单位时错误的是____。|注册会计师在尽职调查被审|计单位时错误的是,,注册会计师在尽职调查被审计单位时错误的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_auditing_8,neuron,FinEval_Accounting,auditing,甲公司是上市公司，同时是乙会计师事务所的常年审计客户，自2012年到2016年，王某都是该审计项目的项目合伙人，2017年乙会计师事务所继续审计甲公司，则以下有,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,same_domain,甲公司是上市公司，同时是乙会计师事务所的常年审计客户，自2012年到2016年，王某都是该审计项目的项目合伙人，2017年乙会计师事务所继续审计甲公司，则以下有|甲公司是上市公司|同时是乙会计师事务所的常|年审计客户|年到|王某都是该审计项目的项目|合伙人|年乙会计师事务所继续审计|甲公司|则以下有,,甲公司是上市公司，同时是乙会计师事务所的常年审计客户，自2012年到2016年，王某都是该审计项目的项目合伙人，2017年乙会计师事务所继续审计甲公司，则以下有关说法中恰当的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_auditing_9,neuron,FinEval_Accounting,auditing,在对某公司营业收入的发生认定进行审计时，在注册会计师获取的审计证据中，下列选项里可靠性最强的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,same_domain,在对某公司营业收入的发生认定进行审计时，在注册会计师获取的审计证据中，下列选项里可靠性最强的是____。|在对某公司营业收入的发生|认定进行审计时|在注册会计师获取的审计证|据中|下列选项里可靠性最强的是,,在对某公司营业收入的发生认定进行审计时，在注册会计师获取的审计证据中，下列选项里可靠性最强的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_auditing_10,neuron,FinEval_Accounting,auditing,注册会计师为了得出审计结论，形成审计意见而使用的所有信息，包括编制财务报表依据的会计信息和其他信息。以下关于审计证据的说法中，正确的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,same_domain,注册会计师为了得出审计结论，形成审计意见而使用的所有信息，包括编制财务报表依据的会计信息和其他信息。以下关于审计证据的说法中，正确的是____。|注册会计师为了得出审计结|形成审计意见而使用的所有|信息|包括编制财务报表依据的会|计信息和其他信息|以下关于审计证据的说法中|正确的是,,注册会计师为了得出审计结论，形成审计意见而使用的所有信息，包括编制财务报表依据的会计信息和其他信息。以下关于审计证据的说法中，正确的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_auditing_11,neuron,FinEval_Accounting,auditing,注册会计师对询证函处理方法，恰当的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,same_domain,注册会计师对询证函处理方法，恰当的是____。|注册会计师对询证函处理方|恰当的是,,注册会计师对询证函处理方法，恰当的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_auditing_12,neuron,FinEval_Accounting,auditing,以下关于注册会计师针对“回函可靠性”的叙述中，不正确的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,contrast,以下关于注册会计师针对“回函可靠性”的叙述中，不正确的是____。|以下关于注册会计师针对|回函可靠性|的叙述中|不正确的是,,以下关于注册会计师针对“回函可靠性”的叙述中，不正确的是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_auditing_13,neuron,FinEval_Accounting,auditing,在以下关于与审计相关的内部控制的表述中，正确的一项是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,same_domain,在以下关于与审计相关的内部控制的表述中，正确的一项是____。|在以下关于与审计相关的内|部控制的表述中|正确的一项是,,在以下关于与审计相关的内部控制的表述中，正确的一项是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_auditing_15,neuron,FinEval_Accounting,auditing,关于注册会计师实施进一步审计程序的时间，下列表述不正确的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,procedure,question_peer|contrast,关于注册会计师实施进一步审计程序的时间，下列表述不正确的是____。|关于注册会计师实施进一步|审计程序的时间|下列表述不正确的是,,关于注册会计师实施进一步审计程序的时间，下列表述不正确的是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_auditing_16,neuron,FinEval_Accounting,auditing,注册会计师为了得出审计结论，形成审计意见而使用的所有信息，包括编制财务报表依据的会计信息和其他信息。如果注册会计师已获取有关控制在期中运行有效的审计证据，下列有,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,contrast,注册会计师为了得出审计结论，形成审计意见而使用的所有信息，包括编制财务报表依据的会计信息和其他信息。如果注册会计师已获取有关控制在期中运行有效的审计证据，下列有|注册会计师为了得出审计结|形成审计意见而使用的所有|信息|包括编制财务报表依据的会|计信息和其他信息|如果注册会计师已获取有关|控制在期中运行有效的审计|证据|下列有,,注册会计师为了得出审计结论，形成审计意见而使用的所有信息，包括编制财务报表依据的会计信息和其他信息。如果注册会计师已获取有关控制在期中运行有效的审计证据，下列有关剩余期间补充证据的说法中，不正确的是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_auditing_18,neuron,FinEval_Accounting,auditing,信息系统一般控制是整个信息系统审计的基础和内核，对被审计单位的应用控制和数据保驾护航，对整个财务报表产生普遍性的影响。信息技术可以提高被审计单位内部控制的效率,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,prerequisite,信息系统一般控制是整个信息系统审计的基础和内核，对被审计单位的应用控制和数据保驾护航，对整个财务报表产生普遍性的影响。信息技术可以提高被审计单位内部控制的效率|信息系统一般控制是整个信|息系统审计的基础和内核|对被审计单位的应用控制和|数据保驾护航|对整个财务报表产生普遍性|的影响|信息技术可以提高被审计单|位内部控制的效率,,信息系统一般控制是整个信息系统审计的基础和内核，对被审计单位的应用控制和数据保驾护航，对整个财务报表产生普遍性的影响。信息技术可以提高被审计单位内部控制的效率和效果，主要体现在以下____方面。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_auditing_19,neuron,FinEval_Accounting,auditing,信息技术应用于审计时不正确的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,contrast,信息技术应用于审计时不正确的是____。|信息技术应用于审计时不正|确的是,,信息技术应用于审计时不正确的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_auditing_20,neuron,FinEval_Accounting,auditing,下列有关应用控制审计的表述，正确的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,same_domain,下列有关应用控制审计的表述，正确的是____。|下列有关应用控制审计的表|正确的是,,下列有关应用控制审计的表述，正确的是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_auditing_21,neuron,FinEval_Accounting,auditing,下列有关审计工作底稿的阐述中，错误的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,contrast,下列有关审计工作底稿的阐述中，错误的是____。|下列有关审计工作底稿的阐|述中|错误的是,,下列有关审计工作底稿的阐述中，错误的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_auditing_22,neuron,FinEval_Accounting,auditing,审计工作底稿有多种要求，就其底稿格式、要素和范围的表述，不正确的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,contrast,审计工作底稿有多种要求，就其底稿格式、要素和范围的表述，不正确的是____。|审计工作底稿有多种要求|就其底稿格式|要素和范围的表述|不正确的是,,审计工作底稿有多种要求，就其底稿格式、要素和范围的表述，不正确的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_auditing_24,neuron,FinEval_Accounting,auditing,以下关于审计工作底稿归档的说法中，正确的是____。,会计学大类,审计学,审计程序与职业规范,证据、保证与职业判断,concept,same_domain,以下关于审计工作底稿归档的说法中，正确的是____。|以下关于审计工作底稿归档|的说法中|正确的是,,以下关于审计工作底稿归档的说法中，正确的是____。 答案:D. 解析:正确选项D
