route_id,route_type,source_subject,source_domain,name,discipline,module,upper_concept,sub_concept,node_type,first_order_relation_type,language_triggers,exception_flag,content
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_22,neuron,FinEval,banking_practitioner_qualification_certificate,商业银行批发和零售存款大量流失，属于针对____的压力情景。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,same_domain,商业银行批发和零售存款大量流失，属于针对____的压力情景。|商业银行批发和零售存款大|量流失|属于针对|的压力情景,,商业银行批发和零售存款大量流失，属于针对____的压力情景。 A. 流动性风险 | B. 信用风险 | C. 市场风险 | D. 道德风险 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_23,neuron,FinEval,banking_practitioner_qualification_certificate,商业银行在开发和推出新产品（业务）时，通过综合考虑产品线的____和潜在风险因素，进行全面分析和识别，以找出潜在风险事项,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,same_domain,商业银行在开发和推出新产品（业务）时，通过综合考虑产品线的____和潜在风险因素，进行全面分析和识别，以找出潜在风险事项|商业银行在开发和推出新产|业务|通过综合考虑产品线的|和潜在风险因素|进行全面分析和识别|以找出潜在风险事项,,商业银行在开发和推出新产品（业务）时，通过综合考虑产品线的____和潜在风险因素，进行全面分析和识别，以找出潜在风险事项并确定风险原因的过程，被称为新产品（业务）风险辨识。 A. 风险事件 | B. 风险特点 | C. 业务特点 | D. 风险类型 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_24,neuron,FinEval,banking_practitioner_qualification_certificate,下列不属于合格投资者的条件____。,金融学大类,金融学,未细分金融模块,待人工归类,regulation,regulation_peer|contrast|prerequisite,下列不属于合格投资者的条件____。|下列不属于合格投资者的条,,下列不属于合格投资者的条件____。 A. 具有2年以上投资经历，且满足：家庭金融资产不低于400万元 | B. 具有2年以上投资经历，且满足：家庭金融净资产不低于300万元 | C. 具有2年以上投资经历，且满足近3年本人年均收入不低于50万元 | D. 最近1年末净资产不低于1000万元的法人单位 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_25,neuron,FinEval,banking_practitioner_qualification_certificate,气候风险多种多样，下列有关气候风险的表述错误的是____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,definition,contrast,气候风险多种多样，下列有关气候风险的表述错误的是____。|气候风险多种多样|下列有关气候风险的表述错|误的是,,气候风险多种多样，下列有关气候风险的表述错误的是____。 A. 气候风险是指极端天气、自然灾害、全球变暖等及社会向可持续发展转型对经济金融活动带来的潜在不确定性 | B. 根据气候变化影响金融体系的渠道，可将气候风险大致划分为物理风险、转型风险、生物风险 | C. 物理风险是指由极端天气、自然灾害及相关事件导致财产损失的风险 | D. 转型风险是指社会向可持续发展转型的过程中，气候政策转向、技术革新和市场情绪变化等因素导致银行发生损失的风险 答案:B
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_26,neuron,FinEval,banking_practitioner_qualification_certificate,某商业银行全部关联方授信总额为110亿元，资本净额为220亿元，则其关联授信比例为____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor,某商业银行全部关联方授信总额为110亿元，资本净额为220亿元，则其关联授信比例为____。|某商业银行全部关联方授信|总额为|亿元|资本净额为|则其关联授信比例为,,某商业银行全部关联方授信总额为110亿元，资本净额为220亿元，则其关联授信比例为____。 A. 40$\%$ | B. 50$\%$ | C. 151$\%$ | D. 200$\%$ 答案:B
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_27,neuron,FinEval,banking_practitioner_qualification_certificate,以下关于信用评分模型的叙述，正确的一项是____。,金融学大类,金融学,未细分金融模块,待人工归类,concept,same_domain,以下关于信用评分模型的叙述，正确的一项是____。|以下关于信用评分模型的叙|正确的一项是,,以下关于信用评分模型的叙述，正确的一项是____。 A. 信用评分模型是在模拟当前市场数据的基础上建立的 | B. 信用评分模型可以为客户的信用风险水平提供评分 | C. 信用评分模型可以为客户违约的概率提供准确的数值 | D. 信用评分模型可以及时反映企业信用状况的变化 答案:B
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_28,neuron,FinEval,banking_practitioner_qualification_certificate,商业银行资本净额的____$\%$为商业银行对所有关联方的授信余额的限制。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,same_domain,商业银行资本净额的____$\%$为商业银行对所有关联方的授信余额的限制。|商业银行资本净额的|为商业银行对所有关联方的|授信余额的限制,,商业银行资本净额的____$\%$为商业银行对所有关联方的授信余额的限制。 A. 10 | B. 15 | C. 50 | D. 75 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_29,neuron,FinEval,banking_practitioner_qualification_certificate,商业银行对市场风险管理的三个层次不包括____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,contrast,商业银行对市场风险管理的三个层次不包括____。|商业银行对市场风险管理的|三个层次不包括,,商业银行对市场风险管理的三个层次不包括____。 A. 董事会 | B. 高级管理层 | C. 监事会 | D. 股东会 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_30,neuron,FinEval,banking_practitioner_qualification_certificate,下列就商业银行市场风险限额管理的说法，错误的是____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,regulation,regulation_peer|contrast|question_peer,下列就商业银行市场风险限额管理的说法，错误的是____。|下列就商业银行市场风险限|额管理的说法|错误的是,,下列就商业银行市场风险限额管理的说法，错误的是____。 A. 商业银行应当根据业务的性质、规模、复杂程度和风险承受能力设定限额 | B. 制定并实施合理的超限额监控和处理程序是限额管理的一部分 | C. 市场风险限额管理应完全独立于流动性风险等其他风险类别的限额管理 | D. 商业银行应当根据不同的限额对控制风险的不同作用及其局限性，建立不同类型和不同层次的限额相互补充的合理限额体系 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_31,neuron,FinEval,banking_practitioner_qualification_certificate,在市场风险管理过程中，由于市场价格因素如利率、汇率等频繁波动，一般____不具有重要意义,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,formula_or_calculation,formula_neighbor,在市场风险管理过程中，由于市场价格因素如利率、汇率等频繁波动，一般____不具有重要意义|在市场风险管理过程中|由于市场价格因素如利率|汇率等频繁波动|一般|不具有重要意义,,在市场风险管理过程中，由于市场价格因素如利率、汇率等频繁波动，一般____不具有重要意义 A. 名义价值 | B. 市场价值 | C. 公允价值 | D. 市值重估价值 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_32,neuron,FinEval,banking_practitioner_qualification_certificate,银行账簿利率往往有风险管理措施，其中不包括____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor|contrast,银行账簿利率往往有风险管理措施，其中不包括____。|银行账簿利率往往有风险管|理措施|其中不包括,,银行账簿利率往往有风险管理措施，其中不包括____。 A. 完善银行账簿利率风险治理结构 | B. 加强资产负债匹配管理 | C. 完善商业银行的定价机制 | D. 实施业务单一化的发展战略 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_33,neuron,FinEval,banking_practitioner_qualification_certificate,下列对风险的定义中不正确的是____。,金融学大类,金融学,未细分金融模块,待人工归类,formula_or_calculation,formula_neighbor|contrast,下列对风险的定义中不正确的是____。|下列对风险的定义中不正确|的是,,下列对风险的定义中不正确的是____。 A. 风险是未来结果的不确定性 | B. 风险是未来结果(如投资的收益率)对期望的偏离，即波动性 | C. 风险是损失的可能性 | D. 风险代表了未来损失的大小 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_34,neuron,FinEval,banking_practitioner_qualification_certificate,个人投资者甲拥有三种人民币资产组合，它们的初始价值分别为6万元、7万元和8万元。经过一年的投资，这三种资产的年百分比收益,金融学大类,金融学,未细分金融模块,待人工归类,formula_or_calculation,formula_neighbor,个人投资者甲拥有三种人民币资产组合，它们的初始价值分别为6万元、7万元和8万元。经过一年的投资，这三种资产的年百分比收益|个人投资者甲拥有三种人民|币资产组合|它们的初始价值分别为|万元|万元和|经过一年的投资|这三种资产的年百分比收益,,个人投资者甲拥有三种人民币资产组合，它们的初始价值分别为6万元、7万元和8万元。经过一年的投资，这三种资产的年百分比收益率分别为50$\%$、20$\%$和25$\%$。那么个人甲的投资组合年百分比收益率是多少？ A. 29.08$\%$ | B. 30.08$\%$ | C. 30.48$\%$ | D. 32.08$\%$ 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_35,neuron,FinEval,banking_practitioner_qualification_certificate,假设目前外汇市场上英镑兑美元的汇率为1英镑=2.0000美元，汇率波动的未来3个月标准差是250基点，目前汇率波动基本符,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,regulation,regulation_peer,假设目前外汇市场上英镑兑美元的汇率为1英镑=2.0000美元，汇率波动的未来3个月标准差是250基点，目前汇率波动基本符|假设目前外汇市场上英镑兑|美元的汇率为|英镑|美元|汇率波动的未来|个月标准差是|基点|目前汇率波动基本符,,"假设目前外汇市场上英镑兑美元的汇率为1英镑=2.0000美元，汇率波动的未来3个月标准差是250基点，目前汇率波动基本符合正态分布，则未来3个月英镑兑美元的汇率有95$\%$的可能处于____区间。 A. (1.9750,2.0250) | B. (1.9000,2.1000) | C. (1.9500,2.0500) | D. (1.9250,2.0750) 答案:C"
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_37,neuron,FinEval,banking_practitioner_qualification_certificate,个人客户信用风险的来源多种多样，其不包括____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor|contrast,个人客户信用风险的来源多种多样，其不包括____。|个人客户信用风险的来源多|种多样|其不包括,,个人客户信用风险的来源多种多样，其不包括____。 A. 商业银行与个人客户之间广泛存在着信息不对称 | B. 市场价格波动 | C. 银行工作人员违规 | D. 宏观经济周期性变化 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_39,neuron,FinEval,banking_practitioner_qualification_certificate,信用卡透支利率管控政策规定，透支利率的上限为____。,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,formula_or_calculation,formula_neighbor,信用卡透支利率管控政策规定，透支利率的上限为____。|信用卡透支利率管控政策规|透支利率的上限为,,信用卡透支利率管控政策规定，透支利率的上限为____。 A. 日利率万分之五 | B. 日利率千分之一 | C. 月利率万分之五 | D. 月利率千分之一 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_40,neuron,FinEval,banking_practitioner_qualification_certificate,在下列哪个阶段国有商业银行和股份行在大中城市独立发展银行卡业务，全国金卡工程开始启动____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,regulation,regulation_peer,在下列哪个阶段国有商业银行和股份行在大中城市独立发展银行卡业务，全国金卡工程开始启动____。|在下列哪个阶段国有商业银|行和股份行在大中城市独立|发展银行卡业务|全国金卡工程开始启动,,在下列哪个阶段国有商业银行和股份行在大中城市独立发展银行卡业务，全国金卡工程开始启动____。 A. 萌芽和起步阶段 | B. 初步发展阶段 | C. 走向国际标准初级阶段 | D. 快速发展阶段 答案:B
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_42,neuron,FinEval,banking_practitioner_qualification_certificate,关于个人信用报告中的信息表述，错误的是____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,regulation,regulation_peer|contrast,关于个人信用报告中的信息表述，错误的是____。|关于个人信用报告中的信息|表述|错误的是,,关于个人信用报告中的信息表述，错误的是____。 A. 异议标注是征信中心异议处理人员针对信用报告中异议信息所做的标注或因技术原因无法及时对异议事项进行更正时所做的特别说明 | B. 个人基本信息表示客户本人的一些基本信息，包括身份信息、居住信息、职业信息等内容，不包括婚姻信息 | C. 公共信息是个人征信系统从其他部门采集的、可以反映客户各方面情况的信息 | D. 银行信贷交易信息包括客户在各商业银行办理的贷款、信用卡等交易的汇总和明细信息等 答案:B
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_44,neuron,FinEval,banking_practitioner_qualification_certificate,目前个人住房贷款特点不包括____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor|contrast|prerequisite,目前个人住房贷款特点不包括____。|目前个人住房贷款特点不包,,目前个人住房贷款特点不包括____。 A. 风险具有非系统性特点 | B. 大多以抵押为前提建立借贷关系 | C. 贷款期限长 | D. 贷款金额较大 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_45,neuron,FinEval,banking_practitioner_qualification_certificate,以下不能作为个人住房贷款质押担保的质物的是____。,金融学大类,投资学,债券定价与久期,利率敏感性与收益率,concept,same_domain,以下不能作为个人住房贷款质押担保的质物的是____。|以下不能作为个人住房贷款|质押担保的质物的是,,以下不能作为个人住房贷款质押担保的质物的是____。 A. 国家重点建设债券 | B. 乘车的发票 | C. 个人定期储蓄存款存单 | D. 财政部发行的凭证式国债 答案:B
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_46,neuron,FinEval,banking_practitioner_qualification_certificate,在个人住房贷款的贷后管理中，合同主体变更事项表述错误的是____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor|contrast,在个人住房贷款的贷后管理中，合同主体变更事项表述错误的是____。|在个人住房贷款的贷后管理|合同主体变更事项表述错误|的是,,在个人住房贷款的贷后管理中，合同主体变更事项表述错误的是____。 A. 经审批同意变更借款合同主体后，贷款银行与变更后的借款人、担保人重新签订有关合同文本 | B. 新合同借款利率按市场利率执行 | C. 新合同借款利率按旧合同利率约定执行 | D. 新合同借款利率按新合同利率约定执行 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_47,neuron,FinEval,banking_practitioner_qualification_certificate,下列情形不可以申请公积金个人住房贷款的____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,same_domain,下列情形不可以申请公积金个人住房贷款的____。|下列情形不可以申请公积金|个人住房贷款的,,下列情形不可以申请公积金个人住房贷款的____。 A. 缴存住房公积金 | B. 全国范围内有2笔及以上公积金贷款记录 | C. 购买自有住房 | D. 翻建自有住房 答案:B
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_48,neuron,FinEval,banking_practitioner_qualification_certificate,以下哪一项不是属于个人汽车贷款贷前调查的内容？,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,same_domain,以下哪一项不是属于个人汽车贷款贷前调查的内容？|以下哪一项不是属于个人汽|车贷款贷前调查的内容,,以下哪一项不是属于个人汽车贷款贷前调查的内容？ A. 借款申请人对所购汽车的了解程度 | B. 核实借款人收入情况 | C. 抵押物的存续状况 | D. 登录车管所查询所购车辆抵押情况 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_49,neuron,FinEval,banking_practitioner_qualification_certificate,在借款人为受教育人的个人教育贷款中，由于借款人可能被学校开除或因学习成绩不好拿不到毕业证和学位证。这属于个人教育贷款信用,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,same_domain,在借款人为受教育人的个人教育贷款中，由于借款人可能被学校开除或因学习成绩不好拿不到毕业证和学位证。这属于个人教育贷款信用|在借款人为受教育人的个人|教育贷款中|由于借款人可能被学校开除|或因学习成绩不好拿不到毕|业证和学位证|这属于个人教育贷款信用,,在借款人为受教育人的个人教育贷款中，由于借款人可能被学校开除或因学习成绩不好拿不到毕业证和学位证。这属于个人教育贷款信用风险中的____。 A. 欺诈风险 | B. 道德风险 | C. 操作风险 | D. 还款能力风险 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_50,neuron,FinEval,banking_practitioner_qualification_certificate,对于按期还款、信用良好的借款人，农村金融机构采取的奖励方式不包括____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor|contrast,对于按期还款、信用良好的借款人，农村金融机构采取的奖励方式不包括____。|对于按期还款|信用良好的借款人|农村金融机构采取的奖励方|式不包括,,对于按期还款、信用良好的借款人，农村金融机构采取的奖励方式不包括____。 A. 利率优惠 | B. 利息减免 | C. 提高授信 | D. 返还本金 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_51,neuron,FinEval,banking_practitioner_qualification_certificate,商用房贷款是指银行向个人发放的用于定向购买或租赁商用房所需资金的贷款，如中国银行的个人商用房贷款，交通银行的个人商铺贷款,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,regulation,regulation_peer|contrast|prerequisite,商用房贷款是指银行向个人发放的用于定向购买或租赁商用房所需资金的贷款，如中国银行的个人商用房贷款，交通银行的个人商铺贷款|商用房贷款是指银行向个人|发放的用于定向购买或租赁|商用房所需资金的贷款|如中国银行的个人商用房贷|交通银行的个人商铺贷款,,商用房贷款是指银行向个人发放的用于定向购买或租赁商用房所需资金的贷款，如中国银行的个人商用房贷款，交通银行的个人商铺贷款。对个人商用房贷款，贷款审批人应分析的内容不包括____。 A. 贷款资料是否完整、齐全 | B. 借款人是否符合条件、资信是否良好、还款来源是否足额可信 | C. 借款人户籍所在地是否在贷款银行所在地区 | D. 贷款担保是否符合规定，权属是否清晰 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_52,neuron,FinEval,banking_practitioner_qualification_certificate,以下哪个表述关于个人商用房贷款贷前调查是错误的？,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor|contrast,以下哪个表述关于个人商用房贷款贷前调查是错误的？|以下哪个表述关于个人商用|房贷款贷前调查是错误的,,以下哪个表述关于个人商用房贷款贷前调查是错误的？ A. 贷款经办行调查完毕后，应及时将贷款资料移交审查审批部门 | B. 个人经营贷款调查由贷款经办行负责，贷款实行双人调查和见客谈话制度 | C. 应调查借款人是否已支付首期房款，首付款比例是否符合要求 | D. 在计算借款人收入时，不可将所购置商用房未来可能产生的租金收入作为借款人收入 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_53,neuron,FinEval,banking_practitioner_qualification_certificate,关于等额本息还款法和等额本金还款法，下列表述错误的是____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,regulation,regulation_peer|contrast,关于等额本息还款法和等额本金还款法，下列表述错误的是____。|关于等额本息还款法和等额|本金还款法|下列表述错误的是,,关于等额本息还款法和等额本金还款法，下列表述错误的是____。 A. 采用等额本金还款法比等额本息还款法合算 | B. 等额本息还款法是每月以相等的额度偿还贷款本息 | C. 等额本金还款法是指在贷款期内每月等额偿还贷款本金，贷款利息逐月递减 | D. 从银行的角度来讲，等额本息还款法的还本速度比较慢，风险比等额本金还款法大 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_55,neuron,FinEval,banking_practitioner_qualification_certificate,宣传销售文本分为两类，分别为宣传材料和销售文件。下列有关商业银行理财产品宣传销售文本表述，不正确的是____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,regulation,regulation_peer|contrast,宣传销售文本分为两类，分别为宣传材料和销售文件。下列有关商业银行理财产品宣传销售文本表述，不正确的是____。|宣传销售文本分为两类|分别为宣传材料和销售文件|下列有关商业银行理财产品|宣传销售文本表述|不正确的是,,宣传销售文本分为两类，分别为宣传材料和销售文件。下列有关商业银行理财产品宣传销售文本表述，不正确的是____。 A. 销售文本应当全面、如实、客观地反映理财产品的重要特性 | B. 只能登载该理财产品或者本行同类理财产品的过往平均业绩和最好、最差业绩 | C. 在宣传销售文本中可以以数据表示产品过往业绩和未来表现之间的联系 | D. 所使用的语言表述必须真实、准确和清晰 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_56,neuron,FinEval,banking_practitioner_qualification_certificate,独资企业是指一人投资经营的企业，独资企业投资者对企业债务负无限责任。下列关于个人独资企业的表述正确的是____。,金融学大类,金融学,未细分金融模块,待人工归类,regulation,regulation_peer,独资企业是指一人投资经营的企业，独资企业投资者对企业债务负无限责任。下列关于个人独资企业的表述正确的是____。|独资企业是指一人投资经营|的企业|独资企业投资者对企业债务|负无限责任|下列关于个人独资企业的表|述正确的是,,独资企业是指一人投资经营的企业，独资企业投资者对企业债务负无限责任。下列关于个人独资企业的表述正确的是____。 A. 个人独资企业设立时，不需要有投资人申报的出资 | B. 个人独资企业的投资人一般是自然人，但也可以是法人 | C. 个人独资企业的投资人对企业的债务承担无限责任 | D. 个人独资企业需不需要固定的经营场所都可以 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_57,neuron,FinEval,banking_practitioner_qualification_certificate,理财新规中私募理财产品合格投资者的标准错误的是____。,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,regulation,regulation_peer|contrast,理财新规中私募理财产品合格投资者的标准错误的是____。|理财新规中私募理财产品合|格投资者的标准错误的是,,理财新规中私募理财产品合格投资者的标准错误的是____。 A. 最近1年末净资产不低于2000万元人民币的法人或者依法成立的其他组织 | B. 具有2年以上投资经历，且满足家庭金融净资产不低于300万元人民币 | C. 具备相应风险识别能力和风险承受能力 | D. 具有2年以上投资经历，且近3年本人年均收入不低于50万元人民币 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_58,neuron,FinEval,banking_practitioner_qualification_certificate,假设某人在第一年年初向银行借款30000元，计划在接下来每年年末还款6000元，直到连续10年还清。请问该项贷款的年利率,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,formula_or_calculation,formula_neighbor,假设某人在第一年年初向银行借款30000元，计划在接下来每年年末还款6000元，直到连续10年还清。请问该项贷款的年利率|假设某人在第一年年初向银|行借款|计划在接下来每年年末还款|直到连续|年还清|请问该项贷款的年利率,,假设某人在第一年年初向银行借款30000元，计划在接下来每年年末还款6000元，直到连续10年还清。请问该项贷款的年利率是多少？ A. 20$\%$ | B. 14$\%$ | C. 16.13$\%$ | D. 15.13$\%$ 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_59,neuron,FinEval,banking_practitioner_qualification_certificate,NPV又叫净现值，可以作为投资决策的指标之一，以下关于净现值的描述，不正确的是____。,金融学大类,公司金融,资本预算与资本结构,现金流与资本成本,formula_or_calculation,formula_neighbor|contrast,NPV又叫净现值，可以作为投资决策的指标之一，以下关于净现值的描述，不正确的是____。|NPV又叫净现值|可以作为投资决策的指标之|以下关于净现值的描述|不正确的是,,NPV又叫净现值，可以作为投资决策的指标之一，以下关于净现值的描述，不正确的是____。 A. 净现值越大的项目，其内部报酬率一定越高 | B. 选定融资成本率为贴现率，净现值大于零的项目是有利可图的 | C. 贴现率越高，净现值越小 | D. 某项目的净现值是指该项目产生的所有现金流的现值之和 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_60,neuron,FinEval,banking_practitioner_qualification_certificate,以月度还款方式购买一辆汽车，有3年还款期限，每月所需偿还款项为4000元。若年利率为7$\%$，你能负担一辆价值为___,金融学大类,银行与货币金融,货币金融与中央银行,货币政策与汇率利率,formula_or_calculation,formula_neighbor,以月度还款方式购买一辆汽车，有3年还款期限，每月所需偿还款项为4000元。若年利率为7$\%$，你能负担一辆价值为___|以月度还款方式购买一辆汽|年还款期限|每月所需偿还款项为|若年利率为|你能负担一辆价值为,,以月度还款方式购买一辆汽车，有3年还款期限，每月所需偿还款项为4000元。若年利率为7$\%$，你能负担一辆价值为_____元的汽车。 A. 144000 | B. 200000 | C. 129546 | D. 130000 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_62,neuron,FinEval,banking_practitioner_qualification_certificate,理财规划师收集客户信息时，做法不正确的是____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,regulation,regulation_peer|contrast,理财规划师收集客户信息时，做法不正确的是____。|理财规划师收集客户信息时|做法不正确的是,,理财规划师收集客户信息时，做法不正确的是____。 A. 专业理财师要做的是把重心放在引导客户、了解其财务问题和涉及的其他家庭财务信息上，但要注意不能问及客户隐私 | B. 引导客户，告诉客户为什么我们要了解这些信息，我们能通过这些信息，可以向他反馈哪些能够帮助他做好家庭财务决定的资讯 | C. 在具体提问的时候，既要围绕关键问题进行信息搜集也要对客户的各方面信息作全面了解，包括隐私 | D. 以上做法都不正确 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_63,neuron,FinEval,banking_practitioner_qualification_certificate,关于关注自身礼仪和工作状态的说法，下列错误的是____。,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,regulation,regulation_peer|contrast,关于关注自身礼仪和工作状态的说法，下列错误的是____。|关于关注自身礼仪和工作状|态的说法|下列错误的是,,关于关注自身礼仪和工作状态的说法，下列错误的是____。 A. 商务礼仪是在商务活动中体现相互尊重的行为准则 | B. 专业理财师的工作状态在客户接触的过程中起到非常重要的作用 | C. 理财师应更多地关心客户的需求 | D. 以上都对 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_64,neuron,FinEval,banking_practitioner_qualification_certificate,金融市场创造了众多金融产品以及交易方式，使得不同偏好的资金借出方与资金需求方进行投融资更加便捷，这是金融市场的____。,金融学大类,金融市场,市场结构与产品,市场工具与交易机制,concept,same_domain,金融市场创造了众多金融产品以及交易方式，使得不同偏好的资金借出方与资金需求方进行投融资更加便捷，这是金融市场的____。|金融市场创造了众多金融产|品以及交易方式|使得不同偏好的资金借出方|与资金需求方进行投融资更|加便捷|这是金融市场的,,金融市场创造了众多金融产品以及交易方式，使得不同偏好的资金借出方与资金需求方进行投融资更加便捷，这是金融市场的____。 A. 财富管理功能 | B. 避险功能 | C. 资金融通集聚功能 | D. 交易功能 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_65,neuron,FinEval,banking_practitioner_qualification_certificate,下列关于金融市场的分类不正确的是____。,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,regulation,regulation_peer|contrast,下列关于金融市场的分类不正确的是____。|下列关于金融市场的分类不|正确的是,,下列关于金融市场的分类不正确的是____。 A. 按照金融交易的场地和空间划分为期货市场和现货市场 | B. 按照金融工具发行和流通特征划分为发行市场、流通市场 | C. 按照交易期限不同，金融市场可划分为货币市场和资本市场 | D. 按照融资方式划分，金融市场可分为直接融资市场和间接融资市场 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_66,neuron,FinEval,banking_practitioner_qualification_certificate,银行理财产品是商业银行在对潜在目标客户群分析研究的基础上，针对特定目标客户群开发设计并销售的资金投资和管理计划。银行理财,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,contrast,银行理财产品是商业银行在对潜在目标客户群分析研究的基础上，针对特定目标客户群开发设计并销售的资金投资和管理计划。银行理财|银行理财产品是商业银行在|对潜在目标客户群分析研究|的基础上|针对特定目标客户群开发设|计并销售的资金投资和管理|计划|银行理财,,银行理财产品是商业银行在对潜在目标客户群分析研究的基础上，针对特定目标客户群开发设计并销售的资金投资和管理计划。银行理财产品要素包含的信息不包括____。 A. 产品开发主体信息 | B. 产品开发客体信息 | C. 产品目标客户信息 | D. 产品特征信息 答案:B
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_67,neuron,FinEval,banking_practitioner_qualification_certificate,下列哪一个选项不属于现金管理类理财产品主要投资的金融工具____。,金融学大类,金融工程,衍生品与风险管理,无套利定价与套保,concept,contrast,下列哪一个选项不属于现金管理类理财产品主要投资的金融工具____。|下列哪一个选项不属于现金|管理类理财产品主要投资的|金融工具,,下列哪一个选项不属于现金管理类理财产品主要投资的金融工具____。 A. 期权 | B. 国债 | C. 金融债 | D. 中央银行票据 答案:A
