id,type,subject,domain,name,aliases,keywords,priority,content
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_8,neuron,FinEval_Accounting,intermediate_financial_accounting,导致所有者权益总额变动的是____。,导致所有者权益总额变动的是____。,,1.0,导致所有者权益总额变动的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_9,neuron,FinEval_Accounting,intermediate_financial_accounting,引起留存收益总额发生增减变动的原因有很多，下列会计事项中哪一项可能会引起留存收益总额发生增减变动的是____。,引起留存收益总额发生增减变动的原因有很多，下列会计事项中哪一项可能会引起留存收益总额发生增减变动的是____。,,1.0,引起留存收益总额发生增减变动的原因有很多，下列会计事项中哪一项可能会引起留存收益总额发生增减变动的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_10,neuron,FinEval_Accounting,intermediate_financial_accounting,甲公司2012年年初的所有者权益总额为2000万元，2012年亏损200万元，2013年亏损300万元，2014年到2016年的税前利润每年均为0，2017年公,甲公司2012年年初的所有者权益总额为2000万元，2012年亏损200万元，2013年亏损300万元，2014年到2016年的税前利润每年均为0，2017年公,,1.0,甲公司2012年年初的所有者权益总额为2000万元，2012年亏损200万元，2013年亏损300万元，2014年到2016年的税前利润每年均为0，2017年公司实现税前利润800万元。按净利润的10$\%$提取法定盈余公积。公司董事会提出2017年度分配利润50万元，但尚未提交股东大会审议。假设公司2012年至2017年不存在除弥补亏损的其他纳税调整和其他导致所有者权益变动的事项，适用企业所得税 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_11,neuron,FinEval_Accounting,intermediate_financial_accounting,关于投资性房地产初始计量的表述不正确的是____。,关于投资性房地产初始计量的表述不正确的是____。,,1.0,关于投资性房地产初始计量的表述不正确的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_12,neuron,FinEval_Accounting,intermediate_financial_accounting,甲公司于2017年12月20日将一栋建筑物出租给外部，并选择使用成本模式进行计量。在出租时，该建筑物的成本为1000万元，已经计提了500万元的折旧，但尚未计提,甲公司于2017年12月20日将一栋建筑物出租给外部，并选择使用成本模式进行计量。在出租时，该建筑物的成本为1000万元，已经计提了500万元的折旧，但尚未计提,,1.0,甲公司于2017年12月20日将一栋建筑物出租给外部，并选择使用成本模式进行计量。在出租时，该建筑物的成本为1000万元，已经计提了500万元的折旧，但尚未计提减值准备。该建筑物预计的可使用年限为10年，使用年限平均法被用来计提折旧，且没有剩余价值。截至2018年12月31日，该建筑物未来现金流量的现值为360万元，其公允价值在扣除处置费用后净额为310万元。而截至2019年12月31日，该建筑物 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_13,neuron,FinEval_Accounting,intermediate_financial_accounting,下列关于投资性房地产后续计量模式的转换说法，正确的是____。,下列关于投资性房地产后续计量模式的转换说法，正确的是____。,,1.0,下列关于投资性房地产后续计量模式的转换说法，正确的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_14,neuron,FinEval_Accounting,intermediate_financial_accounting,企业处置一项以公允价值模式计量的投资性房地产，实际收到的金额为100万元，处置时该投资性房地产的账面余额为90万元，其中成本为80万元，公允价值变动为10万元。,企业处置一项以公允价值模式计量的投资性房地产，实际收到的金额为100万元，处置时该投资性房地产的账面余额为90万元，其中成本为80万元，公允价值变动为10万元。,,1.0,企业处置一项以公允价值模式计量的投资性房地产，实际收到的金额为100万元，处置时该投资性房地产的账面余额为90万元，其中成本为80万元，公允价值变动为10万元。该项投资性房地产是由自用房地产转换的，转换日公允价值大于账面价值的差额为10万元。假设不考虑相关税费，处置该项投资性房地产使利润总额增加____万元。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_15,neuron,FinEval_Accounting,intermediate_financial_accounting,关于无形资产初始计量的表述中，下列说法不正确的是____。,关于无形资产初始计量的表述中，下列说法不正确的是____。,,1.0,关于无形资产初始计量的表述中，下列说法不正确的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_16,neuron,FinEval_Accounting,intermediate_financial_accounting,要确定无形资产在使用过程中的累计摊销额，基础是估计其使用寿命，而使用寿命有限的无形资产才需要在估计使用寿命内采用系统合理的方法进行摊销，对于使用寿命不确定的无形,要确定无形资产在使用过程中的累计摊销额，基础是估计其使用寿命，而使用寿命有限的无形资产才需要在估计使用寿命内采用系统合理的方法进行摊销，对于使用寿命不确定的无形,,1.0,要确定无形资产在使用过程中的累计摊销额，基础是估计其使用寿命，而使用寿命有限的无形资产才需要在估计使用寿命内采用系统合理的方法进行摊销，对于使用寿命不确定的无形资产则不需要摊销。关于无形资产的后续计量，下列说法中正确的是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_17,neuron,FinEval_Accounting,intermediate_financial_accounting,甲公司2019年1月10日开始自行研究开发无形资产，12月31日达到预定用途。其中，研究阶段发生职工薪酬30万元、计提专用设备折旧40万元；进入开发阶段后，相关,甲公司2019年1月10日开始自行研究开发无形资产，12月31日达到预定用途。其中，研究阶段发生职工薪酬30万元、计提专用设备折旧40万元；进入开发阶段后，相关,,1.0,甲公司2019年1月10日开始自行研究开发无形资产，12月31日达到预定用途。其中，研究阶段发生职工薪酬30万元、计提专用设备折旧40万元；进入开发阶段后，相关支出符合资本化条件前发生的职工薪酬50万元、计提专用设备折旧30万元，符合资本化条件后发生职工薪酬120万元、计提专用设备折旧200万元。假定不考虑其他因素，甲公司2019年对上述研发支出进行的下列会计处理中，正确的是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_18,neuron,FinEval_Accounting,intermediate_financial_accounting,以下选项中，属于无形资产的是____。,以下选项中，属于无形资产的是____。,,1.0,以下选项中，属于无形资产的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_19,neuron,FinEval_Accounting,intermediate_financial_accounting,A公司购买B公司股权的金额为2800万元，由银行存款支付。购买该股权后，A公司将对B公司实施控制并将股权投资转为成本法核算。截至2020年1月1日，该长期股权投,A公司购买B公司股权的金额为2800万元，由银行存款支付。购买该股权后，A公司将对B公司实施控制并将股权投资转为成本法核算。截至2020年1月1日，该长期股权投,,1.0,A公司购买B公司股权的金额为2800万元，由银行存款支付。购买该股权后，A公司将对B公司实施控制并将股权投资转为成本法核算。截至2020年1月1日，该长期股权投资账面价值为1500万元（明细科目为成本1000万元，损益调整400万元，其他权益变动100万元），并确认商誉价值为20万元。根据市场评估，该部分股权的可辨认净资产公允价值总额为13500万元。请计算A公司2020年初新增投资业务对其留存收 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_20,neuron,FinEval_Accounting,intermediate_financial_accounting,甲公司以一项固定资产（不动产）作为交换条件，以获得对乙公司40$\%$表决权资本的控制权，从而对乙公司造成重大影响。该项固定资产原价为5600万元，已减少折旧1,甲公司以一项固定资产（不动产）作为交换条件，以获得对乙公司40$\%$表决权资本的控制权，从而对乙公司造成重大影响。该项固定资产原价为5600万元，已减少折旧1,,1.0,甲公司以一项固定资产（不动产）作为交换条件，以获得对乙公司40$\%$表决权资本的控制权，从而对乙公司造成重大影响。该项固定资产原价为5600万元，已减少折旧1000万元，暂未计提减值准备。当天，该固定资产的公允价值为4000万元。在获得这项投资的时候，乙公司的所有者权益账面价值为11000万元，可辨认净资产的公允价值为12000万元。买卖双方在会计政策和会计期间上是一致的。在购买这项股权投资的过 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_21,neuron,FinEval_Accounting,intermediate_financial_accounting,甲公司2019年1月1日以4000万元的价格购入乙公司40$\%$的股份，另支付相关费用20万元。购入时乙公司可辨认净资产的公允价值为12000万元（假定乙公司,甲公司2019年1月1日以4000万元的价格购入乙公司40$\%$的股份，另支付相关费用20万元。购入时乙公司可辨认净资产的公允价值为12000万元（假定乙公司,,1.0,甲公司2019年1月1日以4000万元的价格购入乙公司40$\%$的股份，另支付相关费用20万元。购入时乙公司可辨认净资产的公允价值为12000万元（假定乙公司各项可辨认资产、负债的公允价值与账面价值相等）。乙公司2019年实现净利润500万元。甲公司取得该项投资后对乙公司具有重大影响。假定不考虑其他因素，该投资对甲公司2019年度利润总额的影响为____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_22,neuron,FinEval_Accounting,intermediate_financial_accounting,某投资方于2019年1月1日取得对联营企业50$\%$的股权，能够对被投资单位施加重大影响。取得投资时被投资单位的某项固定资产公允价值为600万元，账面价值为3,某投资方于2019年1月1日取得对联营企业50$\%$的股权，能够对被投资单位施加重大影响。取得投资时被投资单位的某项固定资产公允价值为600万元，账面价值为3,,1.0,某投资方于2019年1月1日取得对联营企业50$\%$的股权，能够对被投资单位施加重大影响。取得投资时被投资单位的某项固定资产公允价值为600万元，账面价值为300万元，尚可使用年限为10年，净残值为零，按照年限平均法计提折旧。被投资单位2019年度利润表中净利润为1000万元。不考虑所得税和其他因素的影响，投资方对此投资于2019年应确认的投资收益为____万元。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_23,neuron,FinEval_Accounting,intermediate_financial_accounting,企业在计量资产可收回金额时，下列各项中，资产预计未来现金流量不包括下面哪项____。,企业在计量资产可收回金额时，下列各项中，资产预计未来现金流量不包括下面哪项____。,,1.0,企业在计量资产可收回金额时，下列各项中，资产预计未来现金流量不包括下面哪项____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_24,neuron,FinEval_Accounting,intermediate_financial_accounting,____是在相应减值因素消失时可以转回的资产减值准备。,____是在相应减值因素消失时可以转回的资产减值准备。,,1.0,____是在相应减值因素消失时可以转回的资产减值准备。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_25,neuron,FinEval_Accounting,intermediate_financial_accounting,在下面关于资产的公允价值减去处置费用后的净额的说法中错误的是____。,在下面关于资产的公允价值减去处置费用后的净额的说法中错误的是____。,,1.0,在下面关于资产的公允价值减去处置费用后的净额的说法中错误的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_26,neuron,FinEval_Accounting,intermediate_financial_accounting,甲股份公司在2019年开始自行研究一项新的专利技术。在研究过程中，他们花费了500万元用于材料费、人工费和其他费用。其中，有400万元符合资本化条件。到2019,甲股份公司在2019年开始自行研究一项新的专利技术。在研究过程中，他们花费了500万元用于材料费、人工费和其他费用。其中，有400万元符合资本化条件。到2019,,1.0,甲股份公司在2019年开始自行研究一项新的专利技术。在研究过程中，他们花费了500万元用于材料费、人工费和其他费用。其中，有400万元符合资本化条件。到2019年底，甲公司预计还需要投入150万元才能使该专利技术成功并达到预期的使用目标。如果考虑后续投入因素，预计可回收的金额为280万元；如果不考虑后续投入因素，预计可回收的金额为390万元。根据预计，该专利技术达到预期可使用状态后，扣除处置费用后 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_27,neuron,FinEval_Accounting,intermediate_financial_accounting,在企业财务记录中，资产的计量方式是依据当前购买相同或类似资产所需支付的现金或现金等价物的金额。负债的计量方式则是根据当前偿付所需支付的现金或现金等价物的金额计量,在企业财务记录中，资产的计量方式是依据当前购买相同或类似资产所需支付的现金或现金等价物的金额。负债的计量方式则是根据当前偿付所需支付的现金或现金等价物的金额计量,,1.0,在企业财务记录中，资产的计量方式是依据当前购买相同或类似资产所需支付的现金或现金等价物的金额。负债的计量方式则是根据当前偿付所需支付的现金或现金等价物的金额计量。这种会计计量属性被称为____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_28,neuron,FinEval_Accounting,intermediate_financial_accounting,以下说法中，关于资产期末计量的正确是____。,以下说法中，关于资产期末计量的正确是____。,,1.0,以下说法中，关于资产期末计量的正确是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_29,neuron,FinEval_Accounting,intermediate_financial_accounting,下列各项中，不符合历史成本计量属性的是____。,下列各项中，不符合历史成本计量属性的是____。,,1.0,下列各项中，不符合历史成本计量属性的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_30,neuron,FinEval_Accounting,intermediate_financial_accounting,以下是会计信息质量要求的各项，对相关性和可靠性起决定性作用的是____。,以下是会计信息质量要求的各项，对相关性和可靠性起决定性作用的是____。,,1.0,以下是会计信息质量要求的各项，对相关性和可靠性起决定性作用的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_0,neuron,FinEval_Accounting,advanced_financial_accounting,当中国企业在对境外经营的财务报表进行折算时，产生的外币报表折算差额应当如何处置____。,当中国企业在对境外经营的财务报表进行折算时，产生的外币报表折算差额应当如何处置____。,,1.0,当中国企业在对境外经营的财务报表进行折算时，产生的外币报表折算差额应当如何处置____。 答案:D. 解析:1. 企业对境外经营的财务报表进行折算时，产生的外币财务报表折算差额应当在所有者权益项目下单独列示。
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_1,neuron,FinEval_Accounting,advanced_financial_accounting,甲公司向乙公司发行股票10000万股取得乙公司80$\％$的股权，甲公司、乙公司法人资格保持不变。这种合并方式是____。,甲公司向乙公司发行股票10000万股取得乙公司80$\％$的股权，甲公司、乙公司法人资格保持不变。这种合并方式是____。,,1.0,甲公司向乙公司发行股票10000万股取得乙公司80$\％$的股权，甲公司、乙公司法人资格保持不变。这种合并方式是____。 答案:D. 解析:1. 控股合并指的是合并方（或购买方）在企业合并中取得对被合并方（或被购买方）的控制权，被合并方（或被购买方）在合并后仍保持其独立的法人资格并继续经营，合并方（或购买方）确认企业合并形成的对被合并方（或被购买方）的投资的合并行为。
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_2,neuron,FinEval_Accounting,advanced_financial_accounting,在合并财务报表的编制中，抵消固定资产内部交易中包含的未实现利润不会涉及的财务报表项目是____。,在合并财务报表的编制中，抵消固定资产内部交易中包含的未实现利润不会涉及的财务报表项目是____。,,1.0,在合并财务报表的编制中，抵消固定资产内部交易中包含的未实现利润不会涉及的财务报表项目是____。 答案:A. 解析:1. 在编制合并报表时，以母、子公司报表为基础，直接相加后的资产、负债、所有者权益、损益既包括对外交易，也涵盖内部交易，只有将内部交易产生的虚计资产、负债、损益以及现金流予以抵销，才能反映企业集团真实的财务状况、经营成果和现金流量。
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_3,neuron,FinEval_Accounting,advanced_financial_accounting,在一般物价水平会计下，调整固定资产原值和累计折旧项目的“基期一般物价指数”中的“基期”是指____。,在一般物价水平会计下，调整固定资产原值和累计折旧项目的“基期一般物价指数”中的“基期”是指____。,,1.0,在一般物价水平会计下，调整固定资产原值和累计折旧项目的“基期一般物价指数”中的“基期”是指____。 答案:C. 解析:1. 在一般物价水平会计下，调整固定资产原值和累计折旧项目的“基期一般物价指数”中的“基期”是指取得固定资产时。
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_4,neuron,FinEval_Accounting,advanced_financial_accounting,因通货膨胀而导致置存资产虚增的价值不列入利润表的做法，属于____。,因通货膨胀而导致置存资产虚增的价值不列入利润表的做法，属于____。,,1.0,因通货膨胀而导致置存资产虚增的价值不列入利润表的做法，属于____。 答案:A. 解析:1. 在实物资本维护的观念下，将因通货膨胀而使资产现时价格增加的部分视为未来重置该项所耗资产必需发生的追加成本，是不可缺少的维护耗用实物资产的变动数额，不构成本期企业损益，因此将此部分增加的价格作为企业资本维护的准备金直接在资产负债表的权益项目下反映，而不计入利润表中。在实物的资本维护观念下，损益的计算不包括因通货膨胀置存资产的虚增价格所形成的现时成本会计收益，称为“实物资本维护的现时成本会计收益”，简称“现时成本收益”
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_5,neuron,FinEval_Accounting,advanced_financial_accounting,合并财务报表是指母公司与其子公司之间形成的企业集团的财务状况及经营成果，包括合并资产负债表、合并损益表、合并现金流量表或合并财务状况变动表等。在合并财务报表中，,合并财务报表是指母公司与其子公司之间形成的企业集团的财务状况及经营成果，包括合并资产负债表、合并损益表、合并现金流量表或合并财务状况变动表等。在合并财务报表中，,,1.0,合并财务报表是指母公司与其子公司之间形成的企业集团的财务状况及经营成果，包括合并资产负债表、合并损益表、合并现金流量表或合并财务状况变动表等。在合并财务报表中，非控制权益是指下面哪一项____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_6,neuron,FinEval_Accounting,advanced_financial_accounting,外币货币资产和外币货币负债的兑换差额是指什么？,外币货币资产和外币货币负债的兑换差额是指什么？,,1.0,外币货币资产和外币货币负债的兑换差额是指什么？ 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_7,neuron,FinEval_Accounting,advanced_financial_accounting,作为发生多种货币业务计价核算的会计主体，必须决定一个一致的货币作为会计计量尺度的记账货币，并用该货币来描述和处理经济业务。这种货币作为会计计量基本尺度的称为__,作为发生多种货币业务计价核算的会计主体，必须决定一个一致的货币作为会计计量尺度的记账货币，并用该货币来描述和处理经济业务。这种货币作为会计计量基本尺度的称为__,,1.0,作为发生多种货币业务计价核算的会计主体，必须决定一个一致的货币作为会计计量尺度的记账货币，并用该货币来描述和处理经济业务。这种货币作为会计计量基本尺度的称为____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_8,neuron,FinEval_Accounting,advanced_financial_accounting,货币在现货市场上进行交易的汇率称为____。,货币在现货市场上进行交易的汇率称为____。,,1.0,货币在现货市场上进行交易的汇率称为____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_9,neuron,FinEval_Accounting,advanced_financial_accounting,甲公司在2007年购入一台新设备，该设备于2008年在财务上计提了35万元的折旧费用，而税法允许计提55万元的折旧费用，此外甲公司的所得税税率为25$\%$，那,甲公司在2007年购入一台新设备，该设备于2008年在财务上计提了35万元的折旧费用，而税法允许计提55万元的折旧费用，此外甲公司的所得税税率为25$\%$，那,,1.0,甲公司在2007年购入一台新设备，该设备于2008年在财务上计提了35万元的折旧费用，而税法允许计提55万元的折旧费用，此外甲公司的所得税税率为25$\%$，那么该公司的递延所得税负债余额应为____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_10,neuron,FinEval_Accounting,advanced_financial_accounting,采用资产负债表债务法的企业在核算所得税时一般应选择的是在____。,采用资产负债表债务法的企业在核算所得税时一般应选择的是在____。,,1.0,采用资产负债表债务法的企业在核算所得税时一般应选择的是在____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_11,neuron,FinEval_Accounting,advanced_financial_accounting,资产或负债的账面价值与其计税基础之间的差额表示____差异,资产或负债的账面价值与其计税基础之间的差额表示____差异,,1.0,资产或负债的账面价值与其计税基础之间的差额表示____差异 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_12,neuron,FinEval_Accounting,advanced_financial_accounting,上市公司财务报告中必须经注册会计师审计的是____。,上市公司财务报告中必须经注册会计师审计的是____。,,1.0,上市公司财务报告中必须经注册会计师审计的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_13,neuron,FinEval_Accounting,advanced_financial_accounting,汇兑损益也称汇兑差额，就是由于汇率的浮动所产生的结果，那下列选项中什么是外币货币报表中的汇兑损益____。,汇兑损益也称汇兑差额，就是由于汇率的浮动所产生的结果，那下列选项中什么是外币货币报表中的汇兑损益____。,,1.0,汇兑损益也称汇兑差额，就是由于汇率的浮动所产生的结果，那下列选项中什么是外币货币报表中的汇兑损益____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_14,neuron,FinEval_Accounting,advanced_financial_accounting,"针对外币报表转换为人民币报表时，针对外币资产负债表中的""未分配利润""项目，应该____。","针对外币报表转换为人民币报表时，针对外币资产负债表中的""未分配利润""项目，应该____。",,1.0,"针对外币报表转换为人民币报表时，针对外币资产负债表中的""未分配利润""项目，应该____。 答案:C. 解析:正确选项C"
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_15,neuron,FinEval_Accounting,advanced_financial_accounting,出资向供货人购买租赁物件，并租给承租人使用，承租人则分期向出租人支付租金，这类租赁业务称为____。,出资向供货人购买租赁物件，并租给承租人使用，承租人则分期向出租人支付租金，这类租赁业务称为____。,,1.0,出资向供货人购买租赁物件，并租给承租人使用，承租人则分期向出租人支付租金，这类租赁业务称为____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_16,neuron,FinEval_Accounting,advanced_financial_accounting,融资租赁是国际上最普遍、最基本的非银行金融形式。它是指出租人根据承租人（用户）的请求，与第三方（供货商）订立供货合同，根据此合同，出租人出资向供货商购买承租人选,融资租赁是国际上最普遍、最基本的非银行金融形式。它是指出租人根据承租人（用户）的请求，与第三方（供货商）订立供货合同，根据此合同，出租人出资向供货商购买承租人选,,1.0,融资租赁是国际上最普遍、最基本的非银行金融形式。它是指出租人根据承租人（用户）的请求，与第三方（供货商）订立供货合同，根据此合同，出租人出资向供货商购买承租人选定的设备在融资租赁业务中，若未续租，承租人在向出租人支付违约金时，承租人应借记的会计科目是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_17,neuron,FinEval_Accounting,advanced_financial_accounting,利用衍生工具的公允价值进行套期保值的是____。,利用衍生工具的公允价值进行套期保值的是____。,,1.0,利用衍生工具的公允价值进行套期保值的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_18,neuron,FinEval_Accounting,advanced_financial_accounting,中期财务报告应当涵盖哪些财务数据____。,中期财务报告应当涵盖哪些财务数据____。,,1.0,中期财务报告应当涵盖哪些财务数据____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_19,neuron,FinEval_Accounting,advanced_financial_accounting,售后租回交易是一种特殊形式的租赁业务，在售后回租业务中，如果属于经营性租赁，则未实现售后回租损益的正确会计处理应该是____。,售后租回交易是一种特殊形式的租赁业务，在售后回租业务中，如果属于经营性租赁，则未实现售后回租损益的正确会计处理应该是____。,,1.0,售后租回交易是一种特殊形式的租赁业务，在售后回租业务中，如果属于经营性租赁，则未实现售后回租损益的正确会计处理应该是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_20,neuron,FinEval_Accounting,advanced_financial_accounting,哪个选项不符合货币性资产的特点？,哪个选项不符合货币性资产的特点？,,1.0,哪个选项不符合货币性资产的特点？ 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_21,neuron,FinEval_Accounting,advanced_financial_accounting,下列经济业务事项在集团内部发生时，不会对整个集团的会计要素总额造成任何变动的是____。,下列经济业务事项在集团内部发生时，不会对整个集团的会计要素总额造成任何变动的是____。,,1.0,下列经济业务事项在集团内部发生时，不会对整个集团的会计要素总额造成任何变动的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_22,neuron,FinEval_Accounting,advanced_financial_accounting,编制合并会计报表的核心内容是什么？,编制合并会计报表的核心内容是什么？,,1.0,编制合并会计报表的核心内容是什么？ 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_23,neuron,FinEval_Accounting,advanced_financial_accounting,企业在采取种通胀会计模式，必须遵守的原则是____。,企业在采取种通胀会计模式，必须遵守的原则是____。,,1.0,企业在采取种通胀会计模式，必须遵守的原则是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_24,neuron,FinEval_Accounting,advanced_financial_accounting,在以下各个会计分支中，以币值不断大幅降低假设为前提的是____。,在以下各个会计分支中，以币值不断大幅降低假设为前提的是____。,,1.0,在以下各个会计分支中，以币值不断大幅降低假设为前提的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_advanced_financial_accounting_25,neuron,FinEval_Accounting,advanced_financial_accounting,按本期一般物价指数将历史成本会计报表中各项会计数据加以调整称为一般物价水平会计，其计价单位一般是____。,按本期一般物价指数将历史成本会计报表中各项会计数据加以调整称为一般物价水平会计，其计价单位一般是____。,,1.0,按本期一般物价指数将历史成本会计报表中各项会计数据加以调整称为一般物价水平会计，其计价单位一般是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_cost_accounting_0,neuron,FinEval_Accounting,cost_accounting,所有者权益，是指企业资产扣除负债后，由所有者享有的剩余权益。公司的所有者权益又称为股东权益。下列各项交易或事项产生的差额中，应当计入所有者权益的是____。,所有者权益，是指企业资产扣除负债后，由所有者享有的剩余权益。公司的所有者权益又称为股东权益。下列各项交易或事项产生的差额中，应当计入所有者权益的是____。,,1.0,所有者权益，是指企业资产扣除负债后，由所有者享有的剩余权益。公司的所有者权益又称为股东权益。下列各项交易或事项产生的差额中，应当计入所有者权益的是____。 答案:A. 解析:1. 企业发行可转换公司债券的发行价格与负债公允价值之间的差额记入其他权益工具。2. 企业将债务转为权益工具时，按债务账面价值转为权益工具。3. 企业取得可转换公司债券，通常应作为交易性金融资产核算，按实际支付对价计入交易性金融资产成本，交易费用计入投资收益，不计入所有者权益。4. 企业发行公司债券实际收到价款与债券面值之间的差额记入应付债券——利息调整科目。
auto_neuron_FinEval_Accounting_neurons_cost_accounting_1,neuron,FinEval_Accounting,cost_accounting,下列哪些交易或事项中，不会使企业当期资本公积（资本溢价）发生变动：____。,下列哪些交易或事项中，不会使企业当期资本公积（资本溢价）发生变动：____。,,1.0,下列哪些交易或事项中，不会使企业当期资本公积（资本溢价）发生变动：____。 答案:C. 解析:1. 权益结算股份支付在等待期内借记相关费用，同时贷方记入“资本公积―其他资本公积”科目。
auto_neuron_FinEval_Accounting_neurons_cost_accounting_2,neuron,FinEval_Accounting,cost_accounting,我国公司法的规定：上市公司在弥补亏损和提取法定公积金后所余税后利润，按照股份比例向股东分配利润。上市公司因分配现金利润而确认应付股利的时点是____。,我国公司法的规定：上市公司在弥补亏损和提取法定公积金后所余税后利润，按照股份比例向股东分配利润。上市公司因分配现金利润而确认应付股利的时点是____。,,1.0,我国公司法的规定：上市公司在弥补亏损和提取法定公积金后所余税后利润，按照股份比例向股东分配利润。上市公司因分配现金利润而确认应付股利的时点是____。 答案:D. 解析:1. 企业股东大会或类似机构通过的利润分配方案中确定分配的现金股利或利润时，应确认为应付股利。
