id,ceval_subject,ceval_chinese_name,sub_concept,node_type,example_count,has_explanation,source_tier,confidence
ceval_seed.high_school_physics.026.实验中,high_school_physics,高中物理,实验中,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.027.mathrm,high_school_physics,高中物理,mathrm,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.028.温度升高后,high_school_physics,高中物理,温度升高后,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.029.向后,high_school_physics,高中物理,向后,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.030.向前,high_school_physics,高中物理,向前,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.031.propto,high_school_physics,高中物理,propto,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.032.2E,high_school_physics,高中物理,2E,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.033.gamma,high_school_physics,高中物理,gamma,formula_or_calculation,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.034.匀速圆周运动,high_school_physics,高中物理,匀速圆周运动,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.035.不符合要求,high_school_physics,高中物理,不符合要求,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.036.以下说法正确的选项是,high_school_physics,高中物理,以下说法正确的选项是,formula_or_calculation,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.037.10m,high_school_physics,高中物理,10m,formula_or_calculation,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.038.等效替代法,high_school_physics,高中物理,等效替代法,formula_or_calculation,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.039.lambda,high_school_physics,高中物理,lambda,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.040.固体收缩时,high_school_physics,高中物理,固体收缩时,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.041.加速度增大,high_school_physics,高中物理,加速度增大,formula_or_calculation,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.042.10J,high_school_physics,高中物理,10J,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.043.北斗,high_school_physics,高中物理,北斗,formula_or_calculation,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.044.rho,high_school_physics,高中物理,rho,formula_or_calculation,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_physics.045.质量,high_school_physics,高中物理,质量,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.001.2O,high_school_chemistry,高中化学,2O,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.002.Na,high_school_chemistry,高中化学,Na,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.003.mol,high_school_chemistry,高中化学,mol,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.004.Cl,high_school_chemistry,高中化学,Cl,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.005.SO,high_school_chemistry,高中化学,SO,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.006.OH,high_school_chemistry,高中化学,OH,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.007.Fe,high_school_chemistry,高中化学,Fe,regulation_or_standard,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.008.NH,high_school_chemistry,高中化学,NH,regulation_or_standard,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.009.cdot,high_school_chemistry,高中化学,cdot,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.010.CO,high_school_chemistry,高中化学,CO,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.011.下列说法正确的是,high_school_chemistry,高中化学,下列说法正确的是,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.012.溶液,high_school_chemistry,高中化学,溶液,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.013.2CO,high_school_chemistry,高中化学,2CO,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.014.NO,high_school_chemistry,高中化学,NO,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.015.CH,high_school_chemistry,高中化学,CH,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.016.2SO,high_school_chemistry,高中化学,2SO,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.017.frac,high_school_chemistry,高中化学,frac,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.018.NaHCO,high_school_chemistry,高中化学,NaHCO,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.019.uparrow,high_school_chemistry,高中化学,uparrow,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.020.Cu,high_school_chemistry,高中化学,Cu,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.021.Ba,high_school_chemistry,高中化学,Ba,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.022.Al,high_school_chemistry,高中化学,Al,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.023.1mol,high_school_chemistry,高中化学,1mol,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.024.Mg,high_school_chemistry,高中化学,Mg,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.025.2S,high_school_chemistry,高中化学,2S,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.026.rightleftharpoons,high_school_chemistry,高中化学,rightleftharpoons,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.027.stackrel,high_school_chemistry,高中化学,stackrel,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.028.longrightarrow,high_school_chemistry,高中化学,longrightarrow,abstraction_or_regularity,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.029.2H,high_school_chemistry,高中化学,2H,regulation_or_standard,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.030.HCl,high_school_chemistry,高中化学,HCl,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.031.mL,high_school_chemistry,高中化学,mL,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.032.2Fe,high_school_chemistry,高中化学,2Fe,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.033.bigtriangleup,high_school_chemistry,高中化学,bigtriangleup,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.034.盐酸,high_school_chemistry,高中化学,盐酸,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.035.HClO,high_school_chemistry,高中化学,HClO,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.036.4H,high_school_chemistry,高中化学,4H,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.037.BaSO,high_school_chemistry,高中化学,BaSO,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.038.不正确的是,high_school_chemistry,高中化学,不正确的是,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.039.HNO,high_school_chemistry,高中化学,HNO,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.040.text,high_school_chemistry,高中化学,text,abstraction_or_regularity,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.041.2SiO,high_school_chemistry,高中化学,2SiO,formula_or_calculation,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.042.AgNO,high_school_chemistry,高中化学,AgNO,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.043.Ca,high_school_chemistry,高中化学,Ca,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.044.HCO,high_school_chemistry,高中化学,HCO,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_chemistry.045.下列叙述正确的是,high_school_chemistry,高中化学,下列叙述正确的是,regulation_or_standard,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.001.正确的是,high_school_biology,高中生物,正确的是,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.002.错误的是,high_school_biology,高中生物,错误的是,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.003.Ca,high_school_biology,高中生物,Ca,formula_or_calculation,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.004.蛋白质,high_school_biology,高中生物,蛋白质,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.005.细胞膜,high_school_biology,高中生物,细胞膜,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.006.frac,high_school_biology,高中生物,frac,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.007.控制,high_school_biology,高中生物,控制,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.008.若F1产生配子时成对遗传因子分离,high_school_biology,高中生物,若F1产生配子时成对遗传因子分离,procedure,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.009.脂肪,high_school_biology,高中生物,脂肪,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.010.下列相关叙述,high_school_biology,高中生物,下列相关叙述,abstraction_or_regularity,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.011.细胞衰老,high_school_biology,高中生物,细胞衰老,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.012.细胞癌变,high_school_biology,高中生物,细胞癌变,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.013.低温,high_school_biology,高中生物,低温,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.014.高氧,high_school_biology,高中生物,高氧,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.015.低氧,high_school_biology,高中生物,低氧,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.016.高温,high_school_biology,高中生物,高温,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.017.基因是有遗传效应的DNA片段,high_school_biology,高中生物,基因是有遗传效应的DNA片段,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.018.受同一抗原刺激后,high_school_biology,高中生物,受同一抗原刺激后,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.019.内质网,high_school_biology,高中生物,内质网,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.020.磷脂,high_school_biology,高中生物,磷脂,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.021.高尔基体,high_school_biology,高中生物,高尔基体,procedure,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.022.下列说法错误的是,high_school_biology,高中生物,下列说法错误的是,formula_or_calculation,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.023.下列叙述错误的是,high_school_biology,高中生物,下列叙述错误的是,formula_or_calculation,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.024.下列叙述正确的是,high_school_biology,高中生物,下列叙述正确的是,abstraction_or_regularity,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.025.花生子叶,high_school_biology,高中生物,花生子叶,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.026.线粒体,high_school_biology,高中生物,线粒体,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.027.44条常染色体,high_school_biology,高中生物,44条常染色体,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.028.细胞凋亡,high_school_biology,高中生物,细胞凋亡,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.029.细胞坏死,high_school_biology,高中生物,细胞坏死,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.030.可在外壳中找到,high_school_biology,高中生物,可在外壳中找到,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.031.可在DNA中找到,high_school_biology,高中生物,可在DNA中找到,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.032.2n,high_school_biology,高中生物,2n,procedure,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.033.有色子粒,high_school_biology,高中生物,有色子粒,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.034.Fe,high_school_biology,高中生物,Fe,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.035.则该片段,high_school_biology,高中生物,则该片段,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.036.携带遗传信息,high_school_biology,高中生物,携带遗传信息,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.037.上面有密码子,high_school_biology,高中生物,上面有密码子,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.038.能转录产生mRNA,high_school_biology,高中生物,能转录产生mRNA,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.039.能进入核糖体,high_school_biology,高中生物,能进入核糖体,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.040.能控制蛋白质的合成,high_school_biology,高中生物,能控制蛋白质的合成,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.041.aabb,high_school_biology,高中生物,aabb,abstraction_or_regularity,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.042.不正确的是,high_school_biology,高中生物,不正确的是,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.043.下列说法正确的是,high_school_biology,高中生物,下列说法正确的是,procedure,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.044.分化,high_school_biology,高中生物,分化,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.high_school_biology.045.衰老,high_school_biology,高中生物,衰老,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.001.心室,middle_school_biology,初中生物,心室,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.002.心房,middle_school_biology,初中生物,心房,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.003.不正确的是,middle_school_biology,初中生物,不正确的是,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.004.细胞质,middle_school_biology,初中生物,细胞质,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.005.葫芦藓,middle_school_biology,初中生物,葫芦藓,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.006.细胞壁,middle_school_biology,初中生物,细胞壁,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.007.正确的是,middle_school_biology,初中生物,正确的是,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.008.动脉,middle_school_biology,初中生物,动脉,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.009.静脉,middle_school_biology,初中生物,静脉,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.010.首先,middle_school_biology,初中生物,首先,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.011.细胞膜,middle_school_biology,初中生物,细胞膜,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.012.细胞核,middle_school_biology,初中生物,细胞核,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.013.光合作用,middle_school_biology,初中生物,光合作用,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.014.蒸腾作用,middle_school_biology,初中生物,蒸腾作用,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.015.呼吸作用,middle_school_biology,初中生物,呼吸作用,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.016.细菌,middle_school_biology,初中生物,细菌,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.017.向日葵,middle_school_biology,初中生物,向日葵,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.018.玉米,middle_school_biology,初中生物,玉米,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.019.下列各项中,middle_school_biology,初中生物,下列各项中,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.020.错误的是,middle_school_biology,初中生物,错误的是,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.021.组织,middle_school_biology,初中生物,组织,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.022.毛细血管网,middle_school_biology,初中生物,毛细血管网,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.023.绿色植物,middle_school_biology,初中生物,绿色植物,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.024.猫头鹰,middle_school_biology,初中生物,猫头鹰,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.025.小鱼,middle_school_biology,初中生物,小鱼,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.026.大鱼,middle_school_biology,初中生物,大鱼,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.027.不符合题意,middle_school_biology,初中生物,不符合题意,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.028.不能独立生活,middle_school_biology,初中生物,不能独立生活,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.029.其次,middle_school_biology,初中生物,其次,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.030.建立自然保护区是保护生物多样性最为有效的措施,middle_school_biology,初中生物,建立自然保护区是保护生物多样性最为有效的措施,abstraction_or_regularity,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.031.这是正确的,middle_school_biology,初中生物,这是正确的,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.032.乳酸菌,middle_school_biology,初中生物,乳酸菌,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.033.繁殖行为,middle_school_biology,初中生物,繁殖行为,formula_or_calculation,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.034.防御行为,middle_school_biology,初中生物,防御行为,formula_or_calculation,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.035.果实,middle_school_biology,初中生物,果实,concept,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.036.肌肉,middle_school_biology,初中生物,肌肉,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.037.膈肌收缩,middle_school_biology,初中生物,膈肌收缩,concept,2,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.038.器官,middle_school_biology,初中生物,器官,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.039.无机盐,middle_school_biology,初中生物,无机盐,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.040.青蛙,middle_school_biology,初中生物,青蛙,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.041.线粒体,middle_school_biology,初中生物,线粒体,procedure,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.042.叶绿体,middle_school_biology,初中生物,叶绿体,procedure,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.043.下列有关叙述正确的是,middle_school_biology,初中生物,下列有关叙述正确的是,procedure,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.044.保护组织,middle_school_biology,初中生物,保护组织,abstraction_or_regularity,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_biology.045.营养组织,middle_school_biology,初中生物,营养组织,abstraction_or_regularity,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.001.下列说法正确的是,middle_school_physics,初中物理,下列说法正确的是,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.002.下列说法中正确的是,middle_school_physics,初中物理,下列说法中正确的是,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.003.正确的是,middle_school_physics,初中物理,正确的是,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.004.石油,middle_school_physics,初中物理,石油,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.005.太阳能,middle_school_physics,初中物理,太阳能,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.006.液化,middle_school_physics,初中物理,液化,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.007.音色,middle_school_physics,初中物理,音色,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.008.首先,middle_school_physics,初中物理,首先,formula_or_calculation,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.009.放大的实像,middle_school_physics,初中物理,放大的实像,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.010.青山,middle_school_physics,初中物理,青山,concept,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.011.竹排,middle_school_physics,初中物理,竹排,concept,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.012.嫦娥四号,middle_school_physics,初中物理,嫦娥四号,abstraction_or_regularity,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.013.下列说法中不正确的是,middle_school_physics,初中物理,下列说法中不正确的是,abstraction_or_regularity,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.014.白气,middle_school_physics,初中物理,白气,abstraction_or_regularity,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.015.放大镜,middle_school_physics,初中物理,放大镜,abstraction_or_regularity,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.016.凝固,middle_school_physics,初中物理,凝固,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.017.升华,middle_school_physics,初中物理,升华,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.018.凝华,middle_school_physics,初中物理,凝华,concept,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.019.汽化,middle_school_physics,初中物理,汽化,procedure,5,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.020.风能,middle_school_physics,初中物理,风能,abstraction_or_regularity,4,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.021.是液化现象,middle_school_physics,初中物理,是液化现象,procedure,1,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
ceval_seed.middle_school_physics.022.是凝华现象,middle_school_physics,初中物理,是凝华现象,procedure,3,True,official_benchmark_data,medium_seed_needs_authoritative_enrichment
