card_id,group,subject,chinese_name,sub_concept,node_type,matched_question_count,definition_clues,regularity_clues,trap_clues,example_count,priority
ceval_card.clinical_medicine.022.呼吸困难,medicine,clinical_medicine,临床医学,呼吸困难,formula_or_calculation,8,0,0,0,8,32
ceval_card.clinical_medicine.036.正确的是,medicine,clinical_medicine,临床医学,正确的是,abstraction_or_regularity,8,0,0,0,8,32
ceval_card.clinical_medicine.039.肺结核,medicine,clinical_medicine,临床医学,肺结核,concept,8,0,0,0,8,32
ceval_card.environmental_impact_assessment_engineer.012.建设项目环境风险评价技术导则,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境风险评价技术导则,concept,8,0,0,0,8,32
ceval_card.environmental_impact_assessment_engineer.013.HJ169,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,HJ169,concept,8,0,0,0,8,32
ceval_card.physician.023.错误的是,medicine,physician,医师资格,错误的是,formula_or_calculation,8,0,0,0,8,32
ceval_card.operating_system.004.ls,computer,operating_system,操作系统,ls,concept,7,1,0,0,7,30
ceval_card.college_programming.038.if,computer,college_programming,大学编程,if,formula_or_calculation,7,0,1,0,7,30
ceval_card.computer_network.014.ACK,computer,computer_network,计算机网络,ACK,formula_or_calculation,7,0,0,0,7,28
ceval_card.computer_network.041.在TCP,computer,computer_network,计算机网络,在TCP,concept,7,0,0,0,7,28
ceval_card.operating_system.001.etc,computer,operating_system,操作系统,etc,concept,7,0,0,0,7,28
ceval_card.computer_architecture.011.指令寄存器,computer,computer_architecture,计算机组成,指令寄存器,formula_or_calculation,7,0,0,0,7,28
ceval_card.computer_architecture.015.数据总线,computer,computer_architecture,计算机组成,数据总线,formula_or_calculation,7,0,0,0,7,28
ceval_card.computer_architecture.025.程序计数器,computer,computer_architecture,计算机组成,程序计数器,formula_or_calculation,7,0,0,0,7,28
ceval_card.computer_architecture.030.命中,computer,computer_architecture,计算机组成,命中,procedure,7,0,0,0,7,28
ceval_card.college_programming.013.data,computer,college_programming,大学编程,data,formula_or_calculation,7,0,0,0,7,28
ceval_card.college_programming.028.fun,computer,college_programming,大学编程,fun,concept,7,0,0,0,7,28
ceval_card.electrical_engineer.003.5倍,engineering,electrical_engineer,注册电气工程师,5倍,formula_or_calculation,7,0,0,0,7,28
ceval_card.metrology_engineer.010.mm,engineering,metrology_engineer,注册计量师,mm,formula_or_calculation,7,0,0,0,7,28
ceval_card.metrology_engineer.013.校准证书,engineering,metrology_engineer,注册计量师,校准证书,formula_or_calculation,7,0,0,0,7,28
ceval_card.metrology_engineer.018.测量设备,engineering,metrology_engineer,注册计量师,测量设备,regulation_or_standard,7,0,0,0,7,28
ceval_card.metrology_engineer.043.真值,engineering,metrology_engineer,注册计量师,真值,concept,7,0,0,0,7,28
ceval_card.marxism.002.这是,politics_history,marxism,马克思主义基本原理,这是,abstraction_or_regularity,7,0,0,0,7,28
ceval_card.marxism.040.阶级斗争,politics_history,marxism,马克思主义基本原理,阶级斗争,concept,7,0,0,0,7,28
ceval_card.mao_zedong_thought.005.民族团结,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,民族团结,regulation_or_standard,7,0,0,0,7,28
ceval_card.high_school_politics.004.对此,politics_history,high_school_politics,高中政治,对此,formula_or_calculation,7,0,0,0,7,28
ceval_card.high_school_politics.010.分析选项,politics_history,high_school_politics,高中政治,分析选项,formula_or_calculation,3,3,1,4,3,28
ceval_card.high_school_politics.012.提出,politics_history,high_school_politics,高中政治,提出,regulation_or_standard,7,0,0,0,7,28
ceval_card.middle_school_politics.010.材料表明,politics_history,middle_school_politics,初中政治,材料表明,formula_or_calculation,7,0,0,0,7,28
ceval_card.middle_school_politics.019.首先,politics_history,middle_school_politics,初中政治,首先,abstraction_or_regularity,5,3,0,1,5,28
ceval_card.modern_chinese_history.006.签订,politics_history,modern_chinese_history,近代史纲要,签订,formula_or_calculation,7,0,0,0,7,28
ceval_card.modern_chinese_history.025.公私合营,politics_history,modern_chinese_history,近代史纲要,公私合营,procedure,7,0,0,0,7,28
ceval_card.modern_chinese_history.026.孙中山,politics_history,modern_chinese_history,近代史纲要,孙中山,concept,7,0,0,0,7,28
ceval_card.modern_chinese_history.032.提高,politics_history,modern_chinese_history,近代史纲要,提高,concept,5,1,1,2,5,28
ceval_card.modern_chinese_history.034.毛泽东在,politics_history,modern_chinese_history,近代史纲要,毛泽东在,concept,7,0,0,0,7,28
ceval_card.middle_school_history.004.是指,politics_history,middle_school_history,初中历史,是指,concept,7,0,0,0,7,28
ceval_card.middle_school_history.006.土地改革,politics_history,middle_school_history,初中历史,土地改革,procedure,7,0,0,0,7,28
ceval_card.middle_school_history.033.俄国,politics_history,middle_school_history,初中历史,俄国,concept,7,0,0,0,7,28
ceval_card.middle_school_history.036.印度,politics_history,middle_school_history,初中历史,印度,regulation_or_standard,7,0,0,0,7,28
ceval_card.middle_school_history.038.鉴真,politics_history,middle_school_history,初中历史,鉴真,concept,7,0,0,0,7,28
ceval_card.middle_school_history.039.玄奘,politics_history,middle_school_history,初中历史,玄奘,concept,7,0,0,0,7,28
ceval_card.basic_medicine.003.磷酸吡哆醛,medicine,basic_medicine,基础医学,磷酸吡哆醛,concept,7,0,0,0,7,28
ceval_card.basic_medicine.006.哪项是错误的,medicine,basic_medicine,基础医学,哪项是错误的,concept,7,0,0,0,7,28
ceval_card.basic_medicine.027.红细胞,medicine,basic_medicine,基础医学,红细胞,concept,7,0,0,0,7,28
ceval_card.clinical_medicine.024.体检,medicine,clinical_medicine,临床医学,体检,formula_or_calculation,7,0,0,0,7,28
ceval_card.fire_engineer.018.B2,engineering,fire_engineer,注册消防工程师,B2,formula_or_calculation,7,0,0,0,7,28
ceval_card.fire_engineer.030.耐火等级为二级,engineering,fire_engineer,注册消防工程师,耐火等级为二级,formula_or_calculation,7,0,0,0,7,28
ceval_card.fire_engineer.032.汽车库,engineering,fire_engineer,注册消防工程师,汽车库,formula_or_calculation,6,1,1,0,6,28
ceval_card.fire_engineer.045.10m,engineering,fire_engineer,注册消防工程师,10m,formula_or_calculation,7,0,0,0,7,28
ceval_card.environmental_impact_assessment_engineer.015.建设项目竣工环境保护验收管理办法,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目竣工环境保护验收管理办法,formula_or_calculation,7,0,0,0,7,28
ceval_card.physician.011.患者男,medicine,physician,医师资格,患者男,concept,7,0,0,0,7,28
ceval_card.physician.017.年龄,medicine,physician,医师资格,年龄,formula_or_calculation,7,0,0,0,7,28
ceval_card.physician.018.最可能的诊断是,medicine,physician,医师资格,最可能的诊断是,concept,7,0,0,0,7,28
ceval_card.computer_network.016.会话层,computer,computer_network,计算机网络,会话层,formula_or_calculation,6,1,0,0,6,26
ceval_card.computer_network.036.服务器,computer,computer_network,计算机网络,服务器,formula_or_calculation,6,1,0,0,6,26
ceval_card.operating_system.018.全局变量,computer,operating_system,操作系统,全局变量,formula_or_calculation,5,2,1,0,5,26
ceval_card.mao_zedong_thought.011.个体经济,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,个体经济,regulation_or_standard,5,2,1,0,5,26
ceval_card.middle_school_politics.038.以上,politics_history,middle_school_politics,初中政治,以上,regulation_or_standard,6,1,0,0,6,26
ceval_card.modern_chinese_history.008.师夷长技以制夷,politics_history,modern_chinese_history,近代史纲要,师夷长技以制夷,formula_or_calculation,6,1,0,0,6,26
ceval_card.computer_network.015.8KB,computer,computer_network,计算机网络,8KB,formula_or_calculation,6,0,0,0,6,24
ceval_card.computer_network.020.差错控制,computer,computer_network,计算机网络,差错控制,procedure,6,0,0,0,6,24
ceval_card.computer_network.021.GBN,computer,computer_network,计算机网络,GBN,formula_or_calculation,4,1,3,0,4,24
ceval_card.computer_network.031.交换机,computer,computer_network,计算机网络,交换机,formula_or_calculation,5,2,0,0,5,24
ceval_card.computer_network.034.物理层,computer,computer_network,计算机网络,物理层,concept,6,0,0,0,6,24
ceval_card.operating_system.024.可变分区,computer,operating_system,操作系统,可变分区,concept,6,0,0,0,6,24
ceval_card.operating_system.034.先来先服务,computer,operating_system,操作系统,先来先服务,abstraction_or_regularity,6,0,0,0,6,24
ceval_card.computer_architecture.010.以上都不对,computer,computer_architecture,计算机组成,以上都不对,formula_or_calculation,5,0,2,0,5,24
ceval_card.computer_architecture.026.外设,computer,computer_architecture,计算机组成,外设,concept,6,0,0,0,6,24
ceval_card.computer_architecture.044.立即寻址,computer,computer_architecture,计算机组成,立即寻址,concept,6,0,0,0,6,24
ceval_card.college_programming.009.next,computer,college_programming,大学编程,next,concept,6,0,0,0,6,24
ceval_card.college_programming.014.num,computer,college_programming,大学编程,num,formula_or_calculation,6,0,0,0,6,24
ceval_card.electrical_engineer.008.2倍,engineering,electrical_engineer,注册电气工程师,2倍,formula_or_calculation,6,0,0,0,6,24
ceval_card.electrical_engineer.013.25m,engineering,electrical_engineer,注册电气工程师,25m,concept,6,0,0,0,6,24
ceval_card.electrical_engineer.018.220V,engineering,electrical_engineer,注册电气工程师,220V,formula_or_calculation,6,0,0,0,6,24
ceval_card.electrical_engineer.026.6kV,engineering,electrical_engineer,注册电气工程师,6kV,formula_or_calculation,6,0,0,0,6,24
ceval_card.electrical_engineer.031.15A,engineering,electrical_engineer,注册电气工程师,15A,formula_or_calculation,6,0,0,0,6,24
ceval_card.metrology_engineer.006.量程,engineering,metrology_engineer,注册计量师,量程,formula_or_calculation,6,0,0,0,6,24
ceval_card.metrology_engineer.009.国务院计量行政部门,engineering,metrology_engineer,注册计量师,国务院计量行政部门,regulation_or_standard,6,0,0,0,6,24
ceval_card.metrology_engineer.015.随机误差,engineering,metrology_engineer,注册计量师,随机误差,regulation_or_standard,6,0,0,0,6,24
ceval_card.metrology_engineer.025.系统误差,engineering,metrology_engineer,注册计量师,系统误差,regulation_or_standard,6,0,0,0,6,24
ceval_card.metrology_engineer.029.企业,engineering,metrology_engineer,注册计量师,企业,regulation_or_standard,6,0,0,0,6,24
ceval_card.marxism.009.社会实践,politics_history,marxism,马克思主义基本原理,社会实践,abstraction_or_regularity,6,0,0,0,6,24
ceval_card.marxism.019.形而上学唯物主义,politics_history,marxism,马克思主义基本原理,形而上学唯物主义,concept,6,0,0,0,6,24
ceval_card.marxism.027.主观唯心主义,politics_history,marxism,马克思主义基本原理,主观唯心主义,concept,6,0,0,0,6,24
ceval_card.marxism.031.的观点是,politics_history,marxism,马克思主义基本原理,的观点是,concept,6,0,0,0,6,24
ceval_card.mao_zedong_thought.003.一国两制,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,一国两制,formula_or_calculation,6,0,0,0,6,24
ceval_card.mao_zedong_thought.009.独立自主,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,独立自主,formula_or_calculation,6,0,0,0,6,24
ceval_card.mao_zedong_thought.012.遵义会议,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,遵义会议,formula_or_calculation,6,0,0,0,6,24
ceval_card.mao_zedong_thought.016.民主法制,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,民主法制,formula_or_calculation,6,0,0,0,6,24
ceval_card.high_school_politics.003.近年来,politics_history,high_school_politics,高中政治,近年来,formula_or_calculation,6,0,0,0,6,24
ceval_card.high_school_politics.025.首先,politics_history,high_school_politics,高中政治,首先,formula_or_calculation,5,2,0,0,5,24
ceval_card.middle_school_politics.007.这表明,politics_history,middle_school_politics,初中政治,这表明,regulation_or_standard,6,0,0,0,6,24
ceval_card.middle_school_politics.008.这是因为,politics_history,middle_school_politics,初中政治,这是因为,regulation_or_standard,6,0,0,0,6,24
ceval_card.middle_school_politics.011.近年来,politics_history,middle_school_politics,初中政治,近年来,abstraction_or_regularity,6,0,0,0,6,24
ceval_card.middle_school_politics.022.是国民经济的主导力量,politics_history,middle_school_politics,初中政治,是国民经济的主导力量,regulation_or_standard,6,0,0,0,6,24
ceval_card.modern_chinese_history.012.梁启超,politics_history,modern_chinese_history,近代史纲要,梁启超,concept,6,0,0,0,6,24
ceval_card.modern_chinese_history.015.中共十三大,politics_history,modern_chinese_history,近代史纲要,中共十三大,concept,6,0,0,0,6,24
ceval_card.modern_chinese_history.018.的方针,politics_history,modern_chinese_history,近代史纲要,的方针,concept,6,0,0,0,6,24
ceval_card.modern_chinese_history.029.魏源,politics_history,modern_chinese_history,近代史纲要,魏源,concept,6,0,0,0,6,24
ceval_card.modern_chinese_history.035.工人阶级,politics_history,modern_chinese_history,近代史纲要,工人阶级,formula_or_calculation,6,0,0,0,6,24
ceval_card.ideological_and_moral_cultivation.029.社会关系,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,社会关系,abstraction_or_regularity,6,0,0,0,6,24
ceval_card.ideological_and_moral_cultivation.037.社会实践,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,社会实践,regulation_or_standard,6,0,0,0,6,24
ceval_card.middle_school_history.012.经济特区,politics_history,middle_school_history,初中历史,经济特区,concept,6,0,0,0,6,24
ceval_card.middle_school_history.024.辛亥革命,politics_history,middle_school_history,初中历史,辛亥革命,formula_or_calculation,6,0,0,0,6,24
ceval_card.basic_medicine.002.维生素,medicine,basic_medicine,基础医学,维生素,concept,6,0,0,0,6,24
ceval_card.basic_medicine.004.蛋白激酶A,medicine,basic_medicine,基础医学,蛋白激酶A,formula_or_calculation,6,0,0,0,6,24
ceval_card.basic_medicine.005.下列肝细胞坏死的病变中,medicine,basic_medicine,基础医学,下列肝细胞坏死的病变中,concept,6,0,0,0,6,24
ceval_card.basic_medicine.007.点状坏死,medicine,basic_medicine,基础医学,点状坏死,concept,6,0,0,0,6,24
ceval_card.basic_medicine.009.桥接坏死,medicine,basic_medicine,基础医学,桥接坏死,concept,6,0,0,0,6,24
ceval_card.basic_medicine.023.cAMP,medicine,basic_medicine,基础医学,cAMP,concept,6,0,0,0,6,24
ceval_card.fire_engineer.010.150mm,engineering,fire_engineer,注册消防工程师,150mm,formula_or_calculation,6,0,0,0,6,24
ceval_card.fire_engineer.011.甲级防火门,engineering,fire_engineer,注册消防工程师,甲级防火门,concept,6,0,0,0,6,24
ceval_card.fire_engineer.012.乙级防火门,engineering,fire_engineer,注册消防工程师,乙级防火门,concept,6,0,0,0,6,24
ceval_card.fire_engineer.023.1m,engineering,fire_engineer,注册消防工程师,1m,formula_or_calculation,6,0,0,0,6,24
ceval_card.fire_engineer.025.B3,engineering,fire_engineer,注册消防工程师,B3,formula_or_calculation,6,0,0,0,6,24
ceval_card.fire_engineer.029.耐火等级为一级,engineering,fire_engineer,注册消防工程师,耐火等级为一级,concept,6,0,0,0,6,24
ceval_card.environmental_impact_assessment_engineer.016.中华人民共和国环境噪声污染防治法,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国环境噪声污染防治法,regulation_or_standard,5,1,1,0,5,24
ceval_card.environmental_impact_assessment_engineer.017.中华人民共和国固体废物污染环境防治法,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国固体废物污染环境防治法,formula_or_calculation,6,0,0,0,6,24
ceval_card.environmental_impact_assessment_engineer.018.建设项目环境影响评价分类管理名录,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境影响评价分类管理名录,formula_or_calculation,6,0,0,0,6,24
ceval_card.physician.010.40岁,medicine,physician,医师资格,40岁,regulation_or_standard,6,0,0,0,6,24
ceval_card.computer_network.013.表示层,computer,computer_network,计算机网络,表示层,formula_or_calculation,5,1,0,0,5,22
ceval_card.computer_network.032.传输数据,computer,computer_network,计算机网络,传输数据,formula_or_calculation,3,2,3,0,3,22
ceval_card.operating_system.022.file,computer,operating_system,操作系统,file,regulation_or_standard,5,1,0,0,5,22
ceval_card.high_school_politics.013.如今,politics_history,high_school_politics,高中政治,如今,abstraction_or_regularity,4,0,0,3,4,22
ceval_card.modern_chinese_history.002.资政新篇,politics_history,modern_chinese_history,近代史纲要,资政新篇,regulation_or_standard,5,1,0,0,5,22
ceval_card.modern_chinese_history.007.论十大关系,politics_history,modern_chinese_history,近代史纲要,论十大关系,concept,5,1,0,0,5,22
ceval_card.ideological_and_moral_cultivation.025.爱国情感,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,爱国情感,concept,4,2,1,0,4,22
ceval_card.clinical_medicine.006.60mmHg,medicine,clinical_medicine,临床医学,60mmHg,concept,5,1,0,0,5,22
ceval_card.fire_engineer.021.GB,engineering,fire_engineer,注册消防工程师,GB,formula_or_calculation,5,0,1,0,5,22
ceval_card.operating_system.006.在Unix系统中,computer,operating_system,操作系统,在Unix系统中,concept,5,0,0,0,5,20
ceval_card.operating_system.008.bin,computer,operating_system,操作系统,bin,concept,5,0,0,0,5,20
ceval_card.computer_architecture.021.直接寻址,computer,computer_architecture,计算机组成,直接寻址,formula_or_calculation,5,0,0,0,5,20
ceval_card.computer_architecture.045.原码,computer,computer_architecture,计算机组成,原码,formula_or_calculation,5,0,0,0,5,20
ceval_card.college_programming.012.Base,computer,college_programming,大学编程,Base,concept,5,0,0,0,5,20
ceval_card.college_programming.019.operator,computer,college_programming,大学编程,operator,formula_or_calculation,5,0,0,0,5,20
ceval_card.college_programming.042.print,computer,college_programming,大学编程,print,concept,5,0,0,0,5,20
ceval_card.electrical_engineer.022.是正确的,engineering,electrical_engineer,注册电气工程师,是正确的,formula_or_calculation,5,0,0,0,5,20
ceval_card.electrical_engineer.034.40m,engineering,electrical_engineer,注册电气工程师,40m,concept,5,0,0,0,5,20
ceval_card.electrical_engineer.041.3mm,engineering,electrical_engineer,注册电气工程师,3mm,concept,5,0,0,0,5,20
ceval_card.metrology_engineer.005.kg,engineering,metrology_engineer,注册计量师,kg,formula_or_calculation,5,0,0,0,5,20
ceval_card.metrology_engineer.008.符合测量法,engineering,metrology_engineer,注册计量师,符合测量法,formula_or_calculation,5,0,0,0,5,20
ceval_card.metrology_engineer.039.的计量器具,engineering,metrology_engineer,注册计量师,的计量器具,concept,5,0,0,0,5,20
ceval_card.metrology_engineer.044.标准偏差,engineering,metrology_engineer,注册计量师,标准偏差,regulation_or_standard,5,0,0,0,5,20
ceval_card.marxism.004.否定之否定规律,politics_history,marxism,马克思主义基本原理,否定之否定规律,abstraction_or_regularity,5,0,0,0,5,20
ceval_card.mao_zedong_thought.022.和平共处五项原则,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,和平共处五项原则,concept,5,0,0,0,5,20
ceval_card.mao_zedong_thought.024.中国共产党的领导,politics_history,mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,中国共产党的领导,formula_or_calculation,5,0,0,0,5,20
ceval_card.high_school_politics.014.流通手段,politics_history,high_school_politics,高中政治,流通手段,concept,3,1,1,2,3,20
ceval_card.high_school_politics.015.价值尺度,politics_history,high_school_politics,高中政治,价值尺度,concept,3,1,1,2,3,20
ceval_card.middle_school_politics.009.民族区域自治制度,politics_history,middle_school_politics,初中政治,民族区域自治制度,regulation_or_standard,5,0,0,0,5,20
ceval_card.middle_school_politics.012.严格执法,politics_history,middle_school_politics,初中政治,严格执法,formula_or_calculation,5,0,0,0,5,20
ceval_card.modern_chinese_history.003.海国图志,politics_history,modern_chinese_history,近代史纲要,海国图志,abstraction_or_regularity,4,2,0,0,4,20
ceval_card.modern_chinese_history.009.马关条约,politics_history,modern_chinese_history,近代史纲要,马关条约,formula_or_calculation,5,0,0,0,5,20
ceval_card.modern_chinese_history.014.广州,politics_history,modern_chinese_history,近代史纲要,广州,procedure,5,0,0,0,5,20
ceval_card.modern_chinese_history.016.解放战争时期,politics_history,modern_chinese_history,近代史纲要,解放战争时期,abstraction_or_regularity,5,0,0,0,5,20
ceval_card.modern_chinese_history.017.重庆,politics_history,modern_chinese_history,近代史纲要,重庆,procedure,5,0,0,0,5,20
ceval_card.modern_chinese_history.024.一大,politics_history,modern_chinese_history,近代史纲要,一大,regulation_or_standard,5,0,0,0,5,20
ceval_card.modern_chinese_history.036.中共十一届三中全会,politics_history,modern_chinese_history,近代史纲要,中共十一届三中全会,concept,5,0,0,0,5,20
ceval_card.modern_chinese_history.044.自强,politics_history,modern_chinese_history,近代史纲要,自强,formula_or_calculation,5,0,0,0,5,20
ceval_card.ideological_and_moral_cultivation.007.这是公民基本道德规范中,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,这是公民基本道德规范中,formula_or_calculation,5,0,0,0,5,20
ceval_card.ideological_and_moral_cultivation.008.明礼诚信的要求,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,明礼诚信的要求,formula_or_calculation,5,0,0,0,5,20
ceval_card.ideological_and_moral_cultivation.009.勤俭自强的要求,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,勤俭自强的要求,formula_or_calculation,5,0,0,0,5,20
ceval_card.ideological_and_moral_cultivation.028.意志,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,意志,concept,5,0,0,0,5,20
ceval_card.ideological_and_moral_cultivation.040.生活理想,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,生活理想,formula_or_calculation,5,0,0,0,5,20
ceval_card.ideological_and_moral_cultivation.045.诚实守信,politics_history,ideological_and_moral_cultivation,思想道德修养与法律基础,诚实守信,formula_or_calculation,5,0,0,0,5,20
ceval_card.high_school_history.001.共产党宣言,politics_history,high_school_history,高中历史,共产党宣言,abstraction_or_regularity,5,0,0,0,5,20
ceval_card.high_school_history.004.分封制,politics_history,high_school_history,高中历史,分封制,regulation_or_standard,5,0,0,0,5,20
ceval_card.middle_school_history.015.广州,politics_history,middle_school_history,初中历史,广州,concept,5,0,0,0,5,20
ceval_card.middle_school_history.027.甲午中日战争,politics_history,middle_school_history,初中历史,甲午中日战争,concept,5,0,0,0,5,20
ceval_card.middle_school_history.035.河姆渡原始居民,politics_history,middle_school_history,初中历史,河姆渡原始居民,concept,5,0,0,0,5,20
ceval_card.middle_school_history.037.山顶洞人,politics_history,middle_school_history,初中历史,山顶洞人,procedure,5,0,0,0,5,20
ceval_card.basic_medicine.008.碎片坏死,medicine,basic_medicine,基础医学,碎片坏死,concept,5,0,0,0,5,20
ceval_card.basic_medicine.012.cGMP,medicine,basic_medicine,基础医学,cGMP,concept,5,0,0,0,5,20
ceval_card.basic_medicine.013.生物素,medicine,basic_medicine,基础医学,生物素,concept,5,0,0,0,5,20
ceval_card.basic_medicine.015.硫胺素,medicine,basic_medicine,基础医学,硫胺素,concept,5,0,0,0,5,20
ceval_card.basic_medicine.026.纤维蛋白原,medicine,basic_medicine,基础医学,纤维蛋白原,abstraction_or_regularity,4,1,1,0,4,20
ceval_card.clinical_medicine.011.18岁,medicine,clinical_medicine,临床医学,18岁,abstraction_or_regularity,5,0,0,0,5,20
ceval_card.clinical_medicine.014.红细胞2,medicine,clinical_medicine,临床医学,红细胞2,concept,5,0,0,0,5,20
ceval_card.clinical_medicine.031.发热,medicine,clinical_medicine,临床医学,发热,concept,5,0,0,0,5,20
ceval_card.clinical_medicine.042.血象,medicine,clinical_medicine,临床医学,血象,abstraction_or_regularity,5,0,0,0,5,20
ceval_card.environmental_impact_assessment_engineer.020.建设项目环境影响评价技术导则总纲,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境影响评价技术导则总纲,formula_or_calculation,5,0,0,0,5,20
ceval_card.environmental_impact_assessment_engineer.024.建设项目环境影响评价资质管理办法,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,建设项目环境影响评价资质管理办法,regulation_or_standard,5,0,0,0,5,20
ceval_card.environmental_impact_assessment_engineer.026.中华人民共和国循环经济促进法,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,中华人民共和国循环经济促进法,regulation_or_standard,5,0,0,0,5,20
ceval_card.environmental_impact_assessment_engineer.037.公开,engineering,environmental_impact_assessment_engineer,环境影响评价工程师,公开,abstraction_or_regularity,5,0,0,0,5,20
ceval_card.physician.012.腹胀,medicine,physician,医师资格,腹胀,concept,5,0,0,0,5,20
ceval_card.physician.013.80mmHg,medicine,physician,医师资格,80mmHg,formula_or_calculation,5,0,0,0,5,20
ceval_card.physician.015.房间隔缺损,medicine,physician,医师资格,房间隔缺损,concept,5,0,0,0,5,20
ceval_card.physician.020.急性肾炎,medicine,physician,医师资格,急性肾炎,concept,5,0,0,0,5,20
ceval_card.computer_architecture.017.速度快,computer,computer_architecture,计算机组成,速度快,formula_or_calculation,4,1,0,0,4,18
ceval_card.basic_medicine.010.脂肪栓塞,medicine,basic_medicine,基础医学,脂肪栓塞,abstraction_or_regularity,4,0,1,0,4,18
ceval_card.basic_medicine.011.空气栓塞,medicine,basic_medicine,基础医学,空气栓塞,abstraction_or_regularity,4,0,1,0,4,18
ceval_card.clinical_medicine.012.55mmHg,medicine,clinical_medicine,临床医学,55mmHg,formula_or_calculation,4,1,0,0,4,18
ceval_card.computer_network.001.SYN,computer,computer_network,计算机网络,SYN,formula_or_calculation,4,0,0,0,4,16
ceval_card.computer_network.023.16KB,computer,computer_network,计算机网络,16KB,concept,4,0,0,0,4,16
ceval_card.operating_system.007.目录中的,computer,operating_system,操作系统,目录中的,concept,4,0,0,0,4,16
ceval_card.operating_system.009.lib,computer,operating_system,操作系统,lib,concept,4,0,0,0,4,16
ceval_card.operating_system.010.dev,computer,operating_system,操作系统,dev,concept,4,0,0,0,4,16
ceval_card.operating_system.012.services,computer,operating_system,操作系统,services,formula_or_calculation,4,0,0,0,4,16
ceval_card.operating_system.013.共享存储区,computer,operating_system,操作系统,共享存储区,concept,4,0,0,0,4,16
ceval_card.operating_system.036.在Windows,computer,operating_system,操作系统,在Windows,formula_or_calculation,4,0,0,0,4,16
ceval_card.computer_architecture.014.高速缓冲存储器,computer,computer_architecture,计算机组成,高速缓冲存储器,procedure,4,0,0,0,4,16
ceval_card.computer_architecture.022.基址寻址,computer,computer_architecture,计算机组成,基址寻址,formula_or_calculation,4,0,0,0,4,16
ceval_card.college_programming.018.top,computer,college_programming,大学编程,top,procedure,4,0,0,0,4,16
ceval_card.college_programming.024.display,computer,college_programming,大学编程,display,formula_or_calculation,4,0,0,0,4,16
ceval_card.college_programming.025.func,computer,college_programming,大学编程,func,formula_or_calculation,4,0,0,0,4,16
ceval_card.college_programming.034.other,computer,college_programming,大学编程,other,formula_or_calculation,4,0,0,0,4,16
ceval_card.college_programming.037.rear,computer,college_programming,大学编程,rear,concept,4,0,0,0,4,16
ceval_card.college_programming.040.sizeof,computer,college_programming,大学编程,sizeof,concept,4,0,0,0,4,16
ceval_card.electrical_engineer.029.400mm,engineering,electrical_engineer,注册电气工程师,400mm,formula_or_calculation,4,0,0,0,4,16
ceval_card.electrical_engineer.030.10A,engineering,electrical_engineer,注册电气工程师,10A,formula_or_calculation,4,0,0,0,4,16
ceval_card.electrical_engineer.035.35m,engineering,electrical_engineer,注册电气工程师,35m,concept,4,0,0,0,4,16
ceval_card.electrical_engineer.037.UN,engineering,electrical_engineer,注册电气工程师,UN,formula_or_calculation,4,0,0,0,4,16
ceval_card.electrical_engineer.038.3倍,engineering,electrical_engineer,注册电气工程师,3倍,formula_or_calculation,4,0,0,0,4,16
ceval_card.electrical_engineer.040.5mm,engineering,electrical_engineer,注册电气工程师,5mm,concept,4,0,0,0,4,16
ceval_card.metrology_engineer.023.千克,engineering,metrology_engineer,注册计量师,千克,concept,4,0,0,0,4,16
ceval_card.metrology_engineer.027.读数,engineering,metrology_engineer,注册计量师,读数,formula_or_calculation,4,0,0,0,4,16
ceval_card.metrology_engineer.042.漂移,engineering,metrology_engineer,注册计量师,漂移,regulation_or_standard,4,0,0,0,4,16
ceval_card.marxism.003.对立统一规律,politics_history,marxism,马克思主义基本原理,对立统一规律,abstraction_or_regularity,4,0,0,0,4,16
