ceval_subject,chinese_name,category,c1_status,jianmu_disciplines,dev_val_questions,semantic_hit_questions,semantic_hit_rate,semantic_connection_status,top_missing_terms,hit_examples_json
business_administration,工商管理,Social Science,covered,管理学大类|会计学大类,38,38,1.0,semantic_connected,,"[{""id"": 0, ""question"": ""有一项年金，前3年无流入，后5年每年年初流入500万元，假设年利率为10%，(P/A，10%，5)=3.7908，(P/S，10%，3)=0.7513，(P/S，10%，2)=0.8264，其现值为____万元。"", ""hits"": [[4, ""manual_fin_npv"", ""公司金融"", ""资本预算与资本结构"", ""现金流与资本成本""], [2, ""auto_neuron_FinEval_neurons_intermediate_financial_accounting_17"", ""财务会计"", ""资产"", ""确认、计量与减值""], [2, ""auto_neuron_FinEval_Accounting_neurons_management_accounting_3"", ""税法"", ""增值税"", ""征税范围、税率与抵扣""], [2, ""auto_neuron_FinEval_Accounting_neurons_intermediate_financial_accounting_17"", ""财务会计"", ""资产"", ""确认、计量与减值""], [2, ""auto_neuron_FinEval_Accounting_neurons_economic_law_1"", ""税法"", ""企业所得税"", ""应纳税所得额与抵免""]]}, {""id"": 1, ""question"": ""企业缴纳的耕地占用税，应在____科目核算。"", ""hits"": [[1, ""manual_acc_entry"", ""财务会计"", ""会计基础与报表列报"", ""基本假设、要素与信息质量""], [1, ""manual_acc_debit_credit"", ""财务会计"", ""资产"", ""确认、计量与减值""], [1, ""manual_acc_accumulated_paid_absence"", ""财务会计"", ""收入费用利润"", ""确认与期间归属""], [1, ""auto_neuron_FinEval_neurons_cost_accounting_23"", ""成本会计"", ""成本计算与成本控制"", ""产品成本与成本管理""], [1, ""auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_5"", ""战略管理"", ""公司战略"", ""战略选择与实施""]]}, {""id"": 2, ""question"": ""注册会计师在确定重要性时通常选定一个基准。下列因素中，注册会计师在选择基准时不需要考虑的是____。"", ""hits"": [[3, ""manual_audit_risk"", ""审计学"", ""审计程序与职业规范"", ""证据、保证与职业判断""], [1, ""manual_fund_dividend_nav_effect"", ""金融监管与从业资格"", ""证券基金市场监管"", ""产品制度与合规""], [1, ""manual_acc_entry"", ""财务会计"", ""会计基础与报表列报"", ""基本假设、要素与信息质量""], [1, ""auto_neuron_会计学_neurons_审计学_3"", ""审计学"", ""审计程序与职业规范"", ""证据、保证与职业判断""], [1, ""auto_neuron_FinEval_neurons_public_finance_32"", ""财政学"", ""公共财政"", ""财政收入支出与预算""]]}]"
marxism,马克思主义基本原理,Social Science,partial,人文社科大类|经济学大类,24,6,0.25,weakly_connected,把个人价值融于社会价值之中|事物矛盾的特殊性|基本的经济制度和政治制度是否有利于生产力|的发展|这体现了|独立性|先天下之忧而忧|后天下之乐而乐|这句名言所包含的哲理是|人的自由是相对的|人的发展具有历史阶段性|社会发展要以人为本|这句名言的意思是|先为天下的忧患而忧虑|后为天下的幸福而感到欢乐|这表明一个人应该把自己的利益和社会的利益|联系起来|关注社会的发展和进步|而不是只关注自己的私利|我们可以将这句名言的哲学思想归纳为|要正确解决事物矛盾的前提或关键是认识|事物矛盾的普遍性|事物的主要矛盾|矛盾的主要方面|正确解决事物矛盾的前提或关键是要深刻认识,"[{""id"": 2, ""question"": ""哲学与具体科学的区别表现在____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_microeconomics_42"", ""微观经济学"", ""市场与决策"", ""供需、弹性与市场结构""], [1, ""auto_neuron_FinEval_neurons_insurance_35"", ""微观经济学"", ""市场与决策"", ""供需、弹性与市场结构""]]}, {""id"": 3, ""question"": ""唯物辩证法否定的“扬弃”是指____"", ""hits"": [[1, ""auto_neuron_思想政治_neurons_哲学_1"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 7, ""question"": ""经济社会形态____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_32"", ""微观经济学"", ""市场与决策"", ""供需、弹性与市场结构""]]}]"
mao_zedong_thought,毛泽东思想和中国特色社会主义理论体系概论,Social Science,partial,人文社科大类,29,4,0.1379,semantic_gap,人民当家作主|中共十八届三中全会通过的|中共中央关于全面深化改革若干重大问题的决|指出|民主执政|依法执政水平进行|依法治国有机统一进行|规范化|推进基本公共服务均等化|改革收入分配制度|促进共同富裕|促进社会公平正义|推进社会领域制度创新|的区分|顺应自然|深化政治体制改革要紧紧围绕|提高科学执政|坚持党的领导|推进社会主义民主政治制度化|程序化进行|建设社会主义法治国家进行|深化政治体制改革要紧紧围绕坚持党的领导|加快推进社会主义民主政治制度化|程序化|建设社会主义法治国家,"[{""id"": 2, ""question"": ""个体经济、私营经济都是非公有制经济，但是，个体经济在性质上不同于私营经济，因为个体经济____"", ""hits"": [[1, ""auto_neuron_思想政治_neurons_经济_6"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 2, ""question"": ""21世纪前10年，我国经济体制必须解决好的历史课题是____"", ""hits"": [[1, ""auto_neuron_思想政治_neurons_经济_6"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 15, ""question"": ""在社会主义初级阶段，非公有制经济是____"", ""hits"": [[1, ""auto_neuron_思想政治_neurons_经济_6"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}]"
education_science,教育学,Social Science,partial,人文社科大类,34,2,0.0588,semantic_gap,物质性|外显性|简缩性|观念性|内潜性|展开性|首先|其次|课程|职业教育|开设跨学科课程或建立跨学科专业体现了高等|教育课程发展的|综合化趋势|多样化趋势|人文化趋势|科学化趋势|跨学科课程或跨学科专业是指将不同学科领域|的知识和技能有机地结合起来|形成新的课程或专业|以满足现代社会对综合性|交叉性人才的需求|体现了多学科知识的综合化|心智技能的特点有|我们需要了解心智技能的概念|心智技能是指借助于内部语言在人脑中进行的,"[{""id"": 0, ""question"": ""根据我国心理学家冯忠良教授的学习分类，培养学生品德要通过____。"", ""hits"": [[1, ""auto_neuron_思想政治_neurons_哲学_4"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 3, ""question"": ""下列关于大学生的情绪与理智关系的说法中正确的是____。"", ""hits"": [[1, ""auto_neuron_历史_neurons_初中历史_世界_2"", ""财务会计"", ""资产"", ""确认、计量与减值""]]}]"
teacher_qualification,教师资格,Social Science,partial,人文社科大类,49,2,0.0408,semantic_gap,首先|下列选项中|不正确的是|其次|坐井观天|所见甚少|瑞雪兆丰年|酒香不怕巷子深|下雪不寒化雪寒|课程计划|课程标准|对此|不正确|这属于|示范性|内部|稳定|不可控的归因|外部|可控的归因|不稳定|水星|是正确的|是不正确的|下列对于多动症的说法,"[{""id"": 1, ""question"": ""下列关于课程的三种文本表现形式说法正确的是____"", ""hits"": [[1, ""auto_rule_语文_rules_语言文字_2"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_rule_语文_rules_语言文字_1"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_rule_语文_rules_语言文字_0"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_rule_语文_rules_文学鉴赏_1"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_rule_语文_rules_文学鉴赏_0"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 23, ""question"": ""在Excel中，单元格A1, A2, A3中的内容依次为数值1，2，3，单元格A4中的内容为字符前添加了英文单撇号“，”的文本字符“3”，在单元格A5的编辑栏输入公式“=COUNT( A1：A4) +12”并点击回车键，A5单元格的内容为____。"", ""hits"": [[1, ""auto_rule_语文_rules_语言文字_2"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_rule_语文_rules_语言文字_1"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_rule_语文_rules_语言文字_0"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_rule_语文_rules_文学鉴赏_1"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_rule_语文_rules_文学鉴赏_0"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}]"
high_school_politics,高中政治,Social Science,covered,人文社科大类|经济学大类|法学与监管大类,24,13,0.5417,weakly_connected,修养学识是要有|对此|不利于解决农村地区的不良风气和陈规陋俗问|手机钱包|守正创新|某大学一女生认为|但是如今的社会就是先敬衣冠后敬人|再有修养|如果穿着不上档次|出门吃饭买东西连服务员都不热情|退一步讲|别的同学都有|我要是没有|怎么抬得起头|该女生的观点反映了|部分青年人在消费过程中存在着错误|攀比心理和从众心理|重视物质享受|忽视精神追求|追求标新立异和与众不同|盲目追求时尚与流行|该女大学生认为|并未忽视精神追求|该女生的想法体现了其跟风攀比的消费心理|这是消费过程中错误的认识,"[{""id"": 1, ""question"": ""货币最早以足值的金属货币形式出现的。随着商品生产和商品交换的发展，商品流通中产生了作为价值符号的纸币，并逐渐取代了金属货币。纸币之所以能取代金属货币，是因为____\n①纸币容易产生，且同样具有充当贮藏手段的职能\n②使用纸币能够有效降低货币制作成本\n③纸币的使用范围更广\n④纸币同样能执行价值尺度和流通手段的职能"", ""hits"": [[1, ""manual_fund_equity_repurchase_process"", ""经济学"", ""经济学基础"", ""资源配置与制度分析""], [1, ""manual_econ_mrs_exchange_direction"", ""微观经济学"", ""市场与决策"", ""供需、弹性与市场结构""]]}, {""id"": 3, ""question"": ""某市统计局对1000户居民储蓄的抽样调查显示，教育、防病、养老、买房等长期消费占87%，其中，“子女教育费用”占20%，这表明____\n①公民存款储蓄，既是一种投资行为，也是计划消费的行为\n②储蓄越多越好\n③储蓄可以从根本上解决通货膨胀的问题\n④储蓄有利于培养科学合理的生活习惯，建立文明健康的生活方式"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_fund_qualification_certificate_13"", ""微观经济学"", ""市场与决策"", ""供需、弹性与市场结构""], [1, ""auto_neuron_FinEval_neurons_financial_management_7"", ""投资学"", ""债券定价与久期"", ""利率敏感性与收益率""], [1, ""auto_neuron_FinEval_neurons_economic_law_7"", ""经济法"", ""票据法"", ""票据行为与效力""], [1, ""auto_neuron_FinEval_neurons_economic_law_19"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_econometrics_2"", ""统计推断"", ""参数估计"", ""估计量与置信区间""]]}, {""id"": 4, ""question"": ""2017年1月3日，被称为最严格的《珠海市环境保护和生态建设“十三五”规划》正式出台。提出要在2020年实现20项指标，其中与民生密切相关的指标有：城市空气质量达到二级天数的占全年比例93%、PM2.5年均浓度低于28微克／立方米、城市集中式饮用水源达标率与近岸海域水质达标率100%、地表水水质优良比例85%或以上。这说明____"", ""hits"": [[1, ""manual_econlaw_foreign_investment_transition_period"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_econometrics_2"", ""统计推断"", ""参数估计"", ""估计量与置信区间""], [1, ""auto_neuron_FinEval_neurons_auditing_8"", ""经济法"", ""证券法律制度"", ""发行交易与信息披露""]]}]"
high_school_geography,高中地理,Social Science,partial,自然科学大类|人文社科大类,24,5,0.2083,semantic_gap,水体的运动|数字地球|指用数字表示地球的大小|把整个地球信息数字化后由计算机网络来管理|的技术系统|用经纬网的数据来表示地理事物的位置|用GPS数据来表示地球上各种地理事物的位|数字地球是一种将地球上的各种地理信息进行|数字化处理|并通过计算机网络进行管理和应用的技术系统|下列自然现象与太阳辐射无关的是|生物出现|风的形成|火山的喷发|太阳辐射是促进地球上生命活动|大气运动的主要动力|均与太阳辐射有关|火山的喷发来自于地球的内能|与太阳辐射无关|坎儿井是下列哪个地区的水利工程|四川盆地|新疆南疆|黄土高原|东北平原|坎儿井是新疆南疆地区特有的水利工程,"[{""id"": 3, ""question"": ""下列措施有利于广西产糖业走出困境的是____\r\n①扩大甘蔗播种面积   ②提高农业机械化水平\r\n③增加农药化肥施用量，提高甘蔗单产④培育甘蔗良种，提高含糖率"", ""hits"": [[1, ""auto_neuron_地理_neurons_人文地理_6"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}, {""id"": 4, ""question"": ""目前，许多大城市生态失调的关键在于____"", ""hits"": [[1, ""auto_neuron_地理_neurons_人文地理_2"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}, {""id"": 0, ""question"": ""中国实行可持续发展的核心是：____"", ""hits"": [[1, ""auto_neuron_地理_neurons_人文地理_6"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}]"
middle_school_politics,初中政治,Social Science,covered,人文社科大类|法学与监管大类,26,13,0.5,weakly_connected,民事违法行为|行政违法行为|刑事违法行为|完成我国统一大业的政治基础是|一个中国|原则|泰有礼|国有经济将取代非公有制经济的地位|在北京冬奥会开幕式上|一个掉队的|小鸽子|被姐姐牵回队伍|共同组成一个大大的心形|这一情节被网友称为|一鸽都不能少|更有网友直言|早点回来说的就是中国台湾|和平统一|一国两制|民族区域自治制度|平等团结共同繁荣的方针|近日|泰州首个|主题街在海陵区城北街道正式亮相|主题街上设立的文明新风展示牌和主题雕像,"[{""id"": 0, ""question"": ""当前，虽然地区冲突、霸权主义、孤立主义搅动着世界，令世界忧心，但是世界的主流依然未变，中国愿同国际社会各方一道，倡导共同、综合、合作、可持续的安全观。假如你是外交部发言人，以下可以代表中方立场和观点的是____\n\n①当今时代的主题是和平与发展\n②中国为建设合作共赢的新型国际关系而不懈努力\n③中国国际地位不断提高，成为世界发展的主导力量\n④当今世界，人们越来越致力于以和平谈判代替武力解决争端"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_tax_law_48"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_61"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""]]}, {""id"": 1, ""question"": ""下列名句能够体现社会主义核心价值观基本内容之一“爱国”的是____"", ""hits"": [[1, ""auto_neuron_思想政治_neurons_哲学_4"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_neuron_FinEval_neurons_tax_law_48"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_61"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""]]}, {""id"": 2, ""question"": ""我国长江流城及其以南地区国土面积只占全国的36.5%,其水资源量占全国的81%；淮河流域及其以北地区的国土面积占全国的63.5%,其水资源量仅占全国水资源总量的19%。材料反映出我国目前的资源现状是____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_economic_law_7"", ""经济法"", ""票据法"", ""票据行为与效力""], [1, ""auto_neuron_FinEval_neurons_economic_law_19"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""]]}]"
middle_school_geography,初中地理,Social Science,partial,自然科学大类|人文社科大类,17,1,0.0588,semantic_gap,以山地|黄海|四周低|腾冲一线|南海|东海|渤海|菲律宾|中部高|高原为主|黑河|英语|东多西少|西多东少|漠河|天山山脉|大兴安岭|台湾山脉|喜马拉雅山脉|首先|接着|台风|干旱|泰国|印度尼西亚,"[{""id"": 8, ""question"": ""2014年3月，大范围雾霾天气长时间影响我国东部地区，严重危害人体健康。造成雾霾天气的人为原因有____\r\n①工业生产中使用矿物作为燃料，大量排放污染物     ②汽车尾气的大量排放     \r\n③风力小，空气流动不畅     ④冬季取暖排放粉尘"", ""hits"": [[1, ""auto_neuron_化学_neurons_初中化学_1"", ""自然科学"", ""基础科学"", ""自然规律与模型""]]}]"
modern_chinese_history,近代史纲要,Humanities,partial,人文社科大类,28,5,0.1786,semantic_gap,海国图志|论十大关系|中学为体|西学为用|过渡时期总路线的提出|资政新篇|是否发展资本主义|洗脸|砍头|的召开|1956年毛泽东发表的|是以毛泽东为主要代表的中国共产党人开始探|索中国特色的社会主义建设道路的标志|报告概括提出了十大关系|这十大关系围绕的基本方针是|要把国内外一切积极因素调动起来|为社会主义事业服务|向外国学习|统筹兼顾|适当安排|正确处理沿海工业和内地工业的关系|十大关系围绕一个基本方针|即调动国内外一切积极因素|为社会主义服务|19世纪60年代后,"[{""id"": 7, ""question"": ""戊戌变法的阶级基础是____"", ""hits"": [[1, ""auto_neuron_历史_neurons_初中历史_世界_2"", ""财务会计"", ""资产"", ""确认、计量与减值""]]}, {""id"": 8, ""question"": ""下列关于洋务运动叙述不正确的是____"", ""hits"": [[1, ""auto_neuron_历史_neurons_中国近现代史_1"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 19, ""question"": ""中国各民主党派是阶级联盟性质的政党，其形成时的社会基础主要是____"", ""hits"": [[1, ""auto_neuron_历史_neurons_初中历史_世界_2"", ""财务会计"", ""资产"", ""确认、计量与减值""]]}]"
ideological_and_moral_cultivation,思想道德修养与法律基础,Humanities,partial,人文社科大类|法学与监管大类,24,4,0.1667,semantic_gap,性爱|理想和责任|的统一|爱国情感|爱国思想|思想|构成爱情的三个基本要素是|理想和经济基础|理想和社会地位|理想和道德|构成爱情的三个基本要素是性爱|时期是确立理想信念最集中和突出的时期|少年|青年|青少年|中青年|青年时期是确立理想信念最集中和突出的时期|坚持爱国主义与|是新时期爱国主义的基本特征|爱社会主义|爱人民群众|爱中国共产党|爱本职工作|新时期爱国主义的基本特征是坚持爱国主义与|社会主义的统一,"[{""id"": 0, ""question"": ""贯穿中国历史发展的一条主线是____"", ""hits"": [[1, ""auto_neuron_思想政治_neurons_哲学_4"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}, {""id"": 3, ""question"": ""实现人生价值的根本途径是____"", ""hits"": [[1, ""manual_econlaw_regional_equity_market_trade"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""manual_econlaw_legal_fact_scope"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_思想政治_neurons_哲学_4"", ""人文社科"", ""基础人文"", ""文本、历史与思想""], [1, ""auto_neuron_FinEval_neurons_tax_law_48"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_statistics_2"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""]]}, {""id"": 10, ""question"": ""下列关于人的社会关系与自然关系的表述错误的是____"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_tax_law_48"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_microeconomics_16"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_fund_qualification_certificate_27"", ""银行与货币金融"", ""货币金融与中央银行"", ""货币政策与汇率利率""], [1, ""auto_neuron_FinEval_neurons_financial_markets_20"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_economic_law_18"", ""组织管理"", ""组织结构"", ""结构设计与协调""]]}]"
logic,逻辑学,Humanities,partial,人文社科大类|数学大类,27,1,0.037,semantic_gap,以下哪项如果为真|因此|实行该规则|只有|根据已知信息|女生的平均身高|卧虎藏龙|人工气候改造论|首先|分析选项|与题目中的逻辑关系不符|使得被提名的候选人的人数比不实行该规则要|上述改革措施在增加公务员幸福感总量的同时|可以得出以下哪项|李老师说|丽丽考上了清华大学|明明考上了南京大学|丽丽没考上清华大学|女生最高者的具体身高|也不能确定男生|间的差距|最严密的法治|以下哪项是必须假设的|英雄|演员,"[{""id"": 5, ""question"": ""要选修数理逻辑课，必须已修普通逻辑课，并对数学感兴趣。有些学生虽然对数学感兴趣，但并没有修过普通逻辑课，因此，有些对数学感兴趣的学生不能选修数理逻辑课。以下哪项中的逻辑结构与题干最为类似?____"", ""hits"": [[1, ""manual_math_pythagorean"", ""数学"", ""基础数学"", ""概念与方法""], [1, ""auto_rule_数学_rules_函数与分析_3"", ""数学"", ""基础数学"", ""概念与方法""], [1, ""auto_rule_数学_rules_函数与分析_2"", ""数学"", ""基础数学"", ""概念与方法""], [1, ""auto_rule_数学_rules_函数与分析_1"", ""数学"", ""基础数学"", ""概念与方法""], [1, ""auto_rule_数学_rules_函数与分析_0"", ""数学"", ""基础数学"", ""概念与方法""]]}]"
law,法学,Humanities,covered,法学与监管大类|人文社科大类,29,20,0.6897,semantic_connected,对此|下列选项中|可以适用不当得利主张请求权的情形是|甲为自己正在读大学的弟弟乙支付学费|后甲要求乙返还|丙明知不欠丁的钱而执意向丁还钱|后丙要求丁返还该金钱|张某偿还了欠李某的赌债|后张某要求李某返还赌资|陈某和吴某同在河边放牛|后陈某的一头牛走入吴某的牛群中|而吴某对此并不知情|刘婆婆回家途中|看见邻居肖婆婆带着外孙小勇和另一家邻居的|孩子小囡|均为4岁多|在小区花园中玩耍|便上前拿出几根香蕉递给小勇|随后离去|小勇接过香蕉后|递给小囡一根|小囡吞食时误入气管导致休克|经抢救无效死亡|下列哪一选项是正确的|刘婆婆应对小囡的死亡承担民事责任,"[{""id"": 0, ""question"": ""甲路过某自行车修理店，见有一辆名牌电动自行车(价值1万元)停在门口，欲据为己有。甲见店内货架上无自行车锁，便谎称要购买，催促店主去50米之外的库房拿货。店主临走时对甲说：“我去拿锁，你帮我看一下店。”在店主进入仓库后，甲便骑走电动自行车。甲的行为构成____。"", ""hits"": [[1, ""auto_neuron_FinEval_neurons_fund_qualification_certificate_17"", ""财务会计"", ""负债"", ""现时义务与摊余成本""]]}, {""id"": 1, ""question"": ""下列选项中，属于民事法律关系的是____。"", ""hits"": [[2, ""manual_econlaw_legal_fact_scope"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [2, ""auto_neuron_FinEval_neurons_tax_law_48"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [2, ""auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_61"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""manual_econlaw_regional_equity_market_trade"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_statistics_2"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""]]}, {""id"": 2, ""question"": ""缓刑的适用对象只限于____。"", ""hits"": [[2, ""auto_neuron_FinEval_neurons_economic_law_19"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""manual_econlaw_foreign_investment_transition_period"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_25"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_management_accounting_7"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_economic_law_7"", ""经济法"", ""票据法"", ""票据行为与效力""]]}]"
chinese_language_and_literature,中国语言文学,Humanities,partial,人文社科大类,28,0,0.0,semantic_gap,活儿|色目人|汉人|南人|蒙古人|诗界革命|句中|的用法是|关东|元朝政府曾经实行残酷的民族政策|表示转折|表示假设|闯关东|中的|东北|西北|华北|塞外|指东北三省|指山海关|八股文是|八种文体|一种程式化的文章样式|八种修辞方式|由八个部分构成的文章,[]
art_studies,艺术学,Humanities,partial,人文社科大类,38,0,0.0,semantic_gap,的作品|中的主人公|茶馆|方珍珠|等待戈多|贝克特|马赛曲|现代舞之母|依莎多拉|邓肯|叙事体戏剧|创作的|悲剧|喜剧|正剧|的代表作|易卜生|埃斯库罗斯|索福克勒斯|阿里斯托芬|欧里庇得斯|王利发是老舍戏剧作品|龙须沟|女店员|王利发是老舍的代表作,[]
professional_tour_guide,导游资格,Humanities,partial,人文社科大类,34,1,0.0294,semantic_gap,洛阳|白唇鹿|白鳍豚|金丝猴|按照汉族的传统习俗|辞岁|步辇图|送子天王图|游春图|龙凤人物图|出自唐朝时期|三江|金沙江|嘉陵江|营造法式|中国体育代表团在西班牙巴塞罗那举行的第二|之称|被列入世界自然与文化双重遗产|抑景|借景|障景|亚洲象|大熊猫|被称为|每年春节期间举行,"[{""id"": 12, ""question"": ""英国为了打开中国市场，在____发动了鸦片战争，清朝战败。"", ""hits"": [[1, ""auto_neuron_历史_neurons_中国近现代史_0"", ""人文社科"", ""基础人文"", ""文本、历史与思想""]]}]"
legal_professional,法律职业资格,Humanities,partial,法学与监管大类,28,19,0.6786,semantic_connected,减刑|假释|佳普|可填|或者|但标有|下列哪一选项是正确的|中级|针对钟某家庭暴力|如柳某婚内与杜某同居|佳普公司在其制造和出售的打印机和打印机墨|盒产品上注册了|商标|下列未经该公司许可的哪一行为侵犯了|注册商标专用权|甲在店铺招牌中标有|佳普打印机专营|字样|只销售佳普公司制造的打印机|乙制造并销售与佳普打印机兼容的墨盒|该墨盒上印有乙的名称和其注册商标|金兴|本产品适用于佳普打印机|丙把购买的|墨盒装入自己制造的打印机后销售,"[{""id"": 0, ""question"": ""关于假释的说法，下列哪一选项是正确的?____"", ""hits"": [[1, ""manual_econlaw_foreign_investment_transition_period"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_25"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_management_accounting_7"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_economic_law_19"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_economic_law_12"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""]]}, {""id"": 1, ""question"": ""某市甲区某企业经位于乙区的市建委批准在甲区建设一栋3层的厂房。但在施工过程中，擅自加至5层。市建委以其违法建房为由要求将整栋楼全部拆除。该企业不服向位于丙区的市政府申请复议，市政府经复议后决定责令该企业将超层部分拆除。对此，下列哪些说法正确?____"", ""hits"": [[1, ""manual_econlaw_movable_property_right_boundary"", ""经济法"", ""物权法"", ""物的分类与权利边界""], [1, ""manual_econlaw_bankruptcy_pending_litigation"", ""经济法"", ""破产法"", ""破产程序与管理人""], [1, ""auto_neuron_FinEval_neurons_tax_law_48"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_certified_practising_accountant_3"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""], [1, ""auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_61"", ""经济法"", ""商事法律制度"", ""主体、交易与监管""]]}, {""id"": 2, ""question"": ""关于期间的规定，下列哪一选项是正确的?____"", ""hits"": [[1, ""manual_econlaw_bankruptcy_pending_litigation"", ""经济法"", ""破产法"", ""破产程序与管理人""], [1, ""auto_neuron_FinEval_neurons_securities_practitioner_qualification_certificate_25"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_management_accounting_7"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_economic_law_19"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""], [1, ""auto_neuron_FinEval_neurons_economic_law_12"", ""经济法"", ""公司与投资法律制度"", ""组织形式与治理""]]}]"
high_school_chinese,高中语文,Humanities,partial,人文社科大类,24,0,0.0,semantic_gap,下列各句中|ng|没有语病的一句是|分析选项|zh|li|ch|underline|填入下面横线处的句子|xi|没有语病的一项是|大人物|大名声不是张扬出来的|张扬出来的大人物不是真正的大人物|大作家|大作品不是张扬出来的|没有语病|句意明确的一项是|围攻|蓓蕾|di|又有几辆大车|婆子丫环等坐|下列词语中注音全都正确的一项是|同时也影响了中国的书面语言,[]
