route_id,subject,domain,name,layer,score_abs,score_reg,type,keywords,content
auto_neuron_FinEval_Accounting_neurons_economic_law_10,FinEval_Accounting,economic_law,根据企业国有资产法律制度的规定，下列关于企业国有资产的表述中，错误的不包括____。,regularity,0,2,neuron,,根据企业国有资产法律制度的规定，下列关于企业国有资产的表述中，错误的不包括____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_economic_law_11,FinEval_Accounting,economic_law,根据企业国有资产法律制度的规定，下列关于国有独资企业的表述中，正确的是____。,regularity,0,2,neuron,,根据企业国有资产法律制度的规定，下列关于国有独资企业的表述中，正确的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_economic_law_12,FinEval_Accounting,economic_law,根据企业国有资产法律制度的规定，国有独资公司的设立依据为____。,regularity,0,2,neuron,,根据企业国有资产法律制度的规定，国有独资公司的设立依据为____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_economic_law_13,FinEval_Accounting,economic_law,代表国家行使企业国有资产所有权的是____（依据企业国有资产法律制度的规定）。,regularity,0,2,neuron,,代表国家行使企业国有资产所有权的是____（依据企业国有资产法律制度的规定）。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_economic_law_14,FinEval_Accounting,economic_law,根据企业破产法律制度的规定，对于破产案件的诉讼费用承担情况，准确的是____,regularity,0,2,neuron,,根据企业破产法律制度的规定，对于破产案件的诉讼费用承担情况，准确的是____ 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_economic_law_15,FinEval_Accounting,economic_law,根据企业破产法律制度的规定，甲公司的破产申请于2014年11月3日被人民法院接受。在与甲公司相关的民事诉讼中，根据法律规定，以下已经开始但尚未终结的民事诉讼应中,regularity,0,2,neuron,,根据企业破产法律制度的规定，甲公司的破产申请于2014年11月3日被人民法院接受。在与甲公司相关的民事诉讼中，根据法律规定，以下已经开始但尚未终结的民事诉讼应中止，不得由管理人代表债务人参与继续进行的是____。 答案:C. 解析:正确选项C
auto_neuron_FinEval_Accounting_neurons_economic_law_16,FinEval_Accounting,economic_law,2014年6月1日，人民法院受理了对甲公司提起的破产申请。根据企业破产法律制度的规定，下列人员中，有资格担任管理人的是____。,regularity,0,2,neuron,,2014年6月1日，人民法院受理了对甲公司提起的破产申请。根据企业破产法律制度的规定，下列人员中，有资格担任管理人的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_economic_law_17,FinEval_Accounting,economic_law,《中华人民共和国企业破产法》是为规范企业破产程序，公平清理债权债务，保护债权人和债务人的合法权益，维护社会主义市场经济秩序，制定的法律。根据企业破产法律制度的规,regularity,0,2,neuron,,《中华人民共和国企业破产法》是为规范企业破产程序，公平清理债权债务，保护债权人和债务人的合法权益，维护社会主义市场经济秩序，制定的法律。根据企业破产法律制度的规定，下列主体中，可以担任管理人的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_economic_law_19,FinEval_Accounting,economic_law,根据《中华人民共和国外商投资法》的规定，为了确保制度的稳定性和连续性，以及保护投资者的合理预期，按照“外资三法”已经设立的外商投资企业，在该法施行后的一定时间内,regularity,0,2,neuron,,根据《中华人民共和国外商投资法》的规定，为了确保制度的稳定性和连续性，以及保护投资者的合理预期，按照“外资三法”已经设立的外商投资企业，在该法施行后的一定时间内可以继续保持原始的企业组织形式。请问，这个时间限制是多久？ 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_economic_law_22,FinEval_Accounting,economic_law,物权法上的物主要是指不动产和动产。根据物权法律制度的规定，下列各项中，属于《民法典》物权编上物的是____。,regularity,0,2,neuron,,物权法上的物主要是指不动产和动产。根据物权法律制度的规定，下列各项中，属于《民法典》物权编上物的是____。 答案:D. 解析:正确选项D
auto_neuron_FinEval_Accounting_neurons_economic_law_23,FinEval_Accounting,economic_law,根据物权法律制度的规定，下列关于物的种类的表述中，正确的是____。,regularity,0,2,neuron,,根据物权法律制度的规定，下列关于物的种类的表述中，正确的是____。 答案:B. 解析:正确选项B
auto_neuron_FinEval_Accounting_neurons_economic_law_26,FinEval_Accounting,economic_law,以下对区域性股权市场相关规则的表述中，按照证券法律制度的规定，应当选择正确的是____。,regularity,0,3,neuron,,以下对区域性股权市场相关规则的表述中，按照证券法律制度的规定，应当选择正确的是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_Accounting_neurons_economic_law_27,FinEval_Accounting,economic_law,"根据证券法律制度的规定, 上市公司必须在每个会计年度结束后一定的时间内编制并披露年度报告。请问这个期限是多久？",regularity,0,3,neuron,,"根据证券法律制度的规定, 上市公司必须在每个会计年度结束后一定的时间内编制并披露年度报告。请问这个期限是多久？ 答案:C. 解析:正确选项C"
auto_neuron_FinEval_Accounting_neurons_economic_law_28,FinEval_Accounting,economic_law,某上市公司上一期经审计的净资产额为85亿元人民币。该公司拟为另一家公司提供保证担保，担保金额为10亿元，并经董事会会议决议通过。甲公司章程规定，单笔对外担保额超,regularity,0,3,neuron,,某上市公司上一期经审计的净资产额为85亿元人民币。该公司拟为另一家公司提供保证担保，担保金额为10亿元，并经董事会会议决议通过。甲公司章程规定，单笔对外担保额超过公司最近一期经审计净资产10$\%$的担保须经公司股东大会批准。根据证券法律制度的规定，甲公司披露该笔担保的最早时点应当是____。 答案:A. 解析:正确选项A
auto_neuron_FinEval_neurons_accounting_0,FinEval,accounting,甲公司2×14年12月20日与乙公司签订商品销售合同。合同约定：甲公司需承担在商品运抵乙公司前灭失、毁损、价值变动等风险,regularity,0,2,neuron,,甲公司2×14年12月20日与乙公司签订商品销售合同。合同约定：甲公司需承担在商品运抵乙公司前灭失、毁损、价值变动等风险，于2×15年5月20日前将合同标的商品运抵乙公司并经验收。2×14年12月30日，甲公司根据合同向乙公司开具了增值税专用发票并于当日确认了商品销售收入。甲公司该项合同中所售商品为库存W商品，W商品于2×15年5月10日发出并于5月15日运抵乙公司验收合格。除考虑与会计准则规定的收入确认条件的符合性以外，对于甲公司2×14年W商品销售收入确认的恰当性判断，还
auto_neuron_FinEval_neurons_accounting_1,FinEval,accounting,在20×6年1月1日，在经过股东大会批准后，甲公司向50名高管人员每人授予了1万份股票期权。根据股份支付协议规定，这些高,regularity,0,2,neuron,,在20×6年1月1日，在经过股东大会批准后，甲公司向50名高管人员每人授予了1万份股票期权。根据股份支付协议规定，这些高管人员自20×6年1月1日起，在甲公司连续服务3年后，可以按照每股5元的价格购买1万股甲公司普通股。而在20×6年1月1日，每份股票期权的公允价值为15元。在20×6年没有高管人员离开公司，但甲公司预计在未来两年将有5名高管离开公司。至于20×6年12月31日，甲公司授予高管的股票期权每份的公允价值为13元。请问，根据这些信息，甲公司在20×6年应确认的股份
auto_neuron_FinEval_neurons_accounting_23,FinEval,accounting,甲公司将一栋商业大楼出租给乙公司使用，并一直采用成本模式进行后续计量，税法对其成本模式计量口径是认可的。2015年1月1,regularity,0,2,neuron,,甲公司将一栋商业大楼出租给乙公司使用，并一直采用成本模式进行后续计量，税法对其成本模式计量口径是认可的。2015年1月1日，由于房地产交易市场的成熟，具备了采用公允价值模式计量的条件，甲公司决定对该投资性房地产从成本模式转换为公允价值模式计量。该大楼原价6000万元，已计提折旧3000万元，当日该大楼的公允价值为7000万元。甲公司按净利润的20$\%$计提法定盈余公积，假设不考虑所得税的影响，则甲公司因此调整2015年初未分配利润____万元。 A. 2700 | B. 3
auto_neuron_FinEval_neurons_accounting_24,FinEval,accounting,甲公司采用公允价值模式对投资性房地产进行后续计量，不考虑其他因素。在20×6年6月30日，甲公司与乙公司签订租赁合同，合,regularity,0,2,neuron,,甲公司采用公允价值模式对投资性房地产进行后续计量，不考虑其他因素。在20×6年6月30日，甲公司与乙公司签订租赁合同，合同规定甲公司将一栋自用办公楼出租给乙公司，租赁期为1年，年租金为20万元。当时，出租办公楼的公允价值为800万元，其账面价值为550万元。截至20×6年12月31日，该办公楼的公允价值为900万元。而在20×7年6月30日，甲公司收回租赁期届满的办公楼并对外出售，获取价款950万元。请问上述交易或事项对甲公司20×7年度损益的影响金额是多少？ A. 50万元
auto_neuron_FinEval_neurons_accounting_29,FinEval,accounting,下列关于固定资产减值的表述中，符合会计准则规定的是____。,regularity,0,2,neuron,,下列关于固定资产减值的表述中，符合会计准则规定的是____。 A. 如果账面价值小于可收回金额，需要计提资产减值准备 | B. 固定资产的公允价值减去处置费用后的净额高于其账面价值，但预计未来现金流量现值低于其账面价值的，应当计提减值 | C. 计提固定资产减值准备的支出应该从应纳税所得额中扣除 | D. 单项固定资产本身的可收回金额难以有效估计的，应当以其所在的资产组为基础确定可收回金额 答案:D
auto_neuron_FinEval_neurons_accounting_30,FinEval,accounting,为了资产减值测试的目的，企业需要对资产未来现金流量进行预计，并选择恰当的折现率对其进行折现，以确定资产预计未来现金流量的,regularity,0,2,neuron,,为了资产减值测试的目的，企业需要对资产未来现金流量进行预计，并选择恰当的折现率对其进行折现，以确定资产预计未来现金流量的现值。根据企业会计准则的规定，预计资产未来现金流量的期限应当是____。 A. 10年 | B. 5年 | C. 资产剩余使用寿命 | D. 企业经营期限 答案:C
auto_neuron_FinEval_neurons_accounting_37,FinEval,accounting,甲公司共有200名职工，从2014年1月1日起，该公司实行累积带薪缺勤制度。该制度规定，每名职工每年可享受5个工作日的带,regularity,0,3,neuron,,甲公司共有200名职工，从2014年1月1日起，该公司实行累积带薪缺勤制度。该制度规定，每名职工每年可享受5个工作日的带薪年休假，未使用的年休假只能向后结转一个日历年度，超过1年未行使的权利作废；职工休年休假时，首先使用当年享受的权利，不足部分再从上年结转的带薪年休假中扣除；职工离开公司时，对未使用的累积带薪年休假无权获得现金支付。2014年12月31日，每名职工当年平均未使用带薪年休假为1天。2015年12月31日，每名职工当年平均未使用带薪年休假为2天，甲公司预计2016
auto_neuron_FinEval_neurons_accounting_38,FinEval,accounting,某公司是一家增值税一般纳税人，适用13$\%$的增值税税率来销售或进口货物。该公司共有20名总部管理人员。截至2015年,regularity,0,3,neuron,,某公司是一家增值税一般纳税人，适用13$\%$的增值税税率来销售或进口货物。该公司共有20名总部管理人员。截至2015年1月1日，该公司向这些管理人员售出的住房平均每套购买价格为28万元，销售价格为每套16万元。销售合同规定，职工在取得住房后必须在该公司服务满10年（含2015年1月）。于2015年7月15日，该公司又向这些管理人员发放了本公司生产的笔记本电脑，每人一台。每台电脑的成本为0.36万元，售价（或者说计税价格）为0.4万元。假设该公司采用直线法摊销长期待摊费用，并
auto_neuron_FinEval_neurons_accounting_39,FinEval,accounting,2015年7月1日某房地产开发企业将100套全新的公寓以优惠价格向职工出售，购买公寓的职工共计200名，其中160名为销,regularity,0,2,neuron,,2015年7月1日某房地产开发企业将100套全新的公寓以优惠价格向职工出售，购买公寓的职工共计200名，其中160名为销售业务骨干，40名为公司总部管理人员。该公司向销售业务骨干出售的住房平均每套市场价为100万元，出售的价格为每套80万元，每套成本为40万元；向管理人员出售的住房平均每套市场价为180万元，出售的价格为每套150万元，每套成本为60万元。假定该200名职工均在2015年7月1日购买了公司出售的住房，售房协议规定，职工在取得住房后必须在公司服务10年。不考虑其
auto_neuron_FinEval_neurons_auditing_7,FinEval,auditing,注册会计师在尽职调查被审计单位时错误的是____。,abstraction,2,0,neuron,,注册会计师在尽职调查被审计单位时错误的是____。 A. 了解被审计单位的筹资活动，有助于注册会计师评估被审计单位在融资方面的压力，并进一步考虑被审计单位在可预见未来的持续经营能力 | B. 了解被审计单位的治理结构，有助于注册会计师关注被审计单位在经营策略和方向上的重大变化 | C. 了解被审计单位的经营活动，有助于注册会计师识别预期在财务报表中反映的主要交易类别、重要账户余额和列报 | D. 了解被审计单位的所有权结构，有助于注册会计师识别关联方关系并了解被审计单位的决策
auto_neuron_FinEval_neurons_auditing_14,FinEval,auditing,下列关于选取测试项目的方法的说法中，错误的是____。,abstraction,2,0,neuron,,下列关于选取测试项目的方法的说法中，错误的是____。 A. 如果被审计单位的控制环境良好，注册会计师可以更多地在期中实施进一步审计程序 | B. 存在特定风险时，可以选取全部项目进行测试 | C. 由于信息系统自动执行的计算，选取全部项目进行检查符合成本效益原则 | D. 注册会计师从总体中的特定项目中选取一部分进行针对性测试，即采用审计抽样 答案:D
auto_neuron_FinEval_neurons_auditing_24,FinEval,auditing,以下关于审计工作底稿归档的说法中，正确的是____。,regularity,0,2,neuron,,以下关于审计工作底稿归档的说法中，正确的是____。 A. 若将电子或其他介质形式存在的工作底稿通过打印等方式转换成纸质形式的工作底稿，归档时只需保存纸质的工作底稿 | B. 如果针对客户的同一财务信息执行不同的委托业务，出具两个或多个不同的报告，应在规定的最后的归档期限内将其归整为一份最终审计档案 | C. 如果未完成审计业务，无需归档 | D. 如果未完成审计业务，审计工作底稿的归档期限是审计业务中止后的60天内 答案:D
auto_neuron_FinEval_neurons_auditing_34,FinEval,auditing,下列哪一内部控制设计存在不足的是____。,regularity,0,2,neuron,,下列哪一内部控制设计存在不足的是____。 A. 依据附有有效装运凭证和销售单的销售发票记录销售 | B. 客户的订单只有符合管理层授权的标准时才能接受 | C. 独立检查已处理销售发票上的销售金额与会计记录金额的一致性 | D. 定期向客户寄送对账单，并要求客户将任何例外情况直接向指定的未执行或记录销售交易的会计主管报告 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_12,FinEval,banking_practitioner_qualification_certificate,2023年11月1日，国家金融监督管理总局公布《商业银行资本管理办法》。商业银行持有的资本是否能够充分覆盖风险，取决于两,regularity,0,2,neuron,,2023年11月1日，国家金融监督管理总局公布《商业银行资本管理办法》。商业银行持有的资本是否能够充分覆盖风险，取决于两方面的因素____。 A. 持有资本的数量(资本充足率计算公式的分子)，面临的实际风险水平(资本充足率计算公式的分母) | B. 持有资本的数量(资本充足率计算公式的分母)，预期风险水平(资本充足率计算公式的分子) | C. 持有资本的变化量(资本充足率计算公式的分母)，预期风险水平(资本充足率计算公式的分母) | D. 预期风险水平(资本充足率计算公式的分
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_17,FinEval,banking_practitioner_qualification_certificate,以下关于市场准入的描述中，错误的是____。,abstraction,2,1,neuron,,以下关于市场准入的描述中，错误的是____。 A. 市场准入是指监管部门采取行政许可措施，审查和批准市场主体进入某一领域并从事相关活动的机制 | B. 机构准入是指指按照法律标准批准设立银行机构法人或其分支机构 | C. 业务准入是指按照盈利性原则，批准银行机构的业务范围、开辟新的业务品种 | D. 高级管理人员准入，是指对银行机构高级管理人员任职资格的认可或核准 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_21,FinEval,banking_practitioner_qualification_certificate,通常有三种方法用于定义压力情景中各种风险因素之间内部一致的定量关系，三种方法不包括____。,abstraction,3,0,neuron,,通常有三种方法用于定义压力情景中各种风险因素之间内部一致的定量关系，三种方法不包括____。 A. 依赖于历史经济危机事件中相关风险因子的变化情况来设计情景 | B. 使用历史模拟法，选择统计分布的尾部来定义某些或某类风险因子的变化区间 | C. 建立定量模型来刻画各风险因子之间的变化关系 | D. 建立定性模型来刻画各风险因子之间的变化关系 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_32,FinEval,banking_practitioner_qualification_certificate,银行账簿利率往往有风险管理措施，其中不包括____。,abstraction,2,0,neuron,,银行账簿利率往往有风险管理措施，其中不包括____。 A. 完善银行账簿利率风险治理结构 | B. 加强资产负债匹配管理 | C. 完善商业银行的定价机制 | D. 实施业务单一化的发展战略 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_44,FinEval,banking_practitioner_qualification_certificate,目前个人住房贷款特点不包括____。,regularity,1,2,neuron,,目前个人住房贷款特点不包括____。 A. 风险具有非系统性特点 | B. 大多以抵押为前提建立借贷关系 | C. 贷款期限长 | D. 贷款金额较大 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_51,FinEval,banking_practitioner_qualification_certificate,商用房贷款是指银行向个人发放的用于定向购买或租赁商用房所需资金的贷款，如中国银行的个人商用房贷款，交通银行的个人商铺贷款,regularity,0,2,neuron,,商用房贷款是指银行向个人发放的用于定向购买或租赁商用房所需资金的贷款，如中国银行的个人商用房贷款，交通银行的个人商铺贷款。对个人商用房贷款，贷款审批人应分析的内容不包括____。 A. 贷款资料是否完整、齐全 | B. 借款人是否符合条件、资信是否良好、还款来源是否足额可信 | C. 借款人户籍所在地是否在贷款银行所在地区 | D. 贷款担保是否符合规定，权属是否清晰 答案:C
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_52,FinEval,banking_practitioner_qualification_certificate,以下哪个表述关于个人商用房贷款贷前调查是错误的？,regularity,0,2,neuron,,以下哪个表述关于个人商用房贷款贷前调查是错误的？ A. 贷款经办行调查完毕后，应及时将贷款资料移交审查审批部门 | B. 个人经营贷款调查由贷款经办行负责，贷款实行双人调查和见客谈话制度 | C. 应调查借款人是否已支付首期房款，首付款比例是否符合要求 | D. 在计算借款人收入时，不可将所购置商用房未来可能产生的租金收入作为借款人收入 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_72,FinEval,banking_practitioner_qualification_certificate,诚实公平地提供服务，不受经济利益、关联关系和外界压力等影响，从客户利益出发，做出合理、谨慎的专业判断，公平合理地对待客户,abstraction,2,0,neuron,,诚实公平地提供服务，不受经济利益、关联关系和外界压力等影响，从客户利益出发，做出合理、谨慎的专业判断，公平合理地对待客户、委托人、合伙人和雇主，并公正、诚实地披露其在提供专业服务过程中遇到的利益冲突，这是理财师哪项职业道德基本原则的要求____。 A. 遵纪守法 | B. 保守秘密 | C. 正直守信 | D. 客观公正 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_85,FinEval,banking_practitioner_qualification_certificate,下列选项中，信贷业务政策符合性审查不包括____。,regularity,0,3,neuron,,下列选项中，信贷业务政策符合性审查不包括____。 A. 借款用途是否合法合规 | B. 借款人从事的经营活动是否符合国家产业政策、技术政策、区域政策、环保政策和外部监管要求 | C. 借款人的信用等级评定、授信额度核定、定价、期限、支付方式等是否符合银行信贷政策制度 | D. 借款人申请贷款是否履行了法律法规或公司章程规定的授权程序 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_96,FinEval,banking_practitioner_qualification_certificate,逾期贷款是亦称“超期贷款”或“过期贷款”。指贷款项目在合同规定还款期限内，尚未还清的贷款部分贷款逾期是反映客户风险的客观,regularity,0,2,neuron,,逾期贷款是亦称“超期贷款”或“过期贷款”。指贷款项目在合同规定还款期限内，尚未还清的贷款部分贷款逾期是反映客户风险的客观信号，贷款逾期超过一定期限（如90天以上），至少应划分为____。 A. 正常类 | B. 可疑类 | C. 损失类 | D. 次级类 答案:D
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_101,FinEval,banking_practitioner_qualification_certificate,应采用贷款人受托支付方式的情形有很多，但原则上不包括下列哪种情形____。,abstraction,2,1,neuron,,应采用贷款人受托支付方式的情形有很多，但原则上不包括下列哪种情形____。 A. 对于流动资金贷款，贷款人与借款人新建立信贷业务关系且借款人信用状况良好 | B. 对于流动资金贷款，支付对象明确且单笔支付金额较大 | C. 对于固定资产贷款，单笔金额超过项目总投资的5$\%$ | D. 对于固定资产贷款，单笔金额超过500万元人民币 答案:A
auto_neuron_FinEval_neurons_banking_practitioner_qualification_certificate_114,FinEval,banking_practitioner_qualification_certificate,金融会计是我国会计体系的主要组成部分，是按照会计的基本原理、基本原则和基本方法，金融企业会计的主要特点不包括____。,abstraction,4,0,neuron,,金融会计是我国会计体系的主要组成部分，是按照会计的基本原理、基本原则和基本方法，金融企业会计的主要特点不包括____。 A. 核算方法的独特性 | B. 监督的政策性 | C. 风险管理的严格性 | D. 核算内容的社会性 答案:C
auto_neuron_FinEval_neurons_central_banking_5,FinEval,central_banking,以下有关中央银行遵循公开性原则目的的表述，错误的是____。,abstraction,2,0,neuron,,以下有关中央银行遵循公开性原则目的的表述，错误的是____。 A. 有利于公共监督中央银行 | B. 有利于增强货币政策的告示效应 | C. 向社会提供金融信息 | D. 提高中央银行的权威性 答案:D
auto_neuron_FinEval_neurons_certified_practising_accountant_3,FinEval,certified_practising_accountant,出国访学的甲回国后，发现邻居乙的房屋外墙摇摇欲坠，随时可能倒向自己的房屋，更发现乙存在擅自入住自己房屋、在自己房屋门口随,regularity,0,2,neuron,,出国访学的甲回国后，发现邻居乙的房屋外墙摇摇欲坠，随时可能倒向自己的房屋，更发现乙存在擅自入住自己房屋、在自己房屋门口随意倾倒垃圾、毁坏自己房屋门窗等不当行为，遂向乙提出若干请求。根据基本民事法律制度的规定，下列请求权中，适用诉讼时效的是____。 A. 请求乙修缮其随时可能倒塌的房屋外墙 | B. 请求乙立刻停止一切不当行为 | C. 请求乙赔偿毁坏的门窗损失 | D. 请求乙不能进入自己的房屋 答案:C
auto_neuron_FinEval_neurons_certified_practising_accountant_8,FinEval,certified_practising_accountant,下列有关注册会计师尽职调查的表述，不正确的是____。,abstraction,2,0,neuron,,下列有关注册会计师尽职调查的表述，不正确的是____。 A. 了解被审计单位筹资活动，有助于注册会计师评估被审计单位在融资方面的压力，并进一步考虑被审计单位在可预见未来的持续经营能力 | B. 了解被审计单位所有权结构，有助于注册会计师识别关联方关系并了解被审计单位的决策过程 | C. 了解被审计单位治理结构，有助于注册会计师关注被审计单位在经营策略和方向上的重大变化 | D. 了解被审计单位经营活动，有助于注册会计师识别预期在财务报表中反映的主要交易类别、重要账户余额和列报
auto_neuron_FinEval_neurons_certified_practising_accountant_25,FinEval,certified_practising_accountant,某成立于 2019 年 5 月的企业的其财务人员于 2020 年 4 月咨询符合什么标准才能作为小微企业享受企业所得税优,regularity,0,2,neuron,,某成立于 2019 年 5 月的企业的其财务人员于 2020 年 4 月咨询符合什么标准才能作为小微企业享受企业所得税优惠。财务人员的下列表述中，符合税法规定的是____。 A. 小型微利企业优惠政策可适用于限制性行业 | B. 小型微利企业资产总额指标按企业全年的季度平均值确定 | C. 计算小型微利企业从事人数指标时不包括企业接受的劳务派遣人数 | D. 年度中间开业的小型微利企业从下一实际经营期开始确定相关指标 答案:B
auto_neuron_FinEval_neurons_certified_practising_accountant_29,FinEval,certified_practising_accountant,因纳税义务人违反规定而造成的少征关税，海关可以自纳税义务人缴纳税款或者货物、物品放行之日起的一定期限内追征。这一期限是_,regularity,0,2,neuron,,因纳税义务人违反规定而造成的少征关税，海关可以自纳税义务人缴纳税款或者货物、物品放行之日起的一定期限内追征。这一期限是____。 A. 2 年 | B. 3 年 | C. 10 年 | D. 8 年 答案:B
auto_neuron_FinEval_neurons_certified_practising_accountant_34,FinEval,certified_practising_accountant,甲将一套价值1000万元的一居室住房与乙进行交换，以获得一套两居室住房。在此过程中，甲需要向乙支付500万元作为换房差价,regularity,0,2,neuron,,甲将一套价值1000万元的一居室住房与乙进行交换，以获得一套两居室住房。在此过程中，甲需要向乙支付500万元作为换房差价款。根据当地的契税税率为4$\%$，请计算甲应缴纳的契税金额。 A. 0 万元 | B. 20 万元 | C. 40 万元 | D. 60 万元 答案:B
auto_neuron_FinEval_neurons_china_actuary_8,FinEval,china_actuary,当LAC曲线随着产出增加而下降，可能是因为____。,abstraction,2,0,neuron,,当LAC曲线随着产出增加而下降，可能是因为____。 A. 规模的经济性 | B. 规模的不经济性 | C. 收益递减规律 | D. 替代效应 答案:A
auto_neuron_FinEval_neurons_china_actuary_32,FinEval,china_actuary,某公司在财产清查中盘盈9成新的设备一台，公司同类设备于1年前购买时的单价为10万元，预计使用6年。按当前市场条件，重新购,regularity,0,2,neuron,,某公司在财产清查中盘盈9成新的设备一台，公司同类设备于1年前购买时的单价为10万元，预计使用6年。按当前市场条件，重新购买该设备需支付13万元。公司以重置成本将该设备入账，入账金额为____。 A. 80000元 | B. 90000元 | C. 117000元 | D. 100000元 答案:C
auto_neuron_FinEval_neurons_corporate_finance_11,FinEval,corporate_finance,下列长期投资决策的评估标准中，以下指标的计算结果与建设期的长度、资金投入方式、回收额以及净现金流量的大小等条件无关的是_,regularity,0,2,neuron,,下列长期投资决策的评估标准中，以下指标的计算结果与建设期的长度、资金投入方式、回收额以及净现金流量的大小等条件无关的是____。 A. 投资利润率 | B. 投资回收期 | C. 内部收益率 | D. 净现值率 答案:D
auto_neuron_FinEval_neurons_corporate_finance_15,FinEval,corporate_finance,试试看，下列哪一种理论框架用以解释资本市场中风险和预期回报之间的相互作用？,abstraction,3,0,neuron,,试试看，下列哪一种理论框架用以解释资本市场中风险和预期回报之间的相互作用？ A. 风险分散效应 | B. 资本资产定价模型(CAPM) | C. 市场组合 | D. 有效集 答案:B
auto_neuron_FinEval_neurons_corporate_finance_19,FinEval,corporate_finance,以下哪个理论用于解释资本资产定价模型(CAPM)中的风险和收益关系____。,abstraction,2,0,neuron,,以下哪个理论用于解释资本资产定价模型(CAPM)中的风险和收益关系____。 A. 有效前沿 | B. 资本市场线 | C. 套利定价理论 | D. 资产市场线 答案:B
auto_neuron_FinEval_neurons_corporate_finance_32,FinEval,corporate_finance,以下关于期权定价的方法中，错误的是____。,abstraction,2,0,neuron,,以下关于期权定价的方法中，错误的是____。 A. 单期二叉树模型假设未来股票的价格将是两种可能值中的一个 | B. 二叉树模型中期数划分不同得到的结果也不同 | C. 二叉树模型中期数的划分不会影响期权估价的结果 | D. 二叉树模型划分的期数越多，期权估价的结果与BS模型越接近 答案:C
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_4,FinEval,corporate_strategy_and_risk_management,依据企业在不同发展阶段的不同特征，下列选项中正确的是____。,abstraction,2,0,neuron,,依据企业在不同发展阶段的不同特征，下列选项中正确的是____。 A. 衰退期企业的财务风险和经营风险都很高，股利全部分配给股东，股价呈下降且波动趋势 | B. 成熟期企业财务风险和经营风险和股利分配率均为中等，资本结构为权益资本加债务资本 | C. 导入期企业经营风险很高而财务风险很低，风险资本是资本主要来源，随着企业的发展股价迅速增长 | D. 成长期经营风险高而财务风险低，权益资本在资本来源中所占的比重增加，股利分配率低且股价也较低 答案:C
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_12,FinEval,corporate_strategy_and_risk_management,甲制药公司是一家经过国有企业改制的新兴民营企业，专注于补血类产品线的开发。然而，资金和管理方面存在问题，导致甲公司在补血,abstraction,2,0,neuron,,甲制药公司是一家经过国有企业改制的新兴民营企业，专注于补血类产品线的开发。然而，资金和管理方面存在问题，导致甲公司在补血类产品市场的发展受到了阻碍。为了克服这种情况，公司董事会经过慎重考虑决定进行全面的企业管理结构重塑。然而，实施变革面临着巨大挑战，因为变革初期就与多个部门的文化发生冲突。基于战略稳定性与文化适应性矩阵的原则，甲制药公司在实施上述战略时，可以采取的策略不包括____。 A. 高层管理人员决心进行变革，向全体员工讲明变革的意义 | B. 人力资源部门即将招聘一批
auto_neuron_FinEval_neurons_corporate_strategy_and_risk_management_14,FinEval,corporate_strategy_and_risk_management,某公司原本拥有三个产品事业部，每个事业部只有一条产品线，但是通过收购另两家公司，如今公司三个事业部中每个事业部都有多条产,abstraction,2,0,neuron,,某公司原本拥有三个产品事业部，每个事业部只有一条产品线，但是通过收购另两家公司，如今公司三个事业部中每个事业部都有多条产品线。目前该公司的组织结构的优点不包括____。 A. 便于企业持续成长 | B. CEO所在的总部员工的工作量会有所减轻 | C. 能够通过诸如资本利润率等方法对事业部的绩效进行财务评估和比较 | D. 与产品主管和职能主管之间的联系更加直接，从而能够做出更有质量的决策 答案:D
