card_id,ceval_subject,ceval_chinese_name,discipline,module,upper_concept,sub_concept,node_type,matched_question_count,definition_clue_count,regularity_clue_count,trap_clue_count,example_count,needs_authoritative_upgrade
ceval_card.high_school_biology.036.携带遗传信息,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,携带遗传信息,concept,2,0,0,0,2,True
ceval_card.high_school_biology.037.上面有密码子,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,上面有密码子,concept,2,0,0,0,2,True
ceval_card.high_school_biology.038.能转录产生mRNA,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,能转录产生mRNA,concept,2,0,0,0,2,True
ceval_card.high_school_biology.039.能进入核糖体,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,能进入核糖体,concept,2,0,0,0,2,True
ceval_card.high_school_biology.040.能控制蛋白质的合成,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,能控制蛋白质的合成,concept,2,0,0,0,2,True
ceval_card.high_school_biology.041.aabb,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,aabb,abstraction_or_regularity,2,0,0,0,2,True
ceval_card.high_school_biology.042.不正确的是,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,不正确的是,concept,8,0,0,0,8,True
ceval_card.high_school_biology.043.下列说法正确的是,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,下列说法正确的是,procedure,2,0,0,0,2,True
ceval_card.high_school_biology.044.分化,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,分化,abstraction_or_regularity,9,0,0,0,8,True
ceval_card.high_school_biology.045.衰老,high_school_biology,高中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,衰老,formula_or_calculation,8,0,0,0,8,True
ceval_card.middle_school_biology.001.心室,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,心室,concept,5,0,0,0,5,True
ceval_card.middle_school_biology.002.心房,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,心房,concept,4,0,0,0,4,True
ceval_card.middle_school_biology.003.不正确的是,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,不正确的是,abstraction_or_regularity,10,0,2,1,8,True
ceval_card.middle_school_biology.004.细胞质,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,细胞质,procedure,7,2,2,0,7,True
ceval_card.middle_school_biology.005.葫芦藓,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,葫芦藓,concept,3,4,0,2,3,True
ceval_card.middle_school_biology.006.细胞壁,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,细胞壁,concept,7,1,2,0,7,True
ceval_card.middle_school_biology.007.正确的是,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,正确的是,abstraction_or_regularity,39,0,2,1,8,True
ceval_card.middle_school_biology.008.动脉,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,动脉,concept,7,0,0,0,7,True
ceval_card.middle_school_biology.009.静脉,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,静脉,concept,8,0,0,0,8,True
ceval_card.middle_school_biology.010.首先,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,首先,concept,6,5,4,5,6,True
ceval_card.middle_school_biology.011.细胞膜,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,细胞膜,concept,6,1,2,0,6,True
ceval_card.middle_school_biology.012.细胞核,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,细胞核,concept,12,2,2,0,8,True
ceval_card.middle_school_biology.013.光合作用,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,光合作用,procedure,16,0,0,0,8,True
ceval_card.middle_school_biology.014.蒸腾作用,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,蒸腾作用,procedure,10,0,0,0,8,True
ceval_card.middle_school_biology.015.呼吸作用,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,呼吸作用,procedure,13,0,0,0,8,True
ceval_card.middle_school_biology.016.细菌,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,细菌,concept,12,5,2,0,8,True
ceval_card.middle_school_biology.017.向日葵,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,向日葵,concept,1,4,0,2,1,True
ceval_card.middle_school_biology.018.玉米,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,玉米,concept,4,4,0,2,4,True
ceval_card.middle_school_biology.019.下列各项中,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,下列各项中,procedure,5,0,0,0,5,True
ceval_card.middle_school_biology.020.错误的是,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,错误的是,formula_or_calculation,23,0,0,2,8,True
ceval_card.middle_school_biology.021.组织,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,组织,concept,10,0,0,0,8,True
ceval_card.middle_school_biology.022.毛细血管网,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,毛细血管网,concept,2,0,0,0,2,True
ceval_card.middle_school_biology.023.绿色植物,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,绿色植物,concept,8,0,0,0,8,True
ceval_card.middle_school_biology.024.猫头鹰,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,猫头鹰,concept,1,0,0,0,1,True
ceval_card.middle_school_biology.025.小鱼,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,小鱼,concept,1,0,0,0,1,True
ceval_card.middle_school_biology.026.大鱼,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,大鱼,concept,1,0,0,0,1,True
ceval_card.middle_school_biology.027.不符合题意,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,不符合题意,concept,1,3,0,2,1,True
ceval_card.middle_school_biology.028.不能独立生活,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,不能独立生活,concept,2,1,2,1,2,True
ceval_card.middle_school_biology.029.其次,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,其次,concept,3,3,4,1,3,True
ceval_card.middle_school_biology.030.建立自然保护区是保护生物多样性最为有效的措施,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,建立自然保护区是保护生物多样性最为有效的措施,abstraction_or_regularity,2,1,0,2,2,True
ceval_card.middle_school_biology.031.这是正确的,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,这是正确的,concept,1,3,0,2,1,True
ceval_card.middle_school_biology.032.乳酸菌,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,乳酸菌,procedure,6,0,0,0,6,True
ceval_card.middle_school_biology.033.繁殖行为,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,繁殖行为,formula_or_calculation,3,0,0,0,3,True
ceval_card.middle_school_biology.034.防御行为,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,防御行为,formula_or_calculation,3,0,0,0,3,True
ceval_card.middle_school_biology.035.果实,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,果实,concept,4,2,0,2,4,True
ceval_card.middle_school_biology.036.肌肉,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,肌肉,concept,3,0,0,0,3,True
ceval_card.middle_school_biology.037.膈肌收缩,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,膈肌收缩,concept,2,0,0,0,2,True
ceval_card.middle_school_biology.038.器官,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,器官,concept,18,0,0,0,8,True
ceval_card.middle_school_biology.039.无机盐,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,无机盐,abstraction_or_regularity,11,0,0,0,8,True
ceval_card.middle_school_biology.040.青蛙,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,青蛙,concept,7,0,0,0,7,True
ceval_card.middle_school_biology.041.线粒体,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,线粒体,procedure,3,0,0,0,3,True
ceval_card.middle_school_biology.042.叶绿体,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,叶绿体,procedure,3,0,0,0,3,True
ceval_card.middle_school_biology.043.下列有关叙述正确的是,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,下列有关叙述正确的是,procedure,3,0,0,0,3,True
ceval_card.middle_school_biology.044.保护组织,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,保护组织,abstraction_or_regularity,4,0,0,0,4,True
ceval_card.middle_school_biology.045.营养组织,middle_school_biology,初中生物,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,营养组织,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.middle_school_physics.001.下列说法正确的是,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,下列说法正确的是,formula_or_calculation,27,0,0,0,8,True
ceval_card.middle_school_physics.002.下列说法中正确的是,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,下列说法中正确的是,procedure,13,0,0,2,8,True
ceval_card.middle_school_physics.003.正确的是,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,正确的是,procedure,94,1,6,6,8,True
ceval_card.middle_school_physics.004.石油,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,石油,abstraction_or_regularity,5,2,1,2,5,True
ceval_card.middle_school_physics.005.太阳能,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,太阳能,concept,9,2,1,2,8,True
ceval_card.middle_school_physics.006.液化,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,液化,concept,5,2,4,3,5,True
ceval_card.middle_school_physics.007.音色,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,音色,concept,10,2,1,0,8,True
ceval_card.middle_school_physics.008.首先,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,首先,formula_or_calculation,6,5,6,6,6,True
ceval_card.middle_school_physics.009.放大的实像,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,放大的实像,concept,3,1,0,2,3,True
ceval_card.middle_school_physics.010.青山,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,青山,concept,3,0,0,0,3,True
ceval_card.middle_school_physics.011.竹排,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,竹排,concept,1,0,0,0,1,True
ceval_card.middle_school_physics.012.嫦娥四号,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,嫦娥四号,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.middle_school_physics.013.下列说法中不正确的是,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,下列说法中不正确的是,abstraction_or_regularity,4,0,0,0,4,True
ceval_card.middle_school_physics.014.白气,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,白气,abstraction_or_regularity,4,0,0,0,4,True
ceval_card.middle_school_physics.015.放大镜,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,放大镜,abstraction_or_regularity,6,0,0,0,6,True
ceval_card.middle_school_physics.016.凝固,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,凝固,procedure,6,0,4,3,6,True
ceval_card.middle_school_physics.017.升华,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,升华,procedure,8,0,4,3,8,True
ceval_card.middle_school_physics.018.凝华,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,凝华,concept,7,2,4,3,7,True
ceval_card.middle_school_physics.019.汽化,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,汽化,procedure,6,0,0,0,6,True
ceval_card.middle_school_physics.020.风能,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,风能,abstraction_or_regularity,4,0,0,0,4,True
ceval_card.middle_school_physics.021.是液化现象,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,是液化现象,procedure,1,2,4,3,1,True
ceval_card.middle_school_physics.022.是凝华现象,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,是凝华现象,procedure,3,2,4,3,3,True
ceval_card.middle_school_physics.023.的说法错误,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,的说法错误,procedure,2,3,4,3,2,True
ceval_card.middle_school_physics.024.温度一定升高,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,温度一定升高,concept,2,0,0,0,2,True
ceval_card.middle_school_physics.025.动能不变,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,动能不变,procedure,3,0,0,0,3,True
ceval_card.middle_school_physics.026.机械能增大,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,机械能增大,procedure,3,0,0,0,3,True
ceval_card.middle_school_physics.027.电风扇,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,电风扇,abstraction_or_regularity,4,0,0,0,4,True
ceval_card.middle_school_physics.028.下列现象中,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,下列现象中,formula_or_calculation,4,0,0,0,4,True
ceval_card.middle_school_physics.029.红外线,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,红外线,concept,3,0,0,0,3,True
ceval_card.middle_school_physics.030.电磁波,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,电磁波,concept,11,0,0,0,8,True
ceval_card.middle_school_physics.031.超声波,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,超声波,concept,6,0,0,0,6,True
ceval_card.middle_school_physics.032.次声波,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,次声波,concept,4,0,0,0,4,True
ceval_card.middle_school_physics.033.闻其声知其人,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,闻其声知其人,formula_or_calculation,3,0,0,0,3,True
ceval_card.middle_school_physics.034.投影仪,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,投影仪,abstraction_or_regularity,4,0,0,0,4,True
ceval_card.middle_school_physics.035.响度,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,响度,concept,7,0,0,0,7,True
ceval_card.middle_school_physics.036.音调,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,音调,concept,12,0,0,0,8,True
ceval_card.middle_school_physics.037.北斗,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,北斗,concept,4,0,0,0,4,True
ceval_card.middle_school_physics.038.竖直向上,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,竖直向上,concept,1,0,0,0,1,True
ceval_card.middle_school_physics.039.频率,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,频率,concept,5,1,1,0,5,True
ceval_card.middle_school_physics.040.振幅,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,振幅,concept,5,1,1,0,5,True
ceval_card.middle_school_physics.041.其次,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,其次,concept,2,2,1,2,2,True
ceval_card.middle_school_physics.042.下列分析正确的是,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,下列分析正确的是,formula_or_calculation,2,1,2,1,2,True
ceval_card.middle_school_physics.043.我们分析选项,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,我们分析选项,formula_or_calculation,2,3,6,4,2,True
ceval_card.middle_school_physics.044.根据以上分析,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,根据以上分析,formula_or_calculation,2,3,6,4,2,True
ceval_card.middle_school_physics.045.关于光现象,middle_school_physics,初中物理,物理与工程大类,物理工程,模型、定律与工程规范,关于光现象,formula_or_calculation,5,0,0,2,5,True
ceval_card.middle_school_chemistry.001.text,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,text,formula_or_calculation,16,0,0,0,8,True
ceval_card.middle_school_chemistry.002.CO,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,CO,formula_or_calculation,20,1,0,0,8,True
ceval_card.middle_school_chemistry.003.NO,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,NO,formula_or_calculation,9,1,0,0,8,True
ceval_card.middle_school_chemistry.004.Cu,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,Cu,abstraction_or_regularity,7,1,1,0,7,True
ceval_card.middle_school_chemistry.005.pH,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,pH,formula_or_calculation,9,0,0,0,8,True
ceval_card.middle_school_chemistry.006.Na,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,Na,formula_or_calculation,11,1,0,0,8,True
ceval_card.middle_school_chemistry.007.Ca,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,Ca,procedure,8,1,0,0,8,True
ceval_card.middle_school_chemistry.008.Mg,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,Mg,formula_or_calculation,6,0,0,0,6,True
ceval_card.middle_school_chemistry.009.下列说法正确的是,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,下列说法正确的是,formula_or_calculation,8,0,0,0,8,True
ceval_card.middle_school_chemistry.010.OH,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,OH,formula_or_calculation,7,1,0,0,7,True
ceval_card.middle_school_chemistry.011.2O,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,2O,concept,4,2,1,0,4,True
ceval_card.middle_school_chemistry.012.NH,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,NH,procedure,5,0,0,0,5,True
ceval_card.middle_school_chemistry.013.下列变化属于化学变化的是,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,下列变化属于化学变化的是,concept,6,0,0,0,6,True
ceval_card.middle_school_chemistry.014.Ba,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,Ba,formula_or_calculation,3,0,0,0,3,True
ceval_card.middle_school_chemistry.015.Cl,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,Cl,formula_or_calculation,11,0,0,0,8,True
ceval_card.middle_school_chemistry.016.肥皂水,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,肥皂水,formula_or_calculation,9,0,0,0,8,True
ceval_card.middle_school_chemistry.017.NaOH,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,NaOH,concept,3,1,0,0,3,True
ceval_card.middle_school_chemistry.018.3H,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,3H,concept,4,1,1,0,4,True
ceval_card.middle_school_chemistry.019.SO,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,SO,formula_or_calculation,8,2,1,0,8,True
ceval_card.middle_school_chemistry.020.混合物,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,混合物,concept,12,0,1,0,8,True
ceval_card.middle_school_chemistry.021.下列说法不正确的是,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,下列说法不正确的是,abstraction_or_regularity,5,0,0,0,5,True
ceval_card.middle_school_chemistry.022.正确的是,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,正确的是,abstraction_or_regularity,87,1,1,4,8,True
ceval_card.middle_school_chemistry.023.侯德榜,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,侯德榜,concept,8,0,0,0,8,True
ceval_card.middle_school_chemistry.024.金刚石,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,金刚石,procedure,10,0,0,0,8,True
ceval_card.middle_school_chemistry.025.2CO,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,2CO,concept,2,1,0,0,2,True
ceval_card.middle_school_chemistry.026.的俗名,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,的俗名,concept,2,1,0,0,2,True
ceval_card.middle_school_chemistry.027.frac,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,frac,concept,2,1,1,0,2,True
ceval_card.middle_school_chemistry.028.下列有关实验现象的描述正确的是,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,下列有关实验现象的描述正确的是,concept,4,0,0,3,4,True
ceval_card.middle_school_chemistry.029.下列说法错误的是,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,下列说法错误的是,formula_or_calculation,4,0,0,0,4,True
ceval_card.middle_school_chemistry.030.屠呦呦,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,屠呦呦,concept,5,0,0,0,5,True
ceval_card.middle_school_chemistry.031.湿衣晾干,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,湿衣晾干,procedure,4,0,0,0,4,True
ceval_card.middle_school_chemistry.032.石蜡熔化,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,石蜡熔化,procedure,4,0,0,0,4,True
ceval_card.middle_school_chemistry.033.化学式为,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,化学式为,formula_or_calculation,8,1,0,0,8,True
ceval_card.middle_school_chemistry.034.米饭,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,米饭,concept,5,0,0,0,5,True
ceval_card.middle_school_chemistry.035.蛋白质,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,蛋白质,concept,9,0,0,0,8,True
ceval_card.middle_school_chemistry.036.油脂,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,油脂,abstraction_or_regularity,7,0,0,0,7,True
ceval_card.middle_school_chemistry.037.糖类,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,糖类,concept,8,0,0,0,8,True
ceval_card.middle_school_chemistry.038.纯碱,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,纯碱,concept,5,1,0,0,5,True
ceval_card.middle_school_chemistry.039.选项正确,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,选项正确,formula_or_calculation,3,5,1,1,3,True
ceval_card.middle_school_chemistry.040.2SO,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,2SO,procedure,2,2,1,0,2,True
ceval_card.middle_school_chemistry.041.下列说法中正确的是,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,下列说法中正确的是,concept,3,1,0,0,3,True
ceval_card.middle_school_chemistry.042.Al,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,Al,concept,2,0,0,0,2,True
ceval_card.middle_school_chemistry.043.氧气,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,氧气,procedure,27,1,1,4,8,True
ceval_card.middle_school_chemistry.044.酒精挥发,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,酒精挥发,procedure,3,0,0,0,3,True
ceval_card.middle_school_chemistry.045.石墨和,middle_school_chemistry,初中化学,化学大类,化学,物质结构、反应与实验,石墨和,concept,3,0,0,0,3,True
ceval_card.veterinary_medicine.001.正确的是,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,正确的是,procedure,22,0,0,0,8,True
ceval_card.veterinary_medicine.002.max,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,max,formula_or_calculation,3,0,0,0,3,True
ceval_card.veterinary_medicine.003.错误的是,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,错误的是,abstraction_or_regularity,10,0,0,0,8,True
ceval_card.veterinary_medicine.004.Lys,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,Lys,formula_or_calculation,4,0,0,0,4,True
ceval_card.veterinary_medicine.005.蛋白质,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,蛋白质,formula_or_calculation,59,3,1,0,8,True
ceval_card.veterinary_medicine.006.NAD,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,NAD,concept,7,0,0,0,7,True
ceval_card.veterinary_medicine.007.不变,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,不变,abstraction_or_regularity,4,0,0,0,4,True
ceval_card.veterinary_medicine.008.不正确的是,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,不正确的是,abstraction_or_regularity,8,0,0,0,8,True
ceval_card.veterinary_medicine.009.氢键,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,氢键,concept,8,0,0,0,8,True
ceval_card.veterinary_medicine.010.清蛋白,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,清蛋白,concept,8,0,0,0,8,True
ceval_card.veterinary_medicine.011.Ala,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,Ala,concept,2,0,0,0,2,True
ceval_card.veterinary_medicine.012.ATP,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,ATP,procedure,14,0,0,0,8,True
ceval_card.veterinary_medicine.013.减小,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,减小,abstraction_or_regularity,3,0,0,0,3,True
ceval_card.veterinary_medicine.014.离子键,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,离子键,concept,6,0,0,0,6,True
ceval_card.veterinary_medicine.015.糖苷键,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,糖苷键,procedure,3,0,0,0,3,True
ceval_card.veterinary_medicine.016.谷氨酰胺,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,谷氨酰胺,formula_or_calculation,5,0,0,0,5,True
ceval_card.veterinary_medicine.017.Gly,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,Gly,concept,1,0,0,0,1,True
ceval_card.veterinary_medicine.018.Ca,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,Ca,concept,2,0,0,0,2,True
ceval_card.veterinary_medicine.019.mol,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,mol,formula_or_calculation,4,2,1,0,4,True
ceval_card.veterinary_medicine.020.尿素,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,尿素,formula_or_calculation,6,1,0,0,6,True
ceval_card.veterinary_medicine.021.tRNA,veterinary_medicine,兽医学,生命科学大类,生物与农兽医,生命结构、遗传生态与病害,tRNA,concept,13,0,0,0,8,True
